risingSearches,keyword,value,unknown,geo,time,sys_time
sintomas de dengue,Dengue,0.7,FALSE,BR-AC,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,1.7,FALSE,BR-AL,2025-03,2025-07-31 13:56
,Dengue,,,BR-AM,2025-03,2025-07-31 13:56
,Dengue,,,BR-AP,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,0.5,FALSE,BR-BA,2025-03,2025-07-31 13:56
pode tomar paracetamol com dengue,Dengue,1364,TRUE,BR-CE,2025-03,2025-07-31 13:56
cid dengue,Dengue,1.9,FALSE,BR-DF,2025-03,2025-07-31 13:56
sintomas da dengue,Dengue,1,FALSE,BR-DF,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,0.5,FALSE,BR-DF,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,1.2,FALSE,BR-ES,2025-03,2025-07-31 13:56
notificação de dengue,Dengue,4,FALSE,BR-GO,2025-03,2025-07-31 13:56
quais são os sintomas da dengue,Dengue,2.5,FALSE,BR-GO,2025-03,2025-07-31 13:56
cid dengue,Dengue,0.9,FALSE,BR-GO,2025-03,2025-07-31 13:56
quais os sintomas da dengue,Dengue,1.8,FALSE,BR-MA,2025-03,2025-07-31 13:56
imagem do mosquito da dengue,Dengue,299,TRUE,BR-MG,2025-03,2025-07-31 13:56
agente etiológico da dengue,Dengue,163.5,TRUE,BR-MG,2025-03,2025-07-31 13:56
sintomas de dengue em adulto,Dengue,155.5,TRUE,BR-MG,2025-03,2025-07-31 13:56
teste rapido dengue,Dengue,2,FALSE,BR-MG,2025-03,2025-07-31 13:56
sintomas de dengue em crianças,Dengue,0.7,FALSE,BR-MG,2025-03,2025-07-31 13:56
dengue da febre,Dengue,0.7,FALSE,BR-MG,2025-03,2025-07-31 13:56
transmissão da dengue,Dengue,0.6,FALSE,BR-MG,2025-03,2025-07-31 13:56
sintoma de dengue,Dengue,0.6,FALSE,BR-MG,2025-03,2025-07-31 13:56
dengue sintomas iniciais,Dengue,0.6,FALSE,BR-MG,2025-03,2025-07-31 13:56
tipos de dengue,Dengue,0.6,FALSE,BR-MG,2025-03,2025-07-31 13:56
prevenção da dengue,Dengue,0.5,FALSE,BR-MG,2025-03,2025-07-31 13:56
pode tomar paracetamol com dengue,Dengue,0.5,FALSE,BR-MG,2025-03,2025-07-31 13:56
teste rapido de dengue,Dengue,0.5,FALSE,BR-MG,2025-03,2025-07-31 13:56
,Dengue,,,BR-MS,2025-03,2025-07-31 13:56
sintomas de dengue hemorrágica,Dengue,4,FALSE,BR-MT,2025-03,2025-07-31 13:56
sinan dengue,Dengue,1.1,FALSE,BR-MT,2025-03,2025-07-31 13:56
teste rapido dengue,Dengue,1,FALSE,BR-PA,2025-03,2025-07-31 13:56
quais são os sintomas da dengue,Dengue,0.9,FALSE,BR-PA,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,0.5,FALSE,BR-PA,2025-03,2025-07-31 13:56
dengue hemorrágica,Dengue,0.5,FALSE,BR-PA,2025-03,2025-07-31 13:56
,Dengue,,,BR-PB,2025-03,2025-07-31 13:56
dengue online,Dengue,1.5,FALSE,BR-PE,2025-03,2025-07-31 13:56
dengue hemorrágica,Dengue,0.4,FALSE,BR-PE,2025-03,2025-07-31 13:56
dengue hemorrágica,Dengue,2.5,FALSE,BR-PI,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,0.7,FALSE,BR-PI,2025-03,2025-07-31 13:56
dengue é transmissivel,Dengue,344,TRUE,BR-PR,2025-03,2025-07-31 13:56
pode tomar antialérgico com dengue,Dengue,242,TRUE,BR-PR,2025-03,2025-07-31 13:56
mancha de dengue,Dengue,181,TRUE,BR-PR,2025-03,2025-07-31 13:56
ludo educativo dengue,Dengue,83,TRUE,BR-PR,2025-03,2025-07-31 13:56
qual remedio nao pode tomar com dengue,Dengue,61,TRUE,BR-PR,2025-03,2025-07-31 13:56
dengue transmissão,Dengue,2,FALSE,BR-PR,2025-03,2025-07-31 13:56
quais são os sintomas da dengue,Dengue,1.9,FALSE,BR-PR,2025-03,2025-07-31 13:56
sinais de alarme dengue,Dengue,1.8,FALSE,BR-PR,2025-03,2025-07-31 13:56
quais os sintomas da dengue,Dengue,1.8,FALSE,BR-PR,2025-03,2025-07-31 13:56
sintomas de covid,Dengue,0.9,FALSE,BR-PR,2025-03,2025-07-31 13:56
dengue da coceira,Dengue,0.8,FALSE,BR-PR,2025-03,2025-07-31 13:56
primeiros sintomas da dengue,Dengue,0.7,FALSE,BR-PR,2025-03,2025-07-31 13:56
dengue tratamento,Dengue,0.4,FALSE,BR-PR,2025-03,2025-07-31 13:56
remedio pra dengue,Dengue,0.4,FALSE,BR-PR,2025-03,2025-07-31 13:56
dengue hemorrágica,Dengue,0.4,FALSE,BR-PR,2025-03,2025-07-31 13:56
chikungunya,Dengue,0.4,FALSE,BR-PR,2025-03,2025-07-31 13:56
notificação dengue,Dengue,3,FALSE,BR-RJ,2025-03,2025-07-31 13:56
dengue sem febre,Dengue,2,FALSE,BR-RJ,2025-03,2025-07-31 13:56
sintomas da dengue 2025,Dengue,1.6,FALSE,BR-RJ,2025-03,2025-07-31 13:56
qual remedio nao pode tomar com dengue,Dengue,0.8,FALSE,BR-RJ,2025-03,2025-07-31 13:56
sintomas dengue hemorrágica,Dengue,0.8,FALSE,BR-RJ,2025-03,2025-07-31 13:56
quais os sintomas da dengue,Dengue,0.6,FALSE,BR-RJ,2025-03,2025-07-31 13:56
teste rapido dengue,Dengue,0.5,FALSE,BR-RJ,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,0.7,FALSE,BR-RN,2025-03,2025-07-31 13:56
sintomas de dengue,Dengue,2.5,FALSE,BR-RO,2025-03,2025-07-31 13:56
sintomas da dengue,Dengue,0.6,FALSE,BR-RO,2025-03,2025-07-31 13:56
sintomas dengue,Dengue,0.6,FALSE,BR-RO,2025-03,2025-07-31 13:56
,Dengue,,,BR-RR,2025-03,2025-07-31 13:56
chikungunya,Dengue,1108.5,TRUE,BR-RS,2025-03,2025-07-31 13:56
sintomas de dengue em adulto,Dengue,401,TRUE,BR-RS,2025-03,2025-07-31 13:56
quais são os sintomas da dengue,Dengue,337,TRUE,BR-RS,2025-03,2025-07-31 13:56
dengue é transmissivel,Dengue,252,TRUE,BR-RS,2025-03,2025-07-31 13:56
dengue é contagioso,Dengue,1.7,FALSE,BR-RS,2025-03,2025-07-31 13:56
teste rapido dengue,Dengue,1.5,FALSE,BR-RS,2025-03,2025-07-31 13:56
painel dengue rs,Dengue,0.7,FALSE,BR-RS,2025-03,2025-07-31 13:56
quais os sintomas da dengue,Dengue,0.5,FALSE,BR-RS,2025-03,2025-07-31 13:56
sintomas dengue adulto,Dengue,938.5,TRUE,BR-SC,2025-03,2025-07-31 13:56
sintomas.dengue,Dengue,374,TRUE,BR-SC,2025-03,2025-07-31 13:56
protocolo dengue,Dengue,1.1,FALSE,BR-SC,2025-03,2025-07-31 13:56
tratamento dengue,Dengue,0.7,FALSE,BR-SC,2025-03,2025-07-31 13:56
sintomas da dengue em adulto,Dengue,0.7,FALSE,BR-SC,2025-03,2025-07-31 13:56
covid sintomas,Dengue,0.6,FALSE,BR-SC,2025-03,2025-07-31 13:56
chikungunya,Dengue,0.5,FALSE,BR-SC,2025-03,2025-07-31 13:56
sintomas de covid,Dengue,0.5,FALSE,BR-SC,2025-03,2025-07-31 13:56
mosquito da dengue,Dengue,0.7,FALSE,BR-SE,2025-03,2025-07-31 13:56
dengue dá diarreia,Dengue,53.5,TRUE,BR-SP,2025-03,2025-07-31 13:56
como curar a dengue em 72 horas,Dengue,19.5,FALSE,BR-SP,2025-03,2025-07-31 13:56
