risingSearches,keyword,value,unknown,geo,time,sys_time
sintomas de dengue,/m/09wsg,12670,TRUE,BR-AC,2023-10,2025-07-31 14:36
dengue sintomas,/m/09wsg,0.7,FALSE,BR-AL,2023-10,2025-07-31 14:36
sintomas de dengue,/m/09wsg,0.5,FALSE,BR-AL,2023-10,2025-07-31 14:36
,/m/09wsg,,,BR-AM,2023-10,2025-07-31 14:36
sintomas de dengue,/m/09wsg,0.4,FALSE,BR-AP,2023-10,2025-07-31 14:36
sintomas de dengue hemorrágica,/m/09wsg,5,FALSE,BR-BA,2023-10,2025-07-31 14:36
quais os sintomas da dengue,/m/09wsg,0.5,FALSE,BR-BA,2023-10,2025-07-31 14:36
,/m/09wsg,,,BR-CE,2023-10,2025-07-31 14:36
cid dengue,/m/09wsg,0.6,FALSE,BR-DF,2023-10,2025-07-31 14:36
dengue hemorrágica,/m/09wsg,1.1,FALSE,BR-ES,2023-10,2025-07-31 14:36
dengue tratamento,/m/09wsg,0.4,FALSE,BR-ES,2023-10,2025-07-31 14:36
dengue pode tomar dipirona,/m/09wsg,0.5,FALSE,BR-GO,2023-10,2025-07-31 14:36
,/m/09wsg,,,BR-MA,2023-10,2025-07-31 14:36
qual remedio tomar para dengue,/m/09wsg,251,TRUE,BR-MG,2023-10,2025-07-31 14:36
dengue cid,/m/09wsg,1.1,FALSE,BR-MG,2023-10,2025-07-31 14:36
manchas de dengue,/m/09wsg,1,FALSE,BR-MG,2023-10,2025-07-31 14:36
teste de dengue,/m/09wsg,0.9,FALSE,BR-MG,2023-10,2025-07-31 14:36
sintomas dengue leve,/m/09wsg,0.9,FALSE,BR-MG,2023-10,2025-07-31 14:36
sintomas de dengue leve,/m/09wsg,0.9,FALSE,BR-MG,2023-10,2025-07-31 14:36
sintomas de dengue hemorrágica,/m/09wsg,0.7,FALSE,BR-MG,2023-10,2025-07-31 14:36
vacina da dengue,/m/09wsg,0.6,FALSE,BR-MG,2023-10,2025-07-31 14:36
exame de dengue,/m/09wsg,0.5,FALSE,BR-MG,2023-10,2025-07-31 14:36
