topSearches,value,geo,keyword,time,sys_time
sintomas de dengue,100,BR-AC,Dengue,2021-05,2025-07-30 15:32
dengue,100,BR-AL,Dengue,2021-05,2025-07-30 15:32
dengue sintomas,21,BR-AL,Dengue,2021-05,2025-07-30 15:32
sintomas da dengue,15,BR-AL,Dengue,2021-05,2025-07-30 15:32
mosquito da dengue,13,BR-AL,Dengue,2021-05,2025-07-30 15:32
sintomas de dengue,8,BR-AL,Dengue,2021-05,2025-07-30 15:32
dengue,100,BR-AM,Dengue,2021-05,2025-07-30 15:32
sintomas dengue,27,BR-AM,Dengue,2021-05,2025-07-30 15:32
sintomas da dengue,14,BR-AM,Dengue,2021-05,2025-07-30 15:32
sintomas de dengue,9,BR-AM,Dengue,2021-05,2025-07-30 15:32
quais os sintomas da dengue,4,BR-AM,Dengue,2021-05,2025-07-30 15:32
dengue hemorrágica,2,BR-AM,Dengue,2021-05,2025-07-30 15:32
,,BR-AP,Dengue,2021-05,2025-07-30 15:32
dengue,100,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue sintomas,28,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas da dengue,18,BR-BA,Dengue,2021-05,2025-07-30 15:32
mosquito da dengue,12,BR-BA,Dengue,2021-05,2025-07-30 15:32
chikungunya,11,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas de dengue,10,BR-BA,Dengue,2021-05,2025-07-30 15:32
covid,10,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas chikungunya,6,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue zika e chikungunya,5,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas zika,4,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas da covid,4,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas da chikungunya,4,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas do covid,3,BR-BA,Dengue,2021-05,2025-07-30 15:32
quais os sintomas da dengue,3,BR-BA,Dengue,2021-05,2025-07-30 15:32
aedes aegypti,3,BR-BA,Dengue,2021-05,2025-07-30 15:32
remédio para dengue,2,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas de covid,2,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue prevenção,2,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue hemorrágica,2,BR-BA,Dengue,2021-05,2025-07-30 15:32
sintomas de chikungunya,2,BR-BA,Dengue,2021-05,2025-07-30 15:32
quais são os sintomas da dengue,1,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue online,1,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue da dor de barriga,0,BR-BA,Dengue,2021-05,2025-07-30 15:32
por que o brasil está fortemente propenso ao surgimento e circulação de viroses tais como dengue,0,BR-BA,Dengue,2021-05,2025-07-30 15:32
dengue,100,BR-CE,Dengue,2021-05,2025-07-30 15:32
sintomas dengue,30,BR-CE,Dengue,2021-05,2025-07-30 15:32
sintomas da dengue,17,BR-CE,Dengue,2021-05,2025-07-30 15:32
sintomas de dengue,11,BR-CE,Dengue,2021-05,2025-07-30 15:32
mosquito da dengue,9,BR-CE,Dengue,2021-05,2025-07-30 15:32
o que é dengue,5,BR-CE,Dengue,2021-05,2025-07-30 15:32
chikungunya,3,BR-CE,Dengue,2021-05,2025-07-30 15:32
dengue hemorrágica,3,BR-CE,Dengue,2021-05,2025-07-30 15:32
dengue tratamento,2,BR-CE,Dengue,2021-05,2025-07-30 15:32
sintomas da covid,2,BR-CE,Dengue,2021-05,2025-07-30 15:32
quais os sintomas da dengue,2,BR-CE,Dengue,2021-05,2025-07-30 15:32
sintomas do covid,2,BR-CE,Dengue,2021-05,2025-07-30 15:32
zika sintomas,2,BR-CE,Dengue,2021-05,2025-07-30 15:32
como tratar dengue,2,BR-CE,Dengue,2021-05,2025-07-30 15:32
aedes aegypti,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
dengue manchas vermelhas,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
chikungunya sintomas,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
manchas da dengue,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
dengue hemorrágica sintomas,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
dengue pode tomar dipirona,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
mosquito da dengue desenho,1,BR-CE,Dengue,2021-05,2025-07-30 15:32
