risingSearches,keyword,value,unknown,geo,time,sys_time
sintomas dengue,/m/09wsg,0.9,FALSE,BR-AC,2022-05,2025-07-31 14:16
remedio para dengue,/m/09wsg,890.5,TRUE,BR-AL,2022-05,2025-07-31 14:16
dengue é contagiosa,/m/09wsg,703.5,TRUE,BR-AL,2022-05,2025-07-31 14:16
desenho do mosquito da dengue,/m/09wsg,549.5,TRUE,BR-AL,2022-05,2025-07-31 14:16
dengue sintomas finais,/m/09wsg,350.5,TRUE,BR-AL,2022-05,2025-07-31 14:16
dengue é contagioso,/m/09wsg,215,TRUE,BR-AL,2022-05,2025-07-31 14:16
sequelas da dengue,/m/09wsg,181,TRUE,BR-AL,2022-05,2025-07-31 14:16
sintomas da dengue hemorrágica,/m/09wsg,1.1,FALSE,BR-AL,2022-05,2025-07-31 14:16
cid dengue,/m/09wsg,1,FALSE,BR-AL,2022-05,2025-07-31 14:16
sintomas de chikungunya,/m/09wsg,0.5,FALSE,BR-AL,2022-05,2025-07-31 14:16
chikungunya,/m/09wsg,0.5,FALSE,BR-AL,2022-05,2025-07-31 14:16
quais são os sintomas da dengue,/m/09wsg,1700.5,TRUE,BR-AM,2022-05,2025-07-31 14:16
tratamento da dengue,/m/09wsg,2,FALSE,BR-AM,2022-05,2025-07-31 14:16
sintomas de dengue,/m/09wsg,1.7,FALSE,BR-AM,2022-05,2025-07-31 14:16
dengue hemorrágica,/m/09wsg,1.4,FALSE,BR-AM,2022-05,2025-07-31 14:16
sintomas da dengue,/m/09wsg,0.8,FALSE,BR-AM,2022-05,2025-07-31 14:16
dengue sintomas,/m/09wsg,0.5,FALSE,BR-AM,2022-05,2025-07-31 14:16
,/m/09wsg,,,BR-AP,2022-05,2025-07-31 14:16
quais sao os sintomas da dengue,/m/09wsg,639,TRUE,BR-BA,2022-05,2025-07-31 14:16
quem tem dengue pode tomar dipirona,/m/09wsg,231.5,TRUE,BR-BA,2022-05,2025-07-31 14:16
dengue é contagioso,/m/09wsg,140.5,TRUE,BR-BA,2022-05,2025-07-31 14:16
sintomas de dengue leve,/m/09wsg,126,TRUE,BR-BA,2022-05,2025-07-31 14:16
texto sobre a dengue,/m/09wsg,1.4,FALSE,BR-BA,2022-05,2025-07-31 14:16
cartaz sobre a dengue,/m/09wsg,1.1,FALSE,BR-BA,2022-05,2025-07-31 14:16
sorologia para dengue,/m/09wsg,0.9,FALSE,BR-BA,2022-05,2025-07-31 14:16
dengue sintomas e tratamento,/m/09wsg,0.9,FALSE,BR-BA,2022-05,2025-07-31 14:16
quantos dias dura a dengue,/m/09wsg,627.5,TRUE,BR-CE,2022-05,2025-07-31 14:16
sintomas de chicungunha,/m/09wsg,532.5,TRUE,BR-CE,2022-05,2025-07-31 14:16
proteina c reativa,/m/09wsg,275.5,TRUE,BR-CE,2022-05,2025-07-31 14:16
erupção cutânea,/m/09wsg,185.5,TRUE,BR-CE,2022-05,2025-07-31 14:16
dengue notificação compulsória,/m/09wsg,132,TRUE,BR-CE,2022-05,2025-07-31 14:16
dengue sintomas finais,/m/09wsg,97,TRUE,BR-CE,2022-05,2025-07-31 14:16
o que é dengue hemorragica,/m/09wsg,90.5,TRUE,BR-CE,2022-05,2025-07-31 14:16
dengue tipo c,/m/09wsg,2.5,FALSE,BR-CE,2022-05,2025-07-31 14:16
qual o sintoma da dengue,/m/09wsg,2,FALSE,BR-CE,2022-05,2025-07-31 14:16
tratamento para dengue,/m/09wsg,1.7,FALSE,BR-CE,2022-05,2025-07-31 14:16
sintomas da chicungunha,/m/09wsg,1.3,FALSE,BR-CE,2022-05,2025-07-31 14:16
dengue sintomas iniciais,/m/09wsg,1.3,FALSE,BR-CE,2022-05,2025-07-31 14:16
qual é o sintoma da dengue,/m/09wsg,1.3,FALSE,BR-CE,2022-05,2025-07-31 14:16
tipos de dengue,/m/09wsg,1,FALSE,BR-CE,2022-05,2025-07-31 14:16
vacina contra dengue,/m/09wsg,0.8,FALSE,BR-CE,2022-05,2025-07-31 14:16
demgue,/m/09wsg,0.8,FALSE,BR-CE,2022-05,2025-07-31 14:16
dengue é transmissível,/m/09wsg,0.8,FALSE,BR-CE,2022-05,2025-07-31 14:16
mancha de dengue,/m/09wsg,0.7,FALSE,BR-CE,2022-05,2025-07-31 14:16
tratamento da dengue,/m/09wsg,0.7,FALSE,BR-CE,2022-05,2025-07-31 14:16
dengue pode tomar dipirona,/m/09wsg,0.6,FALSE,BR-CE,2022-05,2025-07-31 14:16
dengue passa,/m/09wsg,0.6,FALSE,BR-CE,2022-05,2025-07-31 14:16
dengue é contagiosa,/m/09wsg,0.6,FALSE,BR-CE,2022-05,2025-07-31 14:16
notificação dengue,/m/09wsg,0.4,FALSE,BR-CE,2022-05,2025-07-31 14:16
pode tomar dipirona com dengue,/m/09wsg,0.4,FALSE,BR-CE,2022-05,2025-07-31 14:16
fases da dengue,/m/09wsg,0.4,FALSE,BR-CE,2022-05,2025-07-31 14:16
qual remedio não pode tomar com dengue,/m/09wsg,180.5,TRUE,BR-DF,2022-05,2025-07-31 14:16
cid 10 dengue,/m/09wsg,178,TRUE,BR-DF,2022-05,2025-07-31 14:16
remedio pra dengue,/m/09wsg,2.5,FALSE,BR-DF,2022-05,2025-07-31 14:16
teste rapido dengue,/m/09wsg,1.6,FALSE,BR-DF,2022-05,2025-07-31 14:16
dengue igg reagente,/m/09wsg,0.9,FALSE,BR-DF,2022-05,2025-07-31 14:16
manchas de dengue,/m/09wsg,0.5,FALSE,BR-DF,2022-05,2025-07-31 14:16
dipirona dengue,/m/09wsg,0.5,FALSE,BR-DF,2022-05,2025-07-31 14:16
dengue da diarreia,/m/09wsg,0.4,FALSE,BR-DF,2022-05,2025-07-31 14:16
cid dengue,/m/09wsg,0.4,FALSE,BR-ES,2022-05,2025-07-31 14:16
