topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,11,BR-AC,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-AL,Dengue,2020-03,2025-07-22 18:14
dengue sintomas,19,BR-AL,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,11,BR-AL,Dengue,2020-03,2025-07-22 18:14
sintomas de dengue,8,BR-AL,Dengue,2020-03,2025-07-22 18:14
zika,7,BR-AL,Dengue,2020-03,2025-07-22 18:14
chikungunya,5,BR-AL,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-AM,Dengue,2020-03,2025-07-22 18:14
sintomas dengue,22,BR-AM,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,14,BR-AM,Dengue,2020-03,2025-07-22 18:14
sintomas de dengue,5,BR-AM,Dengue,2020-03,2025-07-22 18:14
dengue hemorrágica,2,BR-AM,Dengue,2020-03,2025-07-22 18:14
quais os sintomas da dengue,1,BR-AM,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-AP,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,11,BR-AP,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintomas dengue,27,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,16,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintomas de dengue,8,BR-BA,Dengue,2020-03,2025-07-22 18:14
mosquito da dengue,7,BR-BA,Dengue,2020-03,2025-07-22 18:14
zika,7,BR-BA,Dengue,2020-03,2025-07-22 18:14
chikungunya,6,BR-BA,Dengue,2020-03,2025-07-22 18:14
dengue no brasil,6,BR-BA,Dengue,2020-03,2025-07-22 18:14
dengue 2020,5,BR-BA,Dengue,2020-03,2025-07-22 18:14
zika sintomas,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
mortes por dengue,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
dengue chikungunya e zika,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
chikungunya sintomas,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
o que é dengue,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintomas da zika,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
quais sintomas da dengue,3,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue zika,2,BR-BA,Dengue,2020-03,2025-07-22 18:14
quais os sintomas da dengue,2,BR-BA,Dengue,2020-03,2025-07-22 18:14
dengue hemorrágica,2,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintomas da chikungunya,2,BR-BA,Dengue,2020-03,2025-07-22 18:14
dipirona dengue,2,BR-BA,Dengue,2020-03,2025-07-22 18:14
mortes dengue 2020,2,BR-BA,Dengue,2020-03,2025-07-22 18:14
sintoma dengue,1,BR-BA,Dengue,2020-03,2025-07-22 18:14
zika virus,1,BR-BA,Dengue,2020-03,2025-07-22 18:14
remedio para dengue,1,BR-BA,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-CE,Dengue,2020-03,2025-07-22 18:14
sintomas dengue,26,BR-CE,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,17,BR-CE,Dengue,2020-03,2025-07-22 18:14
mosquito da dengue,12,BR-CE,Dengue,2020-03,2025-07-22 18:14
dengue no brasil,9,BR-CE,Dengue,2020-03,2025-07-22 18:14
sintomas de dengue,7,BR-CE,Dengue,2020-03,2025-07-22 18:14
dengue 2020,7,BR-CE,Dengue,2020-03,2025-07-22 18:14
chikungunya,5,BR-CE,Dengue,2020-03,2025-07-22 18:14
mortes por dengue,4,BR-CE,Dengue,2020-03,2025-07-22 18:14
o que é dengue,4,BR-CE,Dengue,2020-03,2025-07-22 18:14
dengue hemorrágica,3,BR-CE,Dengue,2020-03,2025-07-22 18:14
dengue tratamento,3,BR-CE,Dengue,2020-03,2025-07-22 18:14
mortes dengue 2020,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
coronavirus sintomas,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
mortalidade dengue,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
quais os sintomas da dengue,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
mortes dengue 2019,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
casos de dengue no brasil 2020,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
sintomas da zika,2,BR-CE,Dengue,2020-03,2025-07-22 18:14
dengue transmissão,1,BR-CE,Dengue,2020-03,2025-07-22 18:14
mortes por dengue 2020,1,BR-CE,Dengue,2020-03,2025-07-22 18:14
febre amarela,1,BR-CE,Dengue,2020-03,2025-07-22 18:14
sintoma de dengue,1,BR-CE,Dengue,2020-03,2025-07-22 18:14
como é o mosquito da dengue,1,BR-CE,Dengue,2020-03,2025-07-22 18:14
prevenção da dengue,1,BR-CE,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-DF,Dengue,2020-03,2025-07-22 18:14
sintomas dengue,22,BR-DF,Dengue,2020-03,2025-07-22 18:14
sintomas da dengue,14,BR-DF,Dengue,2020-03,2025-07-22 18:14
mosquito dengue,8,BR-DF,Dengue,2020-03,2025-07-22 18:14
mosquito da dengue,7,BR-DF,Dengue,2020-03,2025-07-22 18:14
coronavirus dengue,7,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue df,6,BR-DF,Dengue,2020-03,2025-07-22 18:14
sintomas de dengue,5,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue no df,2,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue hemorrágica,2,BR-DF,Dengue,2020-03,2025-07-22 18:14
mortes dengue 2019,2,BR-DF,Dengue,2020-03,2025-07-22 18:14
mortes dengue 2020,2,BR-DF,Dengue,2020-03,2025-07-22 18:14
dipirona dengue,2,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue tratamento,2,BR-DF,Dengue,2020-03,2025-07-22 18:14
mortes por dengue 2019,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
mortes por dengue 2020,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
quais os sintomas da dengue,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
sintoma dengue,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
mortalidade dengue,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue paracetamol,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue manchas,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
o que é dengue,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
casos de dengue no df,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
sintoma da dengue,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue no df 2020,1,BR-DF,Dengue,2020-03,2025-07-22 18:14
dengue,100,BR-ES,Dengue,2020-03,2025-07-22 18:14
