topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2023-12,2025-07-23 15:37
sintomas dengue,22,BR-AC,Dengue,2023-12,2025-07-23 15:37
sintomas da dengue,10,BR-AC,Dengue,2023-12,2025-07-23 15:37
sintomas de dengue,9,BR-AC,Dengue,2023-12,2025-07-23 15:37
pode tomar dipirona com dengue,4,BR-AC,Dengue,2023-12,2025-07-23 15:37
dengue pode tomar dipirona,3,BR-AC,Dengue,2023-12,2025-07-23 15:37
dengue hemorrágica,3,BR-AC,Dengue,2023-12,2025-07-23 15:37
mosquito da dengue,3,BR-AC,Dengue,2023-12,2025-07-23 15:37
remedio para dengue,3,BR-AC,Dengue,2023-12,2025-07-23 15:37
dengue tratamento,3,BR-AC,Dengue,2023-12,2025-07-23 15:37
remédio para dengue,3,BR-AC,Dengue,2023-12,2025-07-23 15:37
o que tomar para dengue,2,BR-AC,Dengue,2023-12,2025-07-23 15:37
cha para dengue,2,BR-AC,Dengue,2023-12,2025-07-23 15:37
cid dengue,1,BR-AC,Dengue,2023-12,2025-07-23 15:37
quais são os sintomas da dengue,1,BR-AC,Dengue,2023-12,2025-07-23 15:37
dengue,100,BR-AL,Dengue,2023-12,2025-07-23 15:37
sintomas da dengue,19,BR-AL,Dengue,2023-12,2025-07-23 15:37
sintomas de dengue,14,BR-AL,Dengue,2023-12,2025-07-23 15:37
dengue,100,BR-AM,Dengue,2023-12,2025-07-23 15:37
dengue sintomas,31,BR-AM,Dengue,2023-12,2025-07-23 15:37
sintomas de dengue,15,BR-AM,Dengue,2023-12,2025-07-23 15:37
sintomas da dengue,12,BR-AM,Dengue,2023-12,2025-07-23 15:37
tratamento dengue,6,BR-AM,Dengue,2023-12,2025-07-23 15:37
mosquito da dengue,4,BR-AM,Dengue,2023-12,2025-07-23 15:37
quais os sintomas da dengue,1,BR-AM,Dengue,2023-12,2025-07-23 15:37
dengue é transmissivel,1,BR-AM,Dengue,2023-12,2025-07-23 15:37
dengue hemorrágica,1,BR-AM,Dengue,2023-12,2025-07-23 15:37
,,BR-AP,Dengue,2023-12,2025-07-23 15:37
dengue,100,BR-BA,Dengue,2023-12,2025-07-23 15:37
dengue sintomas,25,BR-BA,Dengue,2023-12,2025-07-23 15:37
sintomas de dengue,12,BR-BA,Dengue,2023-12,2025-07-23 15:37
vacina dengue,8,BR-BA,Dengue,2023-12,2025-07-23 15:37
mosquito da dengue,8,BR-BA,Dengue,2023-12,2025-07-23 15:37
sintomas da dengue,8,BR-BA,Dengue,2023-12,2025-07-23 15:37
vacina da dengue,5,BR-BA,Dengue,2023-12,2025-07-23 15:37
dengue hemorrágica,3,BR-BA,Dengue,2023-12,2025-07-23 15:37
vacina contra dengue sus,2,BR-BA,Dengue,2023-12,2025-07-23 15:37
dengue zika e chikungunya,1,BR-BA,Dengue,2023-12,2025-07-23 15:37
dengue,100,BR-CE,Dengue,2023-12,2025-07-23 15:37
dengue sintomas,26,BR-CE,Dengue,2023-12,2025-07-23 15:37
sintomas de dengue,13,BR-CE,Dengue,2023-12,2025-07-23 15:37
vacina dengue,11,BR-CE,Dengue,2023-12,2025-07-23 15:37
mosquito da dengue,10,BR-CE,Dengue,2023-12,2025-07-23 15:37
sintomas da dengue,8,BR-CE,Dengue,2023-12,2025-07-23 15:37
dengue hemorrágica,2,BR-CE,Dengue,2023-12,2025-07-23 15:37
dengue,100,BR-DF,Dengue,2023-12,2025-07-23 15:37
