risingSearches,keyword,value,unknown,geo,time,sys_time
,/m/09wsg,,,BR-AC,2024-07,2025-07-31 14:44
sintomas de dengue leve,/m/09wsg,741,TRUE,BR-AL,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-AM,2024-07,2025-07-31 14:44
dengue hemorrágica,/m/09wsg,0.9,FALSE,BR-AP,2024-07,2025-07-31 14:44
sintomas da dengue,/m/09wsg,0.6,FALSE,BR-AP,2024-07,2025-07-31 14:44
dengue é transmissivel,/m/09wsg,3.5,FALSE,BR-BA,2024-07,2025-07-31 14:44
sinan dengue,/m/09wsg,1.2,FALSE,BR-BA,2024-07,2025-07-31 14:44
tratamento para dengue,/m/09wsg,1.1,FALSE,BR-BA,2024-07,2025-07-31 14:44
dengue hemorrágica sintomas,/m/09wsg,0.9,FALSE,BR-BA,2024-07,2025-07-31 14:44
pode tomar paracetamol com dengue,/m/09wsg,0.9,FALSE,BR-BA,2024-07,2025-07-31 14:44
dengue é contagioso,/m/09wsg,0.5,FALSE,BR-BA,2024-07,2025-07-31 14:44
quais os sintomas da dengue,/m/09wsg,0.4,FALSE,BR-BA,2024-07,2025-07-31 14:44
cid dengue,/m/09wsg,1.2,FALSE,BR-CE,2024-07,2025-07-31 14:44
dengue hemorrágica,/m/09wsg,0.8,FALSE,BR-CE,2024-07,2025-07-31 14:44
dengue sintomas,/m/09wsg,0.4,FALSE,BR-DF,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-ES,2024-07,2025-07-31 14:44
sinan dengue,/m/09wsg,2.5,FALSE,BR-GO,2024-07,2025-07-31 14:44
vacina dengue goiania,/m/09wsg,1.1,FALSE,BR-GO,2024-07,2025-07-31 14:44
vacina dengue,/m/09wsg,1,FALSE,BR-GO,2024-07,2025-07-31 14:44
plaquetas baixas dengue,/m/09wsg,0.9,FALSE,BR-GO,2024-07,2025-07-31 14:44
dengue hemorrágica,/m/09wsg,0.5,FALSE,BR-GO,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-MA,2024-07,2025-07-31 14:44
sinan online dengue,/m/09wsg,308.5,TRUE,BR-MG,2024-07,2025-07-31 14:44
queda de cabelo após dengue,/m/09wsg,1.7,FALSE,BR-MG,2024-07,2025-07-31 14:44
remedio pra dengue,/m/09wsg,1.3,FALSE,BR-MG,2024-07,2025-07-31 14:44
dengue faz cair cabelo,/m/09wsg,1.2,FALSE,BR-MG,2024-07,2025-07-31 14:44
sintomas de dengue leve,/m/09wsg,1.1,FALSE,BR-MG,2024-07,2025-07-31 14:44
sequelas da dengue,/m/09wsg,1,FALSE,BR-MG,2024-07,2025-07-31 14:44
dengue online,/m/09wsg,0.7,FALSE,BR-MG,2024-07,2025-07-31 14:44
qual remedio tomar para dengue,/m/09wsg,0.7,FALSE,BR-MG,2024-07,2025-07-31 14:44
dengue da dor de garganta,/m/09wsg,0.6,FALSE,BR-MG,2024-07,2025-07-31 14:44
dengue hemorrágica sintomas,/m/09wsg,0.5,FALSE,BR-MG,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-MS,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-MT,2024-07,2025-07-31 14:44
dengue hemorrágica,/m/09wsg,0.6,FALSE,BR-PA,2024-07,2025-07-31 14:44
mosquito da dengue,/m/09wsg,0.4,FALSE,BR-PB,2024-07,2025-07-31 14:44
dengue online,/m/09wsg,1.3,FALSE,BR-PE,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-PI,2024-07,2025-07-31 14:44
remedios para dengue,/m/09wsg,1097,TRUE,BR-PR,2024-07,2025-07-31 14:44
queda de cabelo após dengue,/m/09wsg,3,FALSE,BR-PR,2024-07,2025-07-31 14:44
pode tomar paracetamol com dengue,/m/09wsg,1.5,FALSE,BR-PR,2024-07,2025-07-31 14:44
sintomas de covid,/m/09wsg,1,FALSE,BR-RJ,2024-07,2025-07-31 14:44
covid sintomas,/m/09wsg,0.9,FALSE,BR-RJ,2024-07,2025-07-31 14:44
dengue tratamento,/m/09wsg,0.6,FALSE,BR-RJ,2024-07,2025-07-31 14:44
dengue hemorrágica sintomas,/m/09wsg,0.5,FALSE,BR-RJ,2024-07,2025-07-31 14:44
cid dengue,/m/09wsg,0.4,FALSE,BR-RJ,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-RN,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-RO,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-RR,2024-07,2025-07-31 14:44
cid dengue,/m/09wsg,1.1,FALSE,BR-RS,2024-07,2025-07-31 14:44
quanto tempo dura a dengue,/m/09wsg,0.9,FALSE,BR-RS,2024-07,2025-07-31 14:44
sintomas h1n1,/m/09wsg,0.6,FALSE,BR-RS,2024-07,2025-07-31 14:44
sinan dengue,/m/09wsg,0.5,FALSE,BR-RS,2024-07,2025-07-31 14:44
vacina dengue,/m/09wsg,0.4,FALSE,BR-RS,2024-07,2025-07-31 14:44
vacina da dengue,/m/09wsg,0.4,FALSE,BR-RS,2024-07,2025-07-31 14:44
dengue em blumenau,/m/09wsg,5.5,FALSE,BR-SC,2024-07,2025-07-31 14:44
sinan dengue,/m/09wsg,1.5,FALSE,BR-SC,2024-07,2025-07-31 14:44
quais os sintomas da dengue,/m/09wsg,0.7,FALSE,BR-SC,2024-07,2025-07-31 14:44
,/m/09wsg,,,BR-SE,2024-07,2025-07-31 14:44
queda de cabelo após dengue,/m/09wsg,5.5,FALSE,BR-SP,2024-07,2025-07-31 14:44
diarreia é sintoma de dengue,/m/09wsg,4,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue faz cair cabelo,/m/09wsg,4,FALSE,BR-SP,2024-07,2025-07-31 14:44
queda de cabelo,/m/09wsg,3.5,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue causa queda de cabelo,/m/09wsg,3,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue passa de uma pessoa para outra,/m/09wsg,3,FALSE,BR-SP,2024-07,2025-07-31 14:44
qual exame detecta dengue,/m/09wsg,2.5,FALSE,BR-SP,2024-07,2025-07-31 14:44
sintomas.dengue,/m/09wsg,2.5,FALSE,BR-SP,2024-07,2025-07-31 14:44
intoxicação alimentar,/m/09wsg,1.9,FALSE,BR-SP,2024-07,2025-07-31 14:44
posso tomar dorflex com dengue,/m/09wsg,1.8,FALSE,BR-SP,2024-07,2025-07-31 14:44
encefalite por dengue,/m/09wsg,1.6,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue da dor nas costas,/m/09wsg,1.5,FALSE,BR-SP,2024-07,2025-07-31 14:44
sintomas de h1n1,/m/09wsg,1.5,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue assintomática,/m/09wsg,1.4,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue causa diarreia,/m/09wsg,1.4,FALSE,BR-SP,2024-07,2025-07-31 14:44
notificação dengue,/m/09wsg,1,FALSE,BR-SP,2024-07,2025-07-31 14:44
pneumonia sintomas,/m/09wsg,1,FALSE,BR-SP,2024-07,2025-07-31 14:44
exantema dengue,/m/09wsg,1,FALSE,BR-SP,2024-07,2025-07-31 14:44
sintomas influenza,/m/09wsg,1,FALSE,BR-SP,2024-07,2025-07-31 14:44
sintomas de pneumonia,/m/09wsg,1,FALSE,BR-SP,2024-07,2025-07-31 14:44
vacinação dengue sp,/m/09wsg,1,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue sintomas finais,/m/09wsg,0.9,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue online,/m/09wsg,0.9,FALSE,BR-SP,2024-07,2025-07-31 14:44
como é o mosquito da dengue,/m/09wsg,0.9,FALSE,BR-SP,2024-07,2025-07-31 14:44
dengue no brasil,/m/09wsg,7.5,FALSE,BR-TO,2024-07,2025-07-31 14:44
casos de dengue no brasil,/m/09wsg,5,FALSE,BR-TO,2024-07,2025-07-31 14:44
febre oropouche,/m/09wsg,3,FALSE,BR,2024-07,2025-07-31 14:44
queda de cabelo após dengue,/m/09wsg,2,FALSE,BR,2024-07,2025-07-31 14:44
denga,/m/09wsg,1.7,FALSE,BR,2024-07,2025-07-31 14:44
ficha de notificação dengue,/m/09wsg,1.7,FALSE,BR,2024-07,2025-07-31 14:44
dengue faz cair cabelo,/m/09wsg,1.5,FALSE,BR,2024-07,2025-07-31 14:44
dengo,/m/09wsg,1.2,FALSE,BR,2024-07,2025-07-31 14:44
