topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,16,BR-AC,Dengue,2021-04,2025-07-30 15:30
sintomas de dengue,9,BR-AC,Dengue,2021-04,2025-07-30 15:30
dengue,100,BR-AL,Dengue,2021-04,2025-07-30 15:30
dengue sintomas,18,BR-AL,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,13,BR-AL,Dengue,2021-04,2025-07-30 15:30
dengue,100,BR-AM,Dengue,2021-04,2025-07-30 15:30
sintomas dengue,25,BR-AM,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,9,BR-AM,Dengue,2021-04,2025-07-30 15:30
sintomas de dengue,8,BR-AM,Dengue,2021-04,2025-07-30 15:30
dengue tratamento,4,BR-AM,Dengue,2021-04,2025-07-30 15:30
dengue hemorrágica,3,BR-AM,Dengue,2021-04,2025-07-30 15:30
remédio para dengue,2,BR-AM,Dengue,2021-04,2025-07-30 15:30
,,BR-AP,Dengue,2021-04,2025-07-30 15:30
dengue,100,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas dengue,28,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,17,BR-BA,Dengue,2021-04,2025-07-30 15:30
mosquito da dengue,12,BR-BA,Dengue,2021-04,2025-07-30 15:30
chikungunya,12,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas de dengue,10,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas covid,6,BR-BA,Dengue,2021-04,2025-07-30 15:30
dengue zika e chikungunya,5,BR-BA,Dengue,2021-04,2025-07-30 15:30
quais os sintomas da dengue,3,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas do covid,3,BR-BA,Dengue,2021-04,2025-07-30 15:30
dengue tratamento,3,BR-BA,Dengue,2021-04,2025-07-30 15:30
dengue hemorrágica,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas da chikungunya,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
remédio para dengue,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
o que são métodos diretos e indiretos para detecção de vírus,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas de covid,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintomas de chikungunya,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
aids,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
sintoma de dengue,2,BR-BA,Dengue,2021-04,2025-07-30 15:30
quais são os sintomas da dengue,1,BR-BA,Dengue,2021-04,2025-07-30 15:30
quais são as diferentes portas de entrada e disseminação que os vírus podem utilizar para entrar no organismo hospedeiro?,1,BR-BA,Dengue,2021-04,2025-07-30 15:30
durante as estações chuvosas aumentam no brasil as campanhas de prevenção à dengue,1,BR-BA,Dengue,2021-04,2025-07-30 15:30
quais os sintomas da chikungunya,1,BR-BA,Dengue,2021-04,2025-07-30 15:30
cid dengue,1,BR-BA,Dengue,2021-04,2025-07-30 15:30
por que o brasil está fortemente propenso ao surgimento e circulação de viroses tais como dengue,0,BR-BA,Dengue,2021-04,2025-07-30 15:30
dengue,100,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintomas dengue,28,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,15,BR-CE,Dengue,2021-04,2025-07-30 15:30
mosquito da dengue,10,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintomas de dengue,10,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintomas covid,6,BR-CE,Dengue,2021-04,2025-07-30 15:30
chikungunya,4,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintomas do covid,3,BR-CE,Dengue,2021-04,2025-07-30 15:30
dengue hemorrágica,3,BR-CE,Dengue,2021-04,2025-07-30 15:30
dengue tratamento,2,BR-CE,Dengue,2021-04,2025-07-30 15:30
quais os sintomas da dengue,2,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintoma da dengue,2,BR-CE,Dengue,2021-04,2025-07-30 15:30
remédio para dengue,1,BR-CE,Dengue,2021-04,2025-07-30 15:30
tratamento para dengue,1,BR-CE,Dengue,2021-04,2025-07-30 15:30
dengue é contagiosa,1,BR-CE,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue normal,0,BR-CE,Dengue,2021-04,2025-07-30 15:30
quais são os sintomas da dengue,0,BR-CE,Dengue,2021-04,2025-07-30 15:30
dengue,100,BR-DF,Dengue,2021-04,2025-07-30 15:30
dengue sintomas,28,BR-DF,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,14,BR-DF,Dengue,2021-04,2025-07-30 15:30
sintomas de dengue,9,BR-DF,Dengue,2021-04,2025-07-30 15:30
mosquito da dengue,7,BR-DF,Dengue,2021-04,2025-07-30 15:30
sintomas covid,6,BR-DF,Dengue,2021-04,2025-07-30 15:30
dengue hemorrágica,3,BR-DF,Dengue,2021-04,2025-07-30 15:30
cid dengue,1,BR-DF,Dengue,2021-04,2025-07-30 15:30
quais os sintomas da dengue,1,BR-DF,Dengue,2021-04,2025-07-30 15:30
como tratar a dengue,1,BR-DF,Dengue,2021-04,2025-07-30 15:30
dengue é contagiosa,1,BR-DF,Dengue,2021-04,2025-07-30 15:30
dengue,100,BR-ES,Dengue,2021-04,2025-07-30 15:30
dengue sintomas,23,BR-ES,Dengue,2021-04,2025-07-30 15:30
sintomas da dengue,12,BR-ES,Dengue,2021-04,2025-07-30 15:30
