topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,7,BR-AC,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-AL,Dengue,2024-02,2025-07-23 15:43
dengue sintomas,25,BR-AL,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,13,BR-AL,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,10,BR-AL,Dengue,2024-02,2025-07-23 15:43
vacina dengue,8,BR-AL,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,8,BR-AL,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,4,BR-AL,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,1,BR-AL,Dengue,2024-02,2025-07-23 15:43
qual os sintomas da dengue,0,BR-AL,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-AM,Dengue,2024-02,2025-07-23 15:43
dengue sintomas,27,BR-AM,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,13,BR-AM,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,11,BR-AM,Dengue,2024-02,2025-07-23 15:43
vacina dengue,7,BR-AM,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,5,BR-AM,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,3,BR-AM,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-AM,Dengue,2024-02,2025-07-23 15:43
vacina manaus,2,BR-AM,Dengue,2024-02,2025-07-23 15:43
o que é dengue,2,BR-AM,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,2,BR-AM,Dengue,2024-02,2025-07-23 15:43
prevenção da dengue,2,BR-AM,Dengue,2024-02,2025-07-23 15:43
cid dengue,2,BR-AM,Dengue,2024-02,2025-07-23 15:43
vacina contra dengue,1,BR-AM,Dengue,2024-02,2025-07-23 15:43
remedio para dengue,1,BR-AM,Dengue,2024-02,2025-07-23 15:43
dengue virus,1,BR-AM,Dengue,2024-02,2025-07-23 15:43
oropouche,1,BR-AM,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica sintomas,1,BR-AM,Dengue,2024-02,2025-07-23 15:43
em caso de suspeita de dengue não ingerir,0,BR-AM,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue 2024,0,BR-AM,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-AP,Dengue,2024-02,2025-07-23 15:43
dengue sintomas,23,BR-AP,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,10,BR-AP,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,10,BR-AP,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,4,BR-AP,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,3,BR-AP,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-BA,Dengue,2024-02,2025-07-23 15:43
sintomas dengue,23,BR-BA,Dengue,2024-02,2025-07-23 15:43
a dengue,13,BR-BA,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,13,BR-BA,Dengue,2024-02,2025-07-23 15:43
mosquito dengue,9,BR-BA,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,8,BR-BA,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,8,BR-BA,Dengue,2024-02,2025-07-23 15:43
vacina dengue,6,BR-BA,Dengue,2024-02,2025-07-23 15:43
dipirona,4,BR-BA,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,4,BR-BA,Dengue,2024-02,2025-07-23 15:43
dipirona dengue,3,BR-BA,Dengue,2024-02,2025-07-23 15:43
dengue salvador,3,BR-BA,Dengue,2024-02,2025-07-23 15:43
o que é dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
suspeita de dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
dengue bahia,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
paracetamol,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
quais sintomas da dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
dengue pode tomar dipirona,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
paracetamol dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
teste dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
o que e dengue,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-BA,Dengue,2024-02,2025-07-23 15:43
ibuprofeno,1,BR-BA,Dengue,2024-02,2025-07-23 15:43
ibuprofeno dengue,1,BR-BA,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-CE,Dengue,2024-02,2025-07-23 15:43
dengue sintomas,22,BR-CE,Dengue,2024-02,2025-07-23 15:43
a dengue,16,BR-CE,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,11,BR-CE,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,9,BR-CE,Dengue,2024-02,2025-07-23 15:43
vacina dengue,9,BR-CE,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,9,BR-CE,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,4,BR-CE,Dengue,2024-02,2025-07-23 15:43
casos de dengue,2,BR-CE,Dengue,2024-02,2025-07-23 15:43
dengue pode tomar dipirona,2,BR-CE,Dengue,2024-02,2025-07-23 15:43
chikungunya,2,BR-CE,Dengue,2024-02,2025-07-23 15:43
quais sintomas da dengue,2,BR-CE,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,2,BR-CE,Dengue,2024-02,2025-07-23 15:43
o que é a dengue,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
pode tomar dipirona com dengue,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
cid dengue,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
vacina contra dengue,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
virose da mosca,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
remédio para dengue,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue desenho,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
notificação dengue,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
vacina dengue sus,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
dengue da diarreia,1,BR-CE,Dengue,2024-02,2025-07-23 15:43
epidemia de dengue,0,BR-CE,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-DF,Dengue,2024-02,2025-07-23 15:43
sintomas dengue,14,BR-DF,Dengue,2024-02,2025-07-23 15:43
vacina dengue,9,BR-DF,Dengue,2024-02,2025-07-23 15:43
dengue df,8,BR-DF,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,7,BR-DF,Dengue,2024-02,2025-07-23 15:43
mosquito dengue,7,BR-DF,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,6,BR-DF,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,5,BR-DF,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,3,BR-DF,Dengue,2024-02,2025-07-23 15:43
teste dengue,3,BR-DF,Dengue,2024-02,2025-07-23 15:43
vacina dengue df,3,BR-DF,Dengue,2024-02,2025-07-23 15:43
exame dengue,3,BR-DF,Dengue,2024-02,2025-07-23 15:43
plaquetas,3,BR-DF,Dengue,2024-02,2025-07-23 15:43
plaquetas dengue,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
dipirona,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
dipirona dengue,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
dengue brasilia,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
teste de dengue,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
febre,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
repelente dengue,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
coceira dengue,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
covid,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
febre dengue,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
dengue no df,2,BR-DF,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-ES,Dengue,2024-02,2025-07-23 15:43
sintomas dengue,21,BR-ES,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,11,BR-ES,Dengue,2024-02,2025-07-23 15:43
mosquito dengue,8,BR-ES,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,8,BR-ES,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,7,BR-ES,Dengue,2024-02,2025-07-23 15:43
vacina dengue,7,BR-ES,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,3,BR-ES,Dengue,2024-02,2025-07-23 15:43
covid,2,BR-ES,Dengue,2024-02,2025-07-23 15:43
dipirona dengue,2,BR-ES,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-ES,Dengue,2024-02,2025-07-23 15:43
suspeita de dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
exame de dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
pode tomar dipirona com dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
dengue pode tomar dipirona,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
cid dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
remedio para dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
sintomas dengue 2024,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
casos de dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
dengue tratamento,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
sintomas de covid,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
dengue pega,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
teste de dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
sintoma da dengue,1,BR-ES,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-GO,Dengue,2024-02,2025-07-23 15:43
dengue sintomas,15,BR-GO,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,9,BR-GO,Dengue,2024-02,2025-07-23 15:43
mosquito dengue,8,BR-GO,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,7,BR-GO,Dengue,2024-02,2025-07-23 15:43
vacina dengue,6,BR-GO,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,6,BR-GO,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,3,BR-GO,Dengue,2024-02,2025-07-23 15:43
exame dengue,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
dipirona dengue,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
o que é dengue,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
teste dengue,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
plaquetas dengue,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
exame de dengue,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
paracetamol,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
dengue pode tomar dipirona,2,BR-GO,Dengue,2024-02,2025-07-23 15:43
paracetamol dengue,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
quais sintomas da dengue,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
dengue cid,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
covid sintomas,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
coceira dengue,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
diarreia dengue,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
teste de dengue,1,BR-GO,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-MA,Dengue,2024-02,2025-07-23 15:43
dengue sintomas,29,BR-MA,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,17,BR-MA,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,10,BR-MA,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,9,BR-MA,Dengue,2024-02,2025-07-23 15:43
vacina dengue,8,BR-MA,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,4,BR-MA,Dengue,2024-02,2025-07-23 15:43
o que é dengue,3,BR-MA,Dengue,2024-02,2025-07-23 15:43
quais sintomas da dengue,2,BR-MA,Dengue,2024-02,2025-07-23 15:43
quais os sintomas da dengue,2,BR-MA,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-MA,Dengue,2024-02,2025-07-23 15:43
remedio para dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
dengue pode tomar dipirona,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
manchas de dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
quais são os sintomas da dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
qual os sintomas da dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
teste de dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
vacina contra dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
paracetamol pode tomar com dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
simtomas de dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
remédio pra dengue,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica sintomas,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue hemorrágica,1,BR-MA,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue 2024,0,BR-MA,Dengue,2024-02,2025-07-23 15:43
quais remedios nao pode tomar com dengue,0,BR-MA,Dengue,2024-02,2025-07-23 15:43
dengue,100,BR-MG,Dengue,2024-02,2025-07-23 15:43
sintomas dengue,19,BR-MG,Dengue,2024-02,2025-07-23 15:43
sintomas de dengue,9,BR-MG,Dengue,2024-02,2025-07-23 15:43
mosquito dengue,7,BR-MG,Dengue,2024-02,2025-07-23 15:43
mosquito da dengue,7,BR-MG,Dengue,2024-02,2025-07-23 15:43
sintomas da dengue,6,BR-MG,Dengue,2024-02,2025-07-23 15:43
vacina dengue,5,BR-MG,Dengue,2024-02,2025-07-23 15:43
teste dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
dipirona,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
dengue 2024,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
dipirona dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
coceira dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
febre,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
chikungunya,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
exame dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
o que é dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
dengue hemorrágica,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
remedio dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
repelente dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
vacina da dengue,2,BR-MG,Dengue,2024-02,2025-07-23 15:43
