topSearches,value,geo,keyword,time,sys_time
sintomas de dengue,100,BR-AC,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-AL,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,36,BR-AL,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,16,BR-AL,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,12,BR-AL,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,11,BR-AL,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-AM,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,27,BR-AM,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,16,BR-AM,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,10,BR-AM,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,10,BR-AM,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,7,BR-AM,Dengue,2023-06,2025-07-23 15:22
existe vacina para dengue,5,BR-AM,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-AP,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,25,BR-AP,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,28,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,15,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,10,BR-BA,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,8,BR-BA,Dengue,2023-06,2025-07-23 15:22
chikungunya,8,BR-BA,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,6,BR-BA,Dengue,2023-06,2025-07-23 15:22
o que é dengue,4,BR-BA,Dengue,2023-06,2025-07-23 15:22
chikungunya sintomas,3,BR-BA,Dengue,2023-06,2025-07-23 15:22
quais sintomas da dengue,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
cid dengue,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
dengue pode tomar dipirona,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
zika sintomas,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica sintomas,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,2,BR-BA,Dengue,2023-06,2025-07-23 15:22
remedio para dengue,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas de chikungunya,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas da chikungunya,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas da zika,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
notificação dengue,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
vacina da dengue,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
plaquetas baixas,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
tratamento da dengue,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue hemorrágica,1,BR-BA,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-CE,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,22,BR-CE,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,15,BR-CE,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,10,BR-CE,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,8,BR-CE,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,4,BR-CE,Dengue,2023-06,2025-07-23 15:22
vacina dengue,4,BR-CE,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,3,BR-CE,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica sintomas,2,BR-CE,Dengue,2023-06,2025-07-23 15:22
vacina da dengue,2,BR-CE,Dengue,2023-06,2025-07-23 15:22
febre amarela,1,BR-CE,Dengue,2023-06,2025-07-23 15:22
quais são os sintomas da dengue,1,BR-CE,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-DF,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,23,BR-DF,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,10,BR-DF,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,7,BR-DF,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,7,BR-DF,Dengue,2023-06,2025-07-23 15:22
vacina dengue,5,BR-DF,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-DF,Dengue,2023-06,2025-07-23 15:22
cid dengue,3,BR-DF,Dengue,2023-06,2025-07-23 15:22
vacina da dengue,2,BR-DF,Dengue,2023-06,2025-07-23 15:22
dengue online,2,BR-DF,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-ES,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,29,BR-ES,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,17,BR-ES,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,10,BR-ES,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,5,BR-ES,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-ES,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,2,BR-ES,Dengue,2023-06,2025-07-23 15:22
remedio para dengue,2,BR-ES,Dengue,2023-06,2025-07-23 15:22
pode tomar dipirona com dengue,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
chikungunya,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
sintomas de covid,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
vacina da dengue,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
quais são os sintomas da dengue,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
plaquetas baixas dengue,1,BR-ES,Dengue,2023-06,2025-07-23 15:22
quantos dias dura a dengue,0,BR-ES,Dengue,2023-06,2025-07-23 15:22
quanto tempo dura a dengue,0,BR-ES,Dengue,2023-06,2025-07-23 15:22
agente etiológico da dengue,0,BR-ES,Dengue,2023-06,2025-07-23 15:22
dengue é contagioso,0,BR-ES,Dengue,2023-06,2025-07-23 15:22
tratamentos para dengue,0,BR-ES,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-GO,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,27,BR-GO,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,15,BR-GO,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,9,BR-GO,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,8,BR-GO,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,4,BR-GO,Dengue,2023-06,2025-07-23 15:22
vacina dengue,4,BR-GO,Dengue,2023-06,2025-07-23 15:22
cid dengue,4,BR-GO,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,3,BR-GO,Dengue,2023-06,2025-07-23 15:22
chikungunya,3,BR-GO,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica sintomas,2,BR-GO,Dengue,2023-06,2025-07-23 15:22
exame de dengue,2,BR-GO,Dengue,2023-06,2025-07-23 15:22
vacina da dengue,2,BR-GO,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,2,BR-GO,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue hemorrágica,1,BR-GO,Dengue,2023-06,2025-07-23 15:22
dengue da dor de garganta,0,BR-GO,Dengue,2023-06,2025-07-23 15:22
quais são os sintomas da dengue,0,BR-GO,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-MA,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,27,BR-MA,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,14,BR-MA,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,13,BR-MA,Dengue,2023-06,2025-07-23 15:22
chikungunya,10,BR-MA,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,9,BR-MA,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,6,BR-MA,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,2,BR-MA,Dengue,2023-06,2025-07-23 15:22
sintomas de chikungunya,2,BR-MA,Dengue,2023-06,2025-07-23 15:22
tratamento da dengue,2,BR-MA,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-MG,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,24,BR-MG,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,15,BR-MG,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,8,BR-MG,Dengue,2023-06,2025-07-23 15:22
mosquito dengue,6,BR-MG,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,5,BR-MG,Dengue,2023-06,2025-07-23 15:22
chikungunya,5,BR-MG,Dengue,2023-06,2025-07-23 15:22
dengue chikungunya,5,BR-MG,Dengue,2023-06,2025-07-23 15:22
o que é dengue,3,BR-MG,Dengue,2023-06,2025-07-23 15:22
o que e dengue,3,BR-MG,Dengue,2023-06,2025-07-23 15:22
exame dengue,3,BR-MG,Dengue,2023-06,2025-07-23 15:22
vacina dengue,3,BR-MG,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-MG,Dengue,2023-06,2025-07-23 15:22
chikungunya sintomas,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
dengue e chikungunya,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
exame de dengue,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
dipirona,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
zika,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
covid,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
cid dengue,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
gripe,2,BR-MG,Dengue,2023-06,2025-07-23 15:22
sintomas de chikungunya,1,BR-MG,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica sintomas,1,BR-MG,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-MS,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,26,BR-MS,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,14,BR-MS,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,10,BR-MS,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,5,BR-MS,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,4,BR-MS,Dengue,2023-06,2025-07-23 15:22
dengue online,1,BR-MS,Dengue,2023-06,2025-07-23 15:22
quais são os sintomas da dengue,1,BR-MS,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue hemorrágica,1,BR-MS,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-MT,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,24,BR-MT,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,13,BR-MT,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,7,BR-MT,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,5,BR-MT,Dengue,2023-06,2025-07-23 15:22
cid dengue,3,BR-MT,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-MT,Dengue,2023-06,2025-07-23 15:22
notificação dengue,2,BR-MT,Dengue,2023-06,2025-07-23 15:22
remedio para dengue,2,BR-MT,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,2,BR-MT,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-PA,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,27,BR-PA,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,14,BR-PA,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,10,BR-PA,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,8,BR-PA,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,5,BR-PA,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,4,BR-PA,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-PA,Dengue,2023-06,2025-07-23 15:22
esquistossomose,3,BR-PA,Dengue,2023-06,2025-07-23 15:22
leptospirose,2,BR-PA,Dengue,2023-06,2025-07-23 15:22
quais são os sintomas da dengue,1,BR-PA,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-PB,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,22,BR-PB,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,15,BR-PB,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,15,BR-PB,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,9,BR-PB,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,9,BR-PB,Dengue,2023-06,2025-07-23 15:22
prevenção da dengue,2,BR-PB,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-PE,Dengue,2023-06,2025-07-23 15:22
sintomas dengue,30,BR-PE,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,16,BR-PE,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,12,BR-PE,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,10,BR-PE,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,4,BR-PE,Dengue,2023-06,2025-07-23 15:22
chikungunya,4,BR-PE,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,4,BR-PE,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-PE,Dengue,2023-06,2025-07-23 15:22
vacina dengue,3,BR-PE,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-PI,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,28,BR-PI,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,12,BR-PI,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,11,BR-PI,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,9,BR-PI,Dengue,2023-06,2025-07-23 15:22
remedio para dengue,1,BR-PI,Dengue,2023-06,2025-07-23 15:22
dengue,100,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue sintomas,27,BR-PR,Dengue,2023-06,2025-07-23 15:22
sintomas de dengue,13,BR-PR,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue,9,BR-PR,Dengue,2023-06,2025-07-23 15:22
mosquito da dengue,6,BR-PR,Dengue,2023-06,2025-07-23 15:22
vacina dengue,4,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue hemorrágica,3,BR-PR,Dengue,2023-06,2025-07-23 15:22
exame dengue,3,BR-PR,Dengue,2023-06,2025-07-23 15:22
quais sintomas da dengue,2,BR-PR,Dengue,2023-06,2025-07-23 15:22
quais os sintomas da dengue,2,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue tratamento,2,BR-PR,Dengue,2023-06,2025-07-23 15:22
exame de dengue,2,BR-PR,Dengue,2023-06,2025-07-23 15:22
vacina da dengue,2,BR-PR,Dengue,2023-06,2025-07-23 15:22
chikungunya,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
cid dengue,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
manchas de dengue,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue parana,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
remedio para dengue,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
sintomas covid,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
sintomas da dengue no corpo,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue pode tomar dipirona,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue passa,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
sintomas de covid,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
pode tomar dipirona com dengue,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
dengue hemorragica,1,BR-PR,Dengue,2023-06,2025-07-23 15:22
