topSearches,value,geo,keyword,time,sys_time
,,BR-AC,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-AL,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,31,BR-AL,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,17,BR-AL,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,10,BR-AL,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-AM,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,5,BR-AM,Dengue,2021-10,2025-07-23 14:24
,,BR-AP,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-BA,Dengue,2021-10,2025-07-23 14:24
mosquito da dengue,16,BR-BA,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,14,BR-BA,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,7,BR-BA,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,6,BR-BA,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-CE,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,27,BR-CE,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,12,BR-CE,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,8,BR-CE,Dengue,2021-10,2025-07-23 14:24
quais os sintomas da dengue,3,BR-CE,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-DF,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,25,BR-DF,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,11,BR-DF,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,9,BR-DF,Dengue,2021-10,2025-07-23 14:24
sintomas covid,3,BR-DF,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-ES,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,11,BR-ES,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,4,BR-ES,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-GO,Dengue,2021-10,2025-07-23 14:24
sintomas dengue,22,BR-GO,Dengue,2021-10,2025-07-23 14:24
mosquito da dengue,10,BR-GO,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,9,BR-GO,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,8,BR-GO,Dengue,2021-10,2025-07-23 14:24
cid dengue,3,BR-GO,Dengue,2021-10,2025-07-23 14:24
sintomas covid,3,BR-GO,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,100,BR-MA,Dengue,2021-10,2025-07-23 14:24
dengue,100,BR-MG,Dengue,2021-10,2025-07-23 14:24
dengue sintomas,23,BR-MG,Dengue,2021-10,2025-07-23 14:24
mosquito da dengue,13,BR-MG,Dengue,2021-10,2025-07-23 14:24
sintomas de dengue,9,BR-MG,Dengue,2021-10,2025-07-23 14:24
sintomas da dengue,8,BR-MG,Dengue,2021-10,2025-07-23 14:24
sintomas covid,2,BR-MG,Dengue,2021-10,2025-07-23 14:24
