topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-AL,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,14,BR-AL,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,8,BR-AL,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-AM,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,10,BR-AM,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-AP,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,7,BR-AP,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-BA,Dengue,2025-03,2025-07-30 15:46
sintomas dengue,18,BR-BA,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,10,BR-BA,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,9,BR-BA,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,6,BR-BA,Dengue,2025-03,2025-07-30 15:46
dengue hemorrágica,2,BR-BA,Dengue,2025-03,2025-07-30 15:46
vacina da dengue,2,BR-BA,Dengue,2025-03,2025-07-30 15:46
quais os sintomas da dengue,2,BR-BA,Dengue,2025-03,2025-07-30 15:46
cid dengue,2,BR-BA,Dengue,2025-03,2025-07-30 15:46
notificação dengue,1,BR-BA,Dengue,2025-03,2025-07-30 15:46
como prevenir a dengue,0,BR-BA,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-CE,Dengue,2025-03,2025-07-30 15:46
dengue sintomas,16,BR-CE,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,14,BR-CE,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,7,BR-CE,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,7,BR-CE,Dengue,2025-03,2025-07-30 15:46
o que é dengue,5,BR-CE,Dengue,2025-03,2025-07-30 15:46
vacina da dengue,2,BR-CE,Dengue,2025-03,2025-07-30 15:46
pode tomar paracetamol com dengue,1,BR-CE,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-DF,Dengue,2025-03,2025-07-30 15:46
sintomas dengue,18,BR-DF,Dengue,2025-03,2025-07-30 15:46
vacina dengue,9,BR-DF,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,9,BR-DF,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,7,BR-DF,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,7,BR-DF,Dengue,2025-03,2025-07-30 15:46
cid dengue,3,BR-DF,Dengue,2025-03,2025-07-30 15:46
vacina dengue df,2,BR-DF,Dengue,2025-03,2025-07-30 15:46
pode tomar dipirona com dengue,1,BR-DF,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-ES,Dengue,2025-03,2025-07-30 15:46
dengue sintomas,19,BR-ES,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,14,BR-ES,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,10,BR-ES,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,8,BR-ES,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-GO,Dengue,2025-03,2025-07-30 15:46
dengue sintomas,17,BR-GO,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,9,BR-GO,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,8,BR-GO,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,6,BR-GO,Dengue,2025-03,2025-07-30 15:46
cid dengue,3,BR-GO,Dengue,2025-03,2025-07-30 15:46
vacina da dengue,3,BR-GO,Dengue,2025-03,2025-07-30 15:46
dengue pode tomar dipirona,2,BR-GO,Dengue,2025-03,2025-07-30 15:46
dengue hemorrágica,2,BR-GO,Dengue,2025-03,2025-07-30 15:46
quais os sintomas da dengue,1,BR-GO,Dengue,2025-03,2025-07-30 15:46
dengue pode tomar paracetamol,1,BR-GO,Dengue,2025-03,2025-07-30 15:46
notificação dengue,1,BR-GO,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue leve,0,BR-GO,Dengue,2025-03,2025-07-30 15:46
quais são os sintomas da dengue,0,BR-GO,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-MA,Dengue,2025-03,2025-07-30 15:46
dengue sintomas,17,BR-MA,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,11,BR-MA,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,8,BR-MA,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,8,BR-MA,Dengue,2025-03,2025-07-30 15:46
quais os sintomas da dengue,2,BR-MA,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-MG,Dengue,2025-03,2025-07-30 15:46
sintomas dengue,14,BR-MG,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,8,BR-MG,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,7,BR-MG,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,5,BR-MG,Dengue,2025-03,2025-07-30 15:46
vacina dengue,4,BR-MG,Dengue,2025-03,2025-07-30 15:46
o que é dengue,3,BR-MG,Dengue,2025-03,2025-07-30 15:46
dipirona dengue,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
dengue 2025,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
exame de dengue,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
vacina da dengue,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
teste de dengue,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
cid dengue,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
chikungunya,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
dengue pode tomar dipirona,2,BR-MG,Dengue,2025-03,2025-07-30 15:46
dengue hemorrágica,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
o que é a dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
vacina de dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
notificação dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
dengue da febre,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
dengue c,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
quais os sintomas da dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
dipirona pode tomar com dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
atividades dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
sintoma de dengue,1,BR-MG,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-MS,Dengue,2025-03,2025-07-30 15:46
sintomas dengue,18,BR-MS,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,10,BR-MS,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,6,BR-MS,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,6,BR-MS,Dengue,2025-03,2025-07-30 15:46
cid dengue,4,BR-MS,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-MT,Dengue,2025-03,2025-07-30 15:46
sintomas dengue,18,BR-MT,Dengue,2025-03,2025-07-30 15:46
chikungunya,15,BR-MT,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,8,BR-MT,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,7,BR-MT,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,6,BR-MT,Dengue,2025-03,2025-07-30 15:46
chikungunya sintomas,5,BR-MT,Dengue,2025-03,2025-07-30 15:46
sinan dengue,2,BR-MT,Dengue,2025-03,2025-07-30 15:46
dengue hemorrágica,2,BR-MT,Dengue,2025-03,2025-07-30 15:46
notificação dengue,2,BR-MT,Dengue,2025-03,2025-07-30 15:46
sintomas da chikungunya,2,BR-MT,Dengue,2025-03,2025-07-30 15:46
zika sintomas,2,BR-MT,Dengue,2025-03,2025-07-30 15:46
sintomas de chikungunya,1,BR-MT,Dengue,2025-03,2025-07-30 15:46
dengue online,1,BR-MT,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-PA,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,11,BR-PA,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,8,BR-PA,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,7,BR-PA,Dengue,2025-03,2025-07-30 15:46
dengue hemorrágica,4,BR-PA,Dengue,2025-03,2025-07-30 15:46
quais os sintomas da dengue,3,BR-PA,Dengue,2025-03,2025-07-30 15:46
dengue cid,2,BR-PA,Dengue,2025-03,2025-07-30 15:46
dengue hemorragica,1,BR-PA,Dengue,2025-03,2025-07-30 15:46
teste rapido dengue,1,BR-PA,Dengue,2025-03,2025-07-30 15:46
quais são os sintomas da dengue,1,BR-PA,Dengue,2025-03,2025-07-30 15:46
dengue,100,BR-PB,Dengue,2025-03,2025-07-30 15:46
dengue sintomas,14,BR-PB,Dengue,2025-03,2025-07-30 15:46
mosquito da dengue,10,BR-PB,Dengue,2025-03,2025-07-30 15:46
sintomas da dengue,7,BR-PB,Dengue,2025-03,2025-07-30 15:46
sintomas de dengue,5,BR-PB,Dengue,2025-03,2025-07-30 15:46
