topSearches,value,geo,keyword,time,sys_time
sintomas de dengue,100,BR-AC,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-AL,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,24,BR-AL,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,15,BR-AL,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,10,BR-AL,Dengue,2022-12,2025-07-23 15:05
dengue hemorrágica,5,BR-AL,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-AM,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,23,BR-AM,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,11,BR-AM,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,7,BR-AM,Dengue,2022-12,2025-07-23 15:05
,,BR-AP,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-BA,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,32,BR-BA,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,14,BR-BA,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,14,BR-BA,Dengue,2022-12,2025-07-23 15:05
mosquito da dengue,9,BR-BA,Dengue,2022-12,2025-07-23 15:05
chikungunya,6,BR-BA,Dengue,2022-12,2025-07-23 15:05
dengue hemorrágica,4,BR-BA,Dengue,2022-12,2025-07-23 15:05
remedio para dengue,1,BR-BA,Dengue,2022-12,2025-07-23 15:05
quais os sintomas da dengue,1,BR-BA,Dengue,2022-12,2025-07-23 15:05
dengue tratamento,1,BR-BA,Dengue,2022-12,2025-07-23 15:05
sintomas do covid,1,BR-BA,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-CE,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,32,BR-CE,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,17,BR-CE,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,12,BR-CE,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-DF,Dengue,2022-12,2025-07-23 15:05
sintomas dengue,33,BR-DF,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,16,BR-DF,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,11,BR-DF,Dengue,2022-12,2025-07-23 15:05
mosquito da dengue,6,BR-DF,Dengue,2022-12,2025-07-23 15:05
sintomas covid,5,BR-DF,Dengue,2022-12,2025-07-23 15:05
vacina dengue,3,BR-DF,Dengue,2022-12,2025-07-23 15:05
dengue pode tomar dipirona,3,BR-DF,Dengue,2022-12,2025-07-23 15:05
cid dengue,2,BR-DF,Dengue,2022-12,2025-07-23 15:05
teste de dengue,2,BR-DF,Dengue,2022-12,2025-07-23 15:05
dengue hemorrágica,2,BR-DF,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-ES,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,38,BR-ES,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,19,BR-ES,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,13,BR-ES,Dengue,2022-12,2025-07-23 15:05
sintomas de covid,3,BR-ES,Dengue,2022-12,2025-07-23 15:05
cid dengue,2,BR-ES,Dengue,2022-12,2025-07-23 15:05
quais os sintomas da dengue,1,BR-ES,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-GO,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,37,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,18,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,16,BR-GO,Dengue,2022-12,2025-07-23 15:05
mosquito da dengue,7,BR-GO,Dengue,2022-12,2025-07-23 15:05
covid sintomas,6,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas da covid,4,BR-GO,Dengue,2022-12,2025-07-23 15:05
cid dengue,3,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas de covid,2,BR-GO,Dengue,2022-12,2025-07-23 15:05
exame de dengue,2,BR-GO,Dengue,2022-12,2025-07-23 15:05
quais os sintomas da dengue,2,BR-GO,Dengue,2022-12,2025-07-23 15:05
remedio para dengue,2,BR-GO,Dengue,2022-12,2025-07-23 15:05
dengue hemorrágica,2,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue hemorrágica,1,BR-GO,Dengue,2022-12,2025-07-23 15:05
dengue em bebe,1,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas do covid,1,BR-GO,Dengue,2022-12,2025-07-23 15:05
dengue da dor de garganta,1,BR-GO,Dengue,2022-12,2025-07-23 15:05
quais são os sintomas da dengue,1,BR-GO,Dengue,2022-12,2025-07-23 15:05
qual remedio para dengue,0,BR-GO,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue no inicio,0,BR-GO,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-MA,Dengue,2022-12,2025-07-23 15:05
dengue sintomas,27,BR-MA,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,13,BR-MA,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,11,BR-MA,Dengue,2022-12,2025-07-23 15:05
quais os sintomas da dengue,6,BR-MA,Dengue,2022-12,2025-07-23 15:05
dengue,100,BR-MG,Dengue,2022-12,2025-07-23 15:05
sintomas dengue,37,BR-MG,Dengue,2022-12,2025-07-23 15:05
sintomas de dengue,19,BR-MG,Dengue,2022-12,2025-07-23 15:05
sintomas da dengue,11,BR-MG,Dengue,2022-12,2025-07-23 15:05
