topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2022-03,2025-07-23 14:38
dengue,100,BR-AL,Dengue,2022-03,2025-07-23 14:38
dengue sintomas,32,BR-AL,Dengue,2022-03,2025-07-23 14:38
sintomas da dengue,13,BR-AL,Dengue,2022-03,2025-07-23 14:38
mosquito da dengue,12,BR-AL,Dengue,2022-03,2025-07-23 14:38
sintomas de dengue,10,BR-AL,Dengue,2022-03,2025-07-23 14:38
cid dengue,3,BR-AL,Dengue,2022-03,2025-07-23 14:38
transmissão da dengue,3,BR-AL,Dengue,2022-03,2025-07-23 14:38
dengue,100,BR-AM,Dengue,2022-03,2025-07-23 14:38
dengue sintomas,20,BR-AM,Dengue,2022-03,2025-07-23 14:38
mosquito da dengue,13,BR-AM,Dengue,2022-03,2025-07-23 14:38
sintomas da dengue,10,BR-AM,Dengue,2022-03,2025-07-23 14:38
,,BR-AP,Dengue,2022-03,2025-07-23 14:38
dengue,100,BR-BA,Dengue,2022-03,2025-07-23 14:38
dengue sintomas,27,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintomas da dengue,14,BR-BA,Dengue,2022-03,2025-07-23 14:38
chikungunya,11,BR-BA,Dengue,2022-03,2025-07-23 14:38
mosquito da dengue,10,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintomas de dengue,10,BR-BA,Dengue,2022-03,2025-07-23 14:38
chikungunya sintomas,5,BR-BA,Dengue,2022-03,2025-07-23 14:38
dengue zika e chikungunya,4,BR-BA,Dengue,2022-03,2025-07-23 14:38
dengue tratamento,3,BR-BA,Dengue,2022-03,2025-07-23 14:38
dengue hemorrágica,3,BR-BA,Dengue,2022-03,2025-07-23 14:38
febre amarela,3,BR-BA,Dengue,2022-03,2025-07-23 14:38
quais os sintomas da dengue,3,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintomas da chikungunya,2,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintomas de chikungunya,2,BR-BA,Dengue,2022-03,2025-07-23 14:38
transmissão da dengue,2,BR-BA,Dengue,2022-03,2025-07-23 14:38
tratamento da dengue,2,BR-BA,Dengue,2022-03,2025-07-23 14:38
prevenção da dengue,2,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintomas da zika,2,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintoma da dengue,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
cid dengue,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
quais são os sintomas da dengue,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
remedio para dengue,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
sintomas de zika,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
sarampo,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
catapora,1,BR-BA,Dengue,2022-03,2025-07-23 14:38
dengue,100,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas dengue,28,BR-CE,Dengue,2022-03,2025-07-23 14:38
chikungunya,14,BR-CE,Dengue,2022-03,2025-07-23 14:38
mosquito da dengue,13,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas da dengue,13,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas de dengue,10,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas chikungunya,6,BR-CE,Dengue,2022-03,2025-07-23 14:38
dengue zika e chikungunya,4,BR-CE,Dengue,2022-03,2025-07-23 14:38
dengue tratamento,3,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas zika,3,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas da chikungunya,3,BR-CE,Dengue,2022-03,2025-07-23 14:38
dengue hemorrágica,3,BR-CE,Dengue,2022-03,2025-07-23 14:38
quais sintomas da dengue,2,BR-CE,Dengue,2022-03,2025-07-23 14:38
quais os sintomas da dengue,2,BR-CE,Dengue,2022-03,2025-07-23 14:38
dengue prevenção,2,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas de chikungunya,2,BR-CE,Dengue,2022-03,2025-07-23 14:38
sintomas da zika,2,BR-CE,Dengue,2022-03,2025-07-23 14:38
aedes aegypti,2,BR-CE,Dengue,2022-03,2025-07-23 14:38
dengue transmissão,1,BR-CE,Dengue,2022-03,2025-07-23 14:38
tratamento da dengue,1,BR-CE,Dengue,2022-03,2025-07-23 14:38
gripe,1,BR-CE,Dengue,2022-03,2025-07-23 14:38
dengue hemorrágica sintomas,1,BR-CE,Dengue,2022-03,2025-07-23 14:38
