topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-AL,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,13,BR-AL,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,10,BR-AL,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,9,BR-AL,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-AM,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,3,BR-AM,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-AP,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-BA,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,21,BR-BA,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,13,BR-BA,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,8,BR-BA,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,6,BR-BA,Dengue,2025-06,2025-07-30 15:12
vacina da dengue,3,BR-BA,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,2,BR-BA,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-CE,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,18,BR-CE,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,10,BR-CE,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,8,BR-CE,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,8,BR-CE,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,2,BR-CE,Dengue,2025-06,2025-07-30 15:12
tipos de dengue,1,BR-CE,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-DF,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,20,BR-DF,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,9,BR-DF,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,6,BR-DF,Dengue,2025-06,2025-07-30 15:12
cid dengue,3,BR-DF,Dengue,2025-06,2025-07-30 15:12
dipirona dengue,2,BR-DF,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-ES,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,10,BR-ES,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,9,BR-ES,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,8,BR-ES,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,6,BR-ES,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-GO,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,14,BR-GO,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,8,BR-GO,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,5,BR-GO,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,4,BR-GO,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-GO,Dengue,2025-06,2025-07-30 15:12
pode tomar dipirona com dengue,1,BR-GO,Dengue,2025-06,2025-07-30 15:12
notificação dengue,1,BR-GO,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-MA,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,11,BR-MA,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,11,BR-MA,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,8,BR-MA,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,5,BR-MA,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,17,BR-MG,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,10,BR-MG,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,6,BR-MG,Dengue,2025-06,2025-07-30 15:12
vacina dengue,6,BR-MG,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,6,BR-MG,Dengue,2025-06,2025-07-30 15:12
exame de dengue,3,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,2,BR-MG,Dengue,2025-06,2025-07-30 15:12
quais os sintomas da dengue,2,BR-MG,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue pode tomar dipirona,2,BR-MG,Dengue,2025-06,2025-07-30 15:12
notificação dengue,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue online,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue da diarreia,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
sinan dengue,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica sintomas,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
quais são os sintomas da dengue,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue tipo c,1,BR-MG,Dengue,2025-06,2025-07-30 15:12
quantos dias dura a dengue,0,BR-MG,Dengue,2025-06,2025-07-30 15:12
ficha de notificação dengue,0,BR-MG,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-MS,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,16,BR-MS,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,10,BR-MS,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-MT,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,10,BR-MT,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,9,BR-MT,Dengue,2025-06,2025-07-30 15:12
notificação dengue,3,BR-MT,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,2,BR-MT,Dengue,2025-06,2025-07-30 15:12
dengue online,2,BR-MT,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-PA,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,6,BR-PA,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-PA,Dengue,2025-06,2025-07-30 15:12
quais são os sintomas da dengue,2,BR-PA,Dengue,2025-06,2025-07-30 15:12
notificação dengue,1,BR-PA,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-PB,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,18,BR-PB,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,9,BR-PB,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,7,BR-PB,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-PE,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,12,BR-PE,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,8,BR-PE,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,4,BR-PE,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,4,BR-PE,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-PI,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,10,BR-PI,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,9,BR-PI,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,9,BR-PI,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-PR,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,17,BR-PR,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,8,BR-PR,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,6,BR-PR,Dengue,2025-06,2025-07-30 15:12
vacina da dengue,5,BR-PR,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,4,BR-PR,Dengue,2025-06,2025-07-30 15:12
teste dengue,4,BR-PR,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,3,BR-PR,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-PR,Dengue,2025-06,2025-07-30 15:12
teste rapido dengue,1,BR-PR,Dengue,2025-06,2025-07-30 15:12
quais são os sintomas da dengue,1,BR-PR,Dengue,2025-06,2025-07-30 15:12
notificação dengue,0,BR-PR,Dengue,2025-06,2025-07-30 15:12
qual remedio nao pode tomar com dengue,0,BR-PR,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-RJ,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,20,BR-RJ,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,11,BR-RJ,Dengue,2025-06,2025-07-30 15:12
vacina dengue,10,BR-RJ,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,6,BR-RJ,Dengue,2025-06,2025-07-30 15:12
vacina da dengue,6,BR-RJ,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,5,BR-RJ,Dengue,2025-06,2025-07-30 15:12
chikungunya,3,BR-RJ,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,3,BR-RJ,Dengue,2025-06,2025-07-30 15:12
dengue pode tomar dipirona,2,BR-RJ,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-RJ,Dengue,2025-06,2025-07-30 15:12
pode tomar dipirona com dengue,1,BR-RJ,Dengue,2025-06,2025-07-30 15:12
de gue,1,BR-RJ,Dengue,2025-06,2025-07-30 15:12
quais os sintomas da dengue,1,BR-RJ,Dengue,2025-06,2025-07-30 15:12
vacina da dengue idade,1,BR-RJ,Dengue,2025-06,2025-07-30 15:12
sintomas de covid,0,BR-RJ,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-RN,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,10,BR-RN,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,9,BR-RN,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,8,BR-RN,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,100,BR-RO,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,81,BR-RO,Dengue,2025-06,2025-07-30 15:12
,,BR-RR,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-RS,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,25,BR-RS,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,12,BR-RS,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,9,BR-RS,Dengue,2025-06,2025-07-30 15:12
vacina dengue,9,BR-RS,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,6,BR-RS,Dengue,2025-06,2025-07-30 15:12
vacina da dengue,5,BR-RS,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,3,BR-RS,Dengue,2025-06,2025-07-30 15:12
sintomas influenza,2,BR-RS,Dengue,2025-06,2025-07-30 15:12
quais os sintomas da dengue,2,BR-RS,Dengue,2025-06,2025-07-30 15:12
vacina dengue porto alegre,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
sintomas dengue adulto,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
sinan dengue,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
dengue é contagioso,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
painel da dengue,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
cid dengue,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
sinan online dengue,1,BR-RS,Dengue,2025-06,2025-07-30 15:12
quais são os sintomas da dengue,0,BR-RS,Dengue,2025-06,2025-07-30 15:12
qual remedio nao pode tomar com dengue,0,BR-RS,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-SC,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,19,BR-SC,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,10,BR-SC,Dengue,2025-06,2025-07-30 15:12
mosquito dengue,9,BR-SC,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,8,BR-SC,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,7,BR-SC,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,4,BR-SC,Dengue,2025-06,2025-07-30 15:12
sintomas influenza,2,BR-SC,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-SC,Dengue,2025-06,2025-07-30 15:12
dengue da diarreia,1,BR-SC,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-SE,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,11,BR-SE,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,10,BR-SE,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR-SP,Dengue,2025-06,2025-07-30 15:12
sintomas dengue,17,BR-SP,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,9,BR-SP,Dengue,2025-06,2025-07-30 15:12
vacina dengue,7,BR-SP,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,6,BR-SP,Dengue,2025-06,2025-07-30 15:12
teste dengue,4,BR-SP,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,4,BR-SP,Dengue,2025-06,2025-07-30 15:12
vacina da dengue,4,BR-SP,Dengue,2025-06,2025-07-30 15:12
febre,3,BR-SP,Dengue,2025-06,2025-07-30 15:12
teste de dengue,2,BR-SP,Dengue,2025-06,2025-07-30 15:12
dipirona dengue,2,BR-SP,Dengue,2025-06,2025-07-30 15:12
exame de dengue,2,BR-SP,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR-SP,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
dengue pode tomar dipirona,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
quais sintomas da dengue,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
influenza,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
dengue tratamento,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
paracetamol dengue,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
dengue da coceira,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
quais os sintomas da dengue,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
vacina para dengue,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
chikungunya,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
dipirona pode tomar com dengue,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
remédio para dengue,1,BR-SP,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,100,BR-TO,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,68,BR-TO,Dengue,2025-06,2025-07-30 15:12
dengue,100,BR,Dengue,2025-06,2025-07-30 15:12
dengue sintomas,17,BR,Dengue,2025-06,2025-07-30 15:12
sintomas,16,BR,Dengue,2025-06,2025-07-30 15:12
sintomas de dengue,8,BR,Dengue,2025-06,2025-07-30 15:12
mosquito dengue,6,BR,Dengue,2025-06,2025-07-30 15:12
vacina dengue,5,BR,Dengue,2025-06,2025-07-30 15:12
sintomas da dengue,5,BR,Dengue,2025-06,2025-07-30 15:12
mosquito da dengue,5,BR,Dengue,2025-06,2025-07-30 15:12
febre,3,BR,Dengue,2025-06,2025-07-30 15:12
vacina da dengue,3,BR,Dengue,2025-06,2025-07-30 15:12
teste dengue,3,BR,Dengue,2025-06,2025-07-30 15:12
o que é dengue,3,BR,Dengue,2025-06,2025-07-30 15:12
exame dengue,3,BR,Dengue,2025-06,2025-07-30 15:12
dipirona,2,BR,Dengue,2025-06,2025-07-30 15:12
dipirona dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
dengue hemorrágica,2,BR,Dengue,2025-06,2025-07-30 15:12
exame de dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
gripe,2,BR,Dengue,2025-06,2025-07-30 15:12
chikungunya,2,BR,Dengue,2025-06,2025-07-30 15:12
teste de dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
plaquetas,2,BR,Dengue,2025-06,2025-07-30 15:12
cid dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
plaquetas dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
o que é a dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
manchas dengue,2,BR,Dengue,2025-06,2025-07-30 15:12
,,BR-AC,Chikungunya,2025-06,2025-07-30 15:12
chikungunya,100,BR-AL,Chikungunya,2025-06,2025-07-30 15:12
chikungunya,100,BR-AM,Chikungunya,2025-06,2025-07-30 15:12
