risingSearches,keyword,value,unknown,geo,time,sys_time
sintomas da dengue,/m/09wsg,0.6,FALSE,BR-AC,2023-03,2025-07-31 14:30
quais os sintomas da dengue,/m/09wsg,4006.5,TRUE,BR-AL,2023-03,2025-07-31 14:30
sintomas da dengue,/m/09wsg,0.9,FALSE,BR-AL,2023-03,2025-07-31 14:30
dengue hemorrágica,/m/09wsg,1.4,FALSE,BR-AM,2023-03,2025-07-31 14:30
,/m/09wsg,,,BR-AP,2023-03,2025-07-31 14:30
vacina da dengue,/m/09wsg,981.5,TRUE,BR-BA,2023-03,2025-07-31 14:30
aids,/m/09wsg,434.5,TRUE,BR-BA,2023-03,2025-07-31 14:30
dengue sintomas iniciais,/m/09wsg,364.5,TRUE,BR-BA,2023-03,2025-07-31 14:30
quem tem dengue pode tomar dipirona,/m/09wsg,362.5,TRUE,BR-BA,2023-03,2025-07-31 14:30
tratamento da dengue,/m/09wsg,2.5,FALSE,BR-BA,2023-03,2025-07-31 14:30
vacina dengue,/m/09wsg,2.5,FALSE,BR-BA,2023-03,2025-07-31 14:30
aedes aegypti,/m/09wsg,1.1,FALSE,BR-BA,2023-03,2025-07-31 14:30
virus da dengue,/m/09wsg,1.1,FALSE,BR-BA,2023-03,2025-07-31 14:30
febre amarela,/m/09wsg,1.1,FALSE,BR-BA,2023-03,2025-07-31 14:30
dengue tratamento,/m/09wsg,0.9,FALSE,BR-BA,2023-03,2025-07-31 14:30
quais os sintomas de dengue,/m/09wsg,0.8,FALSE,BR-BA,2023-03,2025-07-31 14:30
dengue hemorrágica,/m/09wsg,0.6,FALSE,BR-BA,2023-03,2025-07-31 14:30
prevenção da dengue,/m/09wsg,0.6,FALSE,BR-BA,2023-03,2025-07-31 14:30
sintomas de dengue hemorrágica,/m/09wsg,0.5,FALSE,BR-BA,2023-03,2025-07-31 14:30
sintomas da virose da mosca,/m/09wsg,1023,TRUE,BR-CE,2023-03,2025-07-31 14:30
vacina contra dengue,/m/09wsg,887.5,TRUE,BR-CE,2023-03,2025-07-31 14:30
pode tomar dipirona com dengue,/m/09wsg,716,TRUE,BR-CE,2023-03,2025-07-31 14:30
sintomas de dengue leve,/m/09wsg,650.5,TRUE,BR-CE,2023-03,2025-07-31 14:30
dengue é transmissivel,/m/09wsg,365,TRUE,BR-CE,2023-03,2025-07-31 14:30
dengue é contagioso,/m/09wsg,363,TRUE,BR-CE,2023-03,2025-07-31 14:30
sintomas da dengue normal,/m/09wsg,224,TRUE,BR-CE,2023-03,2025-07-31 14:30
como se prevenir da dengue,/m/09wsg,180,TRUE,BR-CE,2023-03,2025-07-31 14:30
sintomas de chikungunya,/m/09wsg,2.5,FALSE,BR-CE,2023-03,2025-07-31 14:30
dengue hemorrágica sintomas,/m/09wsg,1.1,FALSE,BR-CE,2023-03,2025-07-31 14:30
vacina dengue,/m/09wsg,1.1,FALSE,BR-CE,2023-03,2025-07-31 14:30
chikungunya sintomas,/m/09wsg,0.6,FALSE,BR-CE,2023-03,2025-07-31 14:30
dengue hemorrágica,/m/09wsg,0.5,FALSE,BR-CE,2023-03,2025-07-31 14:30
quais são os sintomas da dengue,/m/09wsg,1.8,FALSE,BR-DF,2023-03,2025-07-31 14:30
vacina dengue,/m/09wsg,1.7,FALSE,BR-DF,2023-03,2025-07-31 14:30
dengue online,/m/09wsg,0.5,FALSE,BR-DF,2023-03,2025-07-31 14:30
dengue hemorrágica sintomas,/m/09wsg,0.4,FALSE,BR-DF,2023-03,2025-07-31 14:30
quais os sintomas da dengue,/m/09wsg,0.4,FALSE,BR-DF,2023-03,2025-07-31 14:30
como é o mosquito da dengue,/m/09wsg,600.5,TRUE,BR-ES,2023-03,2025-07-31 14:30
prova do laço dengue,/m/09wsg,539.5,TRUE,BR-ES,2023-03,2025-07-31 14:30
mosquito da dengue desenho,/m/09wsg,509,TRUE,BR-ES,2023-03,2025-07-31 14:30
vacina da dengue,/m/09wsg,422,TRUE,BR-ES,2023-03,2025-07-31 14:30
cartaz da dengue,/m/09wsg,300.5,TRUE,BR-ES,2023-03,2025-07-31 14:30
prevenção da dengue,/m/09wsg,285.5,TRUE,BR-ES,2023-03,2025-07-31 14:30
dengue é transmissivel,/m/09wsg,281.5,TRUE,BR-ES,2023-03,2025-07-31 14:30
sintomas da dengue hemorrágica,/m/09wsg,209,TRUE,BR-ES,2023-03,2025-07-31 14:30
principais sintomas da dengue,/m/09wsg,188,TRUE,BR-ES,2023-03,2025-07-31 14:30
