topSearches,value,geo,keyword,time,sys_time
sintomas da dengue,100,BR-AC,Dengue,2024-03,2025-07-23 15:45
sintomas de dengue,98,BR-AC,Dengue,2024-03,2025-07-23 15:45
dengue,100,BR-AL,Dengue,2024-03,2025-07-23 15:45
sintomas dengue,27,BR-AL,Dengue,2024-03,2025-07-23 15:45
a dengue,21,BR-AL,Dengue,2024-03,2025-07-23 15:45
sintomas de dengue,15,BR-AL,Dengue,2024-03,2025-07-23 15:45
mosquito da dengue,14,BR-AL,Dengue,2024-03,2025-07-23 15:45
sintomas da dengue,9,BR-AL,Dengue,2024-03,2025-07-23 15:45
vacina dengue,4,BR-AL,Dengue,2024-03,2025-07-23 15:45
o que e dengue,2,BR-AL,Dengue,2024-03,2025-07-23 15:45
dengue hemorrágica,2,BR-AL,Dengue,2024-03,2025-07-23 15:45
quais os sintomas da dengue,2,BR-AL,Dengue,2024-03,2025-07-23 15:45
vacina da dengue,2,BR-AL,Dengue,2024-03,2025-07-23 15:45
dengue tratamento,2,BR-AL,Dengue,2024-03,2025-07-23 15:45
quais são os sintomas da dengue,1,BR-AL,Dengue,2024-03,2025-07-23 15:45
mosquito da dengue desenho,1,BR-AL,Dengue,2024-03,2025-07-23 15:45
qual remedio nao pode tomar com dengue,0,BR-AL,Dengue,2024-03,2025-07-23 15:45
cartaz sobre a dengue,0,BR-AL,Dengue,2024-03,2025-07-23 15:45
sintomas de covid,0,BR-AL,Dengue,2024-03,2025-07-23 15:45
dengue,100,BR-AM,Dengue,2024-03,2025-07-23 15:45
dengue sintomas,22,BR-AM,Dengue,2024-03,2025-07-23 15:45
sintomas de dengue,11,BR-AM,Dengue,2024-03,2025-07-23 15:45
sintomas da dengue,8,BR-AM,Dengue,2024-03,2025-07-23 15:45
mosquito da dengue,7,BR-AM,Dengue,2024-03,2025-07-23 15:45
vacina dengue,5,BR-AM,Dengue,2024-03,2025-07-23 15:45
vacina da dengue,3,BR-AM,Dengue,2024-03,2025-07-23 15:45
dengue hemorrágica,2,BR-AM,Dengue,2024-03,2025-07-23 15:45
cid dengue,1,BR-AM,Dengue,2024-03,2025-07-23 15:45
quais os sintomas da dengue,1,BR-AM,Dengue,2024-03,2025-07-23 15:45
quais são os sintomas da dengue,1,BR-AM,Dengue,2024-03,2025-07-23 15:45
dengue é contagioso,0,BR-AM,Dengue,2024-03,2025-07-23 15:45
dengue,100,BR-AP,Dengue,2024-03,2025-07-23 15:45
sintomas dengue,21,BR-AP,Dengue,2024-03,2025-07-23 15:45
sintomas da dengue,10,BR-AP,Dengue,2024-03,2025-07-23 15:45
sintomas de dengue,9,BR-AP,Dengue,2024-03,2025-07-23 15:45
mosquito da dengue,6,BR-AP,Dengue,2024-03,2025-07-23 15:45
dengue hemorrágica sintomas,1,BR-AP,Dengue,2024-03,2025-07-23 15:45
dengue,100,BR-BA,Dengue,2024-03,2025-07-23 15:45
dengue sintomas,20,BR-BA,Dengue,2024-03,2025-07-23 15:45
a dengue,19,BR-BA,Dengue,2024-03,2025-07-23 15:45
sintomas de dengue,10,BR-BA,Dengue,2024-03,2025-07-23 15:45
mosquito,10,BR-BA,Dengue,2024-03,2025-07-23 15:45
mosquito dengue,9,BR-BA,Dengue,2024-03,2025-07-23 15:45
mosquito da dengue,9,BR-BA,Dengue,2024-03,2025-07-23 15:45
sintomas da dengue,7,BR-BA,Dengue,2024-03,2025-07-23 15:45
sobre a dengue,5,BR-BA,Dengue,2024-03,2025-07-23 15:45
vacina dengue,3,BR-BA,Dengue,2024-03,2025-07-23 15:45
dipirona,3,BR-BA,Dengue,2024-03,2025-07-23 15:45
dengue o que é,3,BR-BA,Dengue,2024-03,2025-07-23 15:45
dipirona dengue,3,BR-BA,Dengue,2024-03,2025-07-23 15:45
os sintomas da dengue,3,BR-BA,Dengue,2024-03,2025-07-23 15:45
febre,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
vacina da dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
o que e dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
dengue pode tomar dipirona,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
quais sintomas da dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
suspeita de dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
paracetamol,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
paracetamol dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
dengue hemorrágica,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
atividade dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
quais os sintomas da dengue,2,BR-BA,Dengue,2024-03,2025-07-23 15:45
dengue,100,BR-CE,Dengue,2024-03,2025-07-23 15:45
sintomas,23,BR-CE,Dengue,2024-03,2025-07-23 15:45
dengue sintomas,22,BR-CE,Dengue,2024-03,2025-07-23 15:45
a dengue,18,BR-CE,Dengue,2024-03,2025-07-23 15:45
mosquito dengue,13,BR-CE,Dengue,2024-03,2025-07-23 15:45
sintomas de dengue,12,BR-CE,Dengue,2024-03,2025-07-23 15:45
mosquito da dengue,12,BR-CE,Dengue,2024-03,2025-07-23 15:45
sintomas da dengue,9,BR-CE,Dengue,2024-03,2025-07-23 15:45
vacina dengue,4,BR-CE,Dengue,2024-03,2025-07-23 15:45
dipirona dengue,3,BR-CE,Dengue,2024-03,2025-07-23 15:45
o que é dengue,3,BR-CE,Dengue,2024-03,2025-07-23 15:45
vacina da dengue,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
dengue pode tomar dipirona,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
quais sintomas da dengue,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
dengue hemorrágica,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
paracetamol,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
exame dengue,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
dengue no brasil,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
paracetamol dengue,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
quais os sintomas da dengue,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
dengue manchas,2,BR-CE,Dengue,2024-03,2025-07-23 15:45
suspeita de dengue,1,BR-CE,Dengue,2024-03,2025-07-23 15:45
chikungunya,1,BR-CE,Dengue,2024-03,2025-07-23 15:45
pode tomar dipirona com dengue,1,BR-CE,Dengue,2024-03,2025-07-23 15:45
o que é a dengue,1,BR-CE,Dengue,2024-03,2025-07-23 15:45
dengue,100,BR-DF,Dengue,2024-03,2025-07-23 15:46
dengue sintomas,14,BR-DF,Dengue,2024-03,2025-07-23 15:46
a dengue,13,BR-DF,Dengue,2024-03,2025-07-23 15:46
sintomas de dengue,8,BR-DF,Dengue,2024-03,2025-07-23 15:46
dengue df,7,BR-DF,Dengue,2024-03,2025-07-23 15:46
mosquito dengue,6,BR-DF,Dengue,2024-03,2025-07-23 15:46
mosquito da dengue,5,BR-DF,Dengue,2024-03,2025-07-23 15:46
vacina dengue,5,BR-DF,Dengue,2024-03,2025-07-23 15:46
sintomas da dengue,5,BR-DF,Dengue,2024-03,2025-07-23 15:46
teste dengue,4,BR-DF,Dengue,2024-03,2025-07-23 15:46
plaquetas dengue,3,BR-DF,Dengue,2024-03,2025-07-23 15:46
dipirona,3,BR-DF,Dengue,2024-03,2025-07-23 15:46
dipirona dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
exame dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
febre dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
vacina da dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
dengue hemorrágica,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
coceira dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
teste de dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
dengue paracetamol,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
dengue no df,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
vacina dengue df,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
exame de dengue,2,BR-DF,Dengue,2024-03,2025-07-23 15:46
dengue brasilia,1,BR-DF,Dengue,2024-03,2025-07-23 15:46
