topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2022-09,2025-07-23 14:57
dengue,100,BR-AL,Dengue,2022-09,2025-07-23 14:57
dengue sintomas,29,BR-AL,Dengue,2022-09,2025-07-23 14:57
sintomas da dengue,18,BR-AL,Dengue,2022-09,2025-07-23 14:57
chikungunya,13,BR-AL,Dengue,2022-09,2025-07-23 14:57
mosquito da dengue,11,BR-AL,Dengue,2022-09,2025-07-23 14:57
sintomas da chikungunya,6,BR-AL,Dengue,2022-09,2025-07-23 14:57
dengue hemorrágica,5,BR-AL,Dengue,2022-09,2025-07-23 14:57
sintomas da zika,4,BR-AL,Dengue,2022-09,2025-07-23 14:57
dengue,100,BR-AM,Dengue,2022-09,2025-07-23 14:57
dengue sintomas,18,BR-AM,Dengue,2022-09,2025-07-23 14:57
sintomas da dengue,12,BR-AM,Dengue,2022-09,2025-07-23 14:57
,,BR-AP,Dengue,2022-09,2025-07-23 14:57
dengue,100,BR-BA,Dengue,2022-09,2025-07-23 14:57
dengue sintomas,28,BR-BA,Dengue,2022-09,2025-07-23 14:57
sintomas da dengue,14,BR-BA,Dengue,2022-09,2025-07-23 14:57
sintomas de dengue,12,BR-BA,Dengue,2022-09,2025-07-23 14:57
chikungunya,6,BR-BA,Dengue,2022-09,2025-07-23 14:57
dengue hemorrágica,3,BR-BA,Dengue,2022-09,2025-07-23 14:57
prevenção da dengue,2,BR-BA,Dengue,2022-09,2025-07-23 14:57
quais são os sintomas da dengue,2,BR-BA,Dengue,2022-09,2025-07-23 14:57
sintomas do covid,1,BR-BA,Dengue,2022-09,2025-07-23 14:57
dengue,100,BR-CE,Dengue,2022-09,2025-07-23 14:57
dengue sintomas,28,BR-CE,Dengue,2022-09,2025-07-23 14:57
sintomas da dengue,16,BR-CE,Dengue,2022-09,2025-07-23 14:57
sintomas de dengue,10,BR-CE,Dengue,2022-09,2025-07-23 14:57
mosquito da dengue,9,BR-CE,Dengue,2022-09,2025-07-23 14:57
chikungunya,7,BR-CE,Dengue,2022-09,2025-07-23 14:57
dengue hemorrágica,3,BR-CE,Dengue,2022-09,2025-07-23 14:57
dengue tratamento,3,BR-CE,Dengue,2022-09,2025-07-23 14:57
quais os sintomas da dengue,3,BR-CE,Dengue,2022-09,2025-07-23 14:57
