risingSearches,keyword,value,unknown,geo,time,sys_time
,Dengue,,,BR-AC,2023-01,2025-07-31 13:24
,Dengue,,,BR-AL,2023-01,2025-07-31 13:24
sintomas da dengue,Dengue,0.7,FALSE,BR-AM,2023-01,2025-07-31 13:24
sintomas dengue,Dengue,0.5,FALSE,BR-AM,2023-01,2025-07-31 13:24
,Dengue,,,BR-AP,2023-01,2025-07-31 13:24
sintomas da chikungunya,Dengue,2512,TRUE,BR-BA,2023-01,2025-07-31 13:24
quais são os sintomas da dengue,Dengue,728,TRUE,BR-BA,2023-01,2025-07-31 13:24
quanto tempo dura os sintomas da dengue,Dengue,385.5,TRUE,BR-BA,2023-01,2025-07-31 13:24
cid dengue,Dengue,5.5,FALSE,BR-BA,2023-01,2025-07-31 13:24
como é o mosquito da dengue,Dengue,1.1,FALSE,BR-BA,2023-01,2025-07-31 13:24
chikungunya,Dengue,0.7,FALSE,BR-BA,2023-01,2025-07-31 13:24
sintomas chikungunya,Dengue,0.4,FALSE,BR-BA,2023-01,2025-07-31 13:24
,Dengue,,,BR-CE,2023-01,2025-07-31 13:24
chikungunya,Dengue,1.2,FALSE,BR-DF,2023-01,2025-07-31 13:24
quais os sintomas da dengue,Dengue,0.9,FALSE,BR-DF,2023-01,2025-07-31 13:24
cid dengue,Dengue,0.4,FALSE,BR-DF,2023-01,2025-07-31 13:24
dengue hemorrágica sintomas,Dengue,941,TRUE,BR-ES,2023-01,2025-07-31 13:24
quais são os sintomas da dengue,Dengue,510.5,TRUE,BR-ES,2023-01,2025-07-31 13:24
dengue da coçeira no corpo,Dengue,406.5,TRUE,BR-ES,2023-01,2025-07-31 13:24
dengue hemorrágica,Dengue,2,FALSE,BR-ES,2023-01,2025-07-31 13:24
quais são os sintomas da dengue,Dengue,822,TRUE,BR-GO,2023-01,2025-07-31 13:24
cid da dengue,Dengue,271,TRUE,BR-GO,2023-01,2025-07-31 13:24
quais os sintomas da dengue,Dengue,0.8,FALSE,BR-GO,2023-01,2025-07-31 13:24
dengue da diarreia,Dengue,0.4,FALSE,BR-GO,2023-01,2025-07-31 13:24
,Dengue,,,BR-MA,2023-01,2025-07-31 13:24
ficha notificação dengue,Dengue,359.5,TRUE,BR-MG,2023-01,2025-07-31 13:24
ficha de notificação dengue,Dengue,259,TRUE,BR-MG,2023-01,2025-07-31 13:24
diferença entre mosquito da dengue e pernilongo,Dengue,239,TRUE,BR-MG,2023-01,2025-07-31 13:24
dengue hemorrágica tem cura,Dengue,165.5,TRUE,BR-MG,2023-01,2025-07-31 13:24
sintomas da dengue clássica,Dengue,1.1,FALSE,BR-MG,2023-01,2025-07-31 13:24
qual sintomas da dengue,Dengue,0.7,FALSE,BR-MG,2023-01,2025-07-31 13:24
