topSearches,value,geo,keyword,time,sys_time
sintomas da dengue,100,BR-AC,Dengue,2022-10,2025-07-23 15:00
dengue,100,BR-AL,Dengue,2022-10,2025-07-23 15:00
dengue sintomas,24,BR-AL,Dengue,2022-10,2025-07-23 15:00
sintomas da dengue,13,BR-AL,Dengue,2022-10,2025-07-23 15:00
sintomas de dengue,7,BR-AL,Dengue,2022-10,2025-07-23 15:00
sintomas da chikungunya,3,BR-AL,Dengue,2022-10,2025-07-23 15:00
dengue,100,BR-AM,Dengue,2022-10,2025-07-23 15:00
dengue sintomas,18,BR-AM,Dengue,2022-10,2025-07-23 15:00
sintomas de dengue,6,BR-AM,Dengue,2022-10,2025-07-23 15:00
,,BR-AP,Dengue,2022-10,2025-07-23 15:00
dengue,100,BR-BA,Dengue,2022-10,2025-07-23 15:00
dengue sintomas,20,BR-BA,Dengue,2022-10,2025-07-23 15:00
mosquito da dengue,12,BR-BA,Dengue,2022-10,2025-07-23 15:00
sintomas de dengue,10,BR-BA,Dengue,2022-10,2025-07-23 15:00
sintomas da dengue,9,BR-BA,Dengue,2022-10,2025-07-23 15:00
chikungunya,6,BR-BA,Dengue,2022-10,2025-07-23 15:00
chikungunya sintomas,3,BR-BA,Dengue,2022-10,2025-07-23 15:00
zika sintomas,2,BR-BA,Dengue,2022-10,2025-07-23 15:00
quais são os sintomas da dengue,2,BR-BA,Dengue,2022-10,2025-07-23 15:00
quantos dias dura a dengue no corpo,0,BR-BA,Dengue,2022-10,2025-07-23 15:00
dengue,100,BR-CE,Dengue,2022-10,2025-07-23 15:00
sintomas dengue,25,BR-CE,Dengue,2022-10,2025-07-23 15:00
sintomas da dengue,15,BR-CE,Dengue,2022-10,2025-07-23 15:00
sintomas de dengue,9,BR-CE,Dengue,2022-10,2025-07-23 15:00
chikungunya,8,BR-CE,Dengue,2022-10,2025-07-23 15:00
quais os sintomas da dengue,4,BR-CE,Dengue,2022-10,2025-07-23 15:00
dengue hemorrágica,3,BR-CE,Dengue,2022-10,2025-07-23 15:00
sintomas da chikungunya,2,BR-CE,Dengue,2022-10,2025-07-23 15:00
dengue,100,BR-DF,Dengue,2022-10,2025-07-23 15:00
sintomas da dengue,12,BR-DF,Dengue,2022-10,2025-07-23 15:00
sintomas de dengue,9,BR-DF,Dengue,2022-10,2025-07-23 15:00
dengue hemorrágica,3,BR-DF,Dengue,2022-10,2025-07-23 15:00
sinan dengue,1,BR-DF,Dengue,2022-10,2025-07-23 15:00
sintomas covid,1,BR-DF,Dengue,2022-10,2025-07-23 15:00
dengue,100,BR-ES,Dengue,2022-10,2025-07-23 15:00
dengue sintomas,27,BR-ES,Dengue,2022-10,2025-07-23 15:00
