topSearches,value,geo,keyword,time,sys_time
,,BR-AC,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-AL,Dengue,2021-08,2025-07-30 15:37
sintomas dengue,27,BR-AL,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,13,BR-AL,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,10,BR-AL,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,7,BR-AL,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,7,BR-AL,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-AM,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,18,BR-AM,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,11,BR-AM,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,11,BR-AM,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,10,BR-AM,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,4,BR-AM,Dengue,2021-08,2025-07-30 15:37
,,BR-AP,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-BA,Dengue,2021-08,2025-07-30 15:37
sintomas dengue,18,BR-BA,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,17,BR-BA,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,11,BR-BA,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,9,BR-BA,Dengue,2021-08,2025-07-30 15:37
prevenção da dengue,6,BR-BA,Dengue,2021-08,2025-07-30 15:37
sintomas do covid,2,BR-BA,Dengue,2021-08,2025-07-30 15:37
quais os sintomas da dengue,1,BR-BA,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-CE,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,26,BR-CE,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,14,BR-CE,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,8,BR-CE,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,8,BR-CE,Dengue,2021-08,2025-07-30 15:37
dengue tratamento,3,BR-CE,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,3,BR-CE,Dengue,2021-08,2025-07-30 15:37
quais os sintomas da dengue,2,BR-CE,Dengue,2021-08,2025-07-30 15:37
plaquetas baixas dengue,1,BR-CE,Dengue,2021-08,2025-07-30 15:37
cid dengue,1,BR-CE,Dengue,2021-08,2025-07-30 15:37
tratamento da dengue,1,BR-CE,Dengue,2021-08,2025-07-30 15:37
manchas de dengue,1,BR-CE,Dengue,2021-08,2025-07-30 15:37
quanto tempo dura a dengue,0,BR-CE,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-DF,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,23,BR-DF,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,12,BR-DF,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,7,BR-DF,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-ES,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,23,BR-ES,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,11,BR-ES,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,2,BR-ES,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-GO,Dengue,2021-08,2025-07-30 15:37
sintomas dengue,27,BR-GO,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,16,BR-GO,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,10,BR-GO,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,7,BR-GO,Dengue,2021-08,2025-07-30 15:37
sintomas covid,5,BR-GO,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,4,BR-GO,Dengue,2021-08,2025-07-30 15:37
cid dengue,2,BR-GO,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-MA,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,9,BR-MA,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-MG,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,23,BR-MG,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,10,BR-MG,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,8,BR-MG,Dengue,2021-08,2025-07-30 15:37
sintomas covid,4,BR-MG,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,2,BR-MG,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-MS,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,17,BR-MS,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,5,BR-MS,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-MT,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,24,BR-MT,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,13,BR-MT,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,10,BR-MT,Dengue,2021-08,2025-07-30 15:37
sintomas covid,6,BR-MT,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-PA,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,15,BR-PA,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,7,BR-PA,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,4,BR-PA,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-PB,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,21,BR-PB,Dengue,2021-08,2025-07-30 15:37
chikungunya,11,BR-PB,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,10,BR-PB,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,8,BR-PB,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,7,BR-PB,Dengue,2021-08,2025-07-30 15:37
dengue zika e chikungunya,5,BR-PB,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,3,BR-PB,Dengue,2021-08,2025-07-30 15:37
sintomas da chikungunya,3,BR-PB,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,26,BR-PE,Dengue,2021-08,2025-07-30 15:37
chikungunya,14,BR-PE,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,12,BR-PE,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,10,BR-PE,Dengue,2021-08,2025-07-30 15:37
chikungunya sintomas,6,BR-PE,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,6,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue chikungunya e zika,4,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue tratamento,4,BR-PE,Dengue,2021-08,2025-07-30 15:37
sintomas da chikungunya,4,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue hemorrágica,3,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue manchas na pele,2,BR-PE,Dengue,2021-08,2025-07-30 15:37
sintomas de covid,2,BR-PE,Dengue,2021-08,2025-07-30 15:37
tipos de dengue,1,BR-PE,Dengue,2021-08,2025-07-30 15:37
tratamento para dengue,1,BR-PE,Dengue,2021-08,2025-07-30 15:37
pode tomar dipirona com dengue,1,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue é contagiosa,1,BR-PE,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-PI,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,27,BR-PI,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,14,BR-PI,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,11,BR-PI,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-PR,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,20,BR-PR,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,12,BR-PR,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,7,BR-PR,Dengue,2021-08,2025-07-30 15:37
sintomas de dengue,5,BR-PR,Dengue,2021-08,2025-07-30 15:37
sintomas covid,4,BR-PR,Dengue,2021-08,2025-07-30 15:37
vacina da dengue,2,BR-PR,Dengue,2021-08,2025-07-30 15:37
dengue,100,BR-RJ,Dengue,2021-08,2025-07-30 15:37
dengue sintomas,21,BR-RJ,Dengue,2021-08,2025-07-30 15:37
sintomas da dengue,11,BR-RJ,Dengue,2021-08,2025-07-30 15:37
mosquito da dengue,8,BR-RJ,Dengue,2021-08,2025-07-30 15:37
