topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2023-05,2025-07-23 15:19
dengue sintomas,26,BR-AC,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,17,BR-AC,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,3,BR-AC,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-AL,Dengue,2023-05,2025-07-23 15:19
dengue sintomas,30,BR-AL,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,18,BR-AL,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue,14,BR-AL,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,9,BR-AL,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica,4,BR-AL,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-AM,Dengue,2023-05,2025-07-23 15:19
dengue sintomas,29,BR-AM,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,12,BR-AM,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,12,BR-AM,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica,4,BR-AM,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,3,BR-AM,Dengue,2023-05,2025-07-23 15:19
cid dengue,1,BR-AM,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-AP,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,14,BR-AP,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-BA,Dengue,2023-05,2025-07-23 15:19
sintomas dengue,27,BR-BA,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,15,BR-BA,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,10,BR-BA,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue,8,BR-BA,Dengue,2023-05,2025-07-23 15:19
chikungunya,7,BR-BA,Dengue,2023-05,2025-07-23 15:19
o que é dengue,5,BR-BA,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica,4,BR-BA,Dengue,2023-05,2025-07-23 15:19
chikungunya sintomas,3,BR-BA,Dengue,2023-05,2025-07-23 15:19
tratamento dengue,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
o que é a dengue,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
dengue zika e chikungunya,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
sintomas de chikungunya,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
remedio para dengue,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
sintomas da chikungunya,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica sintomas,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
dengue pode tomar dipirona,2,BR-BA,Dengue,2023-05,2025-07-23 15:19
remédio para dengue,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
notificação dengue,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
qual sintomas da dengue,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
exame de dengue,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
febre amarela,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
cid dengue,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
sintoma da dengue,1,BR-BA,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-CE,Dengue,2023-05,2025-07-23 15:19
sintomas dengue,27,BR-CE,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,14,BR-CE,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue,11,BR-CE,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,10,BR-CE,Dengue,2023-05,2025-07-23 15:19
chikungunya,5,BR-CE,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica,4,BR-CE,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,3,BR-CE,Dengue,2023-05,2025-07-23 15:19
chikungunya sintomas,3,BR-CE,Dengue,2023-05,2025-07-23 15:19
zika sintomas,3,BR-CE,Dengue,2023-05,2025-07-23 15:19
tratamento dengue,2,BR-CE,Dengue,2023-05,2025-07-23 15:19
cid dengue,1,BR-CE,Dengue,2023-05,2025-07-23 15:19
pode tomar dipirona com dengue,1,BR-CE,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue desenho,1,BR-CE,Dengue,2023-05,2025-07-23 15:19
sintomas de pneumonia,1,BR-CE,Dengue,2023-05,2025-07-23 15:19
quais são os sintomas da dengue,0,BR-CE,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-DF,Dengue,2023-05,2025-07-23 15:19
dengue sintomas,28,BR-DF,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,15,BR-DF,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,9,BR-DF,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue,6,BR-DF,Dengue,2023-05,2025-07-23 15:19
cid dengue,3,BR-DF,Dengue,2023-05,2025-07-23 15:19
vacina dengue,3,BR-DF,Dengue,2023-05,2025-07-23 15:19
chikungunya,3,BR-DF,Dengue,2023-05,2025-07-23 15:19
paracetamol dengue,2,BR-DF,Dengue,2023-05,2025-07-23 15:19
cid de dengue,2,BR-DF,Dengue,2023-05,2025-07-23 15:19
vacina da dengue,1,BR-DF,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,1,BR-DF,Dengue,2023-05,2025-07-23 15:19
dengue pode tomar dipirona,1,BR-DF,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue hemorrágica,1,BR-DF,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-ES,Dengue,2023-05,2025-07-23 15:19
sintomas dengue,33,BR-ES,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,18,BR-ES,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,11,BR-ES,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue,6,BR-ES,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica,3,BR-ES,Dengue,2023-05,2025-07-23 15:19
exame de dengue,2,BR-ES,Dengue,2023-05,2025-07-23 15:19
dengue tratamento,2,BR-ES,Dengue,2023-05,2025-07-23 15:19
coceira dengue,2,BR-ES,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,2,BR-ES,Dengue,2023-05,2025-07-23 15:19
gripe sintomas,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
cid dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
sintomas dengue hemorrágica,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
remedio para dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
remédio para dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
plaquetas baixas dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
qual sintomas da dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
quais são os sintomas da dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
medicamento para dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
dengue da diarreia,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
sintomas de covid,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
boca amarga dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
dengue mata,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
quanto tempo dura a dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
qual o sintoma da dengue,1,BR-ES,Dengue,2023-05,2025-07-23 15:19
dengue,100,BR-GO,Dengue,2023-05,2025-07-23 15:19
dengue sintomas,30,BR-GO,Dengue,2023-05,2025-07-23 15:19
sintomas de dengue,17,BR-GO,Dengue,2023-05,2025-07-23 15:19
sintomas da dengue,11,BR-GO,Dengue,2023-05,2025-07-23 15:19
mosquito da dengue,6,BR-GO,Dengue,2023-05,2025-07-23 15:19
exame dengue,4,BR-GO,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica,4,BR-GO,Dengue,2023-05,2025-07-23 15:19
o que é dengue,4,BR-GO,Dengue,2023-05,2025-07-23 15:19
cid dengue,2,BR-GO,Dengue,2023-05,2025-07-23 15:19
dengue tratamento,2,BR-GO,Dengue,2023-05,2025-07-23 15:19
dengue pode tomar dipirona,2,BR-GO,Dengue,2023-05,2025-07-23 15:19
sintomas covid,2,BR-GO,Dengue,2023-05,2025-07-23 15:19
quais os sintomas da dengue,2,BR-GO,Dengue,2023-05,2025-07-23 15:19
dengue hemorrágica sintomas,1,BR-GO,Dengue,2023-05,2025-07-23 15:19
febre amarela,1,BR-GO,Dengue,2023-05,2025-07-23 15:19
