topicTitle,topicId,value,geo,keyword,time,sys_time
Infection,/m/098s1,18,BR-CE,Dengue,2021-11,2025-07-23 14:26
HIV/AIDS,/m/0d19y2,17,BR-CE,Dengue,2021-11,2025-07-23 14:26
Hepatitis C,/m/0jdvt,17,BR-CE,Dengue,2021-11,2025-07-23 14:26
Intestine,/m/0gmrs,15,BR-CE,Dengue,2021-11,2025-07-23 14:26
Liver,/m/04p8w,13,BR-CE,Dengue,2021-11,2025-07-23 14:26
Zika fever,/m/02vkznh,12,BR-CE,Dengue,2021-11,2025-07-23 14:26
Cell,/m/01cbd,12,BR-CE,Dengue,2021-11,2025-07-23 14:26
Hepatitis A,/m/01yjzm,12,BR-CE,Dengue,2021-11,2025-07-23 14:26
etiological factor,/g/121bdggj,10,BR-CE,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-DF,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,72,BR-DF,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,59,BR-DF,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,36,BR-DF,Dengue,2021-11,2025-07-23 14:26
Vaccine,/m/07__7,26,BR-DF,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,22,BR-DF,Dengue,2021-11,2025-07-23 14:26
Zika fever,/m/02vkznh,20,BR-DF,Dengue,2021-11,2025-07-23 14:26
Transmission,/m/036991,18,BR-DF,Dengue,2021-11,2025-07-23 14:26
Aedes,/m/01yz26,16,BR-DF,Dengue,2021-11,2025-07-23 14:26
Fever,/m/0cjf0,16,BR-DF,Dengue,2021-11,2025-07-23 14:26
Chikungunya virus infection,/m/01__7l,16,BR-DF,Dengue,2021-11,2025-07-23 14:26
Bleeding,/m/012n6x,15,BR-DF,Dengue,2021-11,2025-07-23 14:26
Cure,/m/0405g08,14,BR-DF,Dengue,2021-11,2025-07-23 14:26
Cause,/m/0j276x9,12,BR-DF,Dengue,2021-11,2025-07-23 14:26
Diagnosis,/g/155pjm37,11,BR-DF,Dengue,2021-11,2025-07-23 14:26
Hepatitis A,/m/01yjzm,11,BR-DF,Dengue,2021-11,2025-07-23 14:26
Physics,/m/05qjt,11,BR-DF,Dengue,2021-11,2025-07-23 14:26
Influenza,/m/0cycc,10,BR-DF,Dengue,2021-11,2025-07-23 14:26
Yellow fever,/m/087z2,10,BR-DF,Dengue,2021-11,2025-07-23 14:26
Surveillance,/m/0lzdp,10,BR-DF,Dengue,2021-11,2025-07-23 14:26
Metamizole,/m/08j19g,9,BR-DF,Dengue,2021-11,2025-07-23 14:26
Chagas disease,/m/0208m,9,BR-DF,Dengue,2021-11,2025-07-23 14:26
Incubation period,/m/0jf0l,9,BR-DF,Dengue,2021-11,2025-07-23 14:26
Pain,/m/062t2,9,BR-DF,Dengue,2021-11,2025-07-23 14:26
Research,/m/06cs1,8,BR-DF,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-ES,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,54,BR-ES,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,51,BR-ES,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,40,BR-ES,Dengue,2021-11,2025-07-23 14:26
Bacteria,/m/017q2,32,BR-ES,Dengue,2021-11,2025-07-23 14:26
Chikungunya virus infection,/m/01__7l,21,BR-ES,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,19,BR-ES,Dengue,2021-11,2025-07-23 14:26
Cure,/m/0405g08,19,BR-ES,Dengue,2021-11,2025-07-23 14:26
Fever,/m/0cjf0,19,BR-ES,Dengue,2021-11,2025-07-23 14:26
Life,/m/04nr2,15,BR-ES,Dengue,2021-11,2025-07-23 14:26
Transmission,/m/036991,14,BR-ES,Dengue,2021-11,2025-07-23 14:26
Poster,/m/01n5jq,14,BR-ES,Dengue,2021-11,2025-07-23 14:26
Organism,/m/05nnm,10,BR-ES,Dengue,2021-11,2025-07-23 14:26
Body,/m/0180q,9,BR-ES,Dengue,2021-11,2025-07-23 14:26
Share,/m/03jzl9,8,BR-ES,Dengue,2021-11,2025-07-23 14:26
Dengue vaccine,/m/0115n7rn,6,BR-ES,Dengue,2021-11,2025-07-23 14:26
Influenza,/m/0cycc,6,BR-ES,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-GO,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,48,BR-GO,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,47,BR-GO,Dengue,2021-11,2025-07-23 14:26
COVID-19,/g/11j2cc_qll,22,BR-GO,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,19,BR-GO,Dengue,2021-11,2025-07-23 14:26
Fever,/m/0cjf0,16,BR-GO,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,12,BR-GO,Dengue,2021-11,2025-07-23 14:26
Zika fever,/m/02vkznh,12,BR-GO,Dengue,2021-11,2025-07-23 14:26
Chikungunya virus infection,/m/01__7l,9,BR-GO,Dengue,2021-11,2025-07-23 14:26
International Classification of Diseases,/m/03zlr,9,BR-GO,Dengue,2021-11,2025-07-23 14:26
Itch,/m/04kllm9,8,BR-GO,Dengue,2021-11,2025-07-23 14:26
Bleeding,/m/012n6x,8,BR-GO,Dengue,2021-11,2025-07-23 14:26
Platelet,/m/01bw6w,8,BR-GO,Dengue,2021-11,2025-07-23 14:26
Aedes,/m/01yz26,7,BR-GO,Dengue,2021-11,2025-07-23 14:26
Infection,/m/098s1,7,BR-GO,Dengue,2021-11,2025-07-23 14:26
Influenza,/m/0cycc,7,BR-GO,Dengue,2021-11,2025-07-23 14:26
Headache,/m/0j5fv,7,BR-GO,Dengue,2021-11,2025-07-23 14:26
Pandemic,/m/061s4,6,BR-GO,Dengue,2021-11,2025-07-23 14:26
Immunoglobulin M,/m/02gshc,6,BR-GO,Dengue,2021-11,2025-07-23 14:26
Transmission,/m/036991,6,BR-GO,Dengue,2021-11,2025-07-23 14:26
Immunoglobulin G,/m/02gsf4,6,BR-GO,Dengue,2021-11,2025-07-23 14:26
Combat,/m/0byj4,5,BR-GO,Dengue,2021-11,2025-07-23 14:26
Diarrhea,/m/0f3kl,5,BR-GO,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-MA,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,72,BR-MA,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,69,BR-MA,Dengue,2021-11,2025-07-23 14:26
Aedes,/m/01yz26,66,BR-MA,Dengue,2021-11,2025-07-23 14:26
Transmission,/m/036991,64,BR-MA,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,58,BR-MA,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,58,BR-MA,Dengue,2021-11,2025-07-23 14:26
Bacteria,/m/017q2,51,BR-MA,Dengue,2021-11,2025-07-23 14:26
Bleeding,/m/012n6x,39,BR-MA,Dengue,2021-11,2025-07-23 14:26
Water,/m/0838f,35,BR-MA,Dengue,2021-11,2025-07-23 14:26
Fever,/m/0cjf0,29,BR-MA,Dengue,2021-11,2025-07-23 14:26
Goal,/m/03g_1kv,28,BR-MA,Dengue,2021-11,2025-07-23 14:26
Chikungunya virus infection,/m/01__7l,28,BR-MA,Dengue,2021-11,2025-07-23 14:26
Food,/m/02wbm,26,BR-MA,Dengue,2021-11,2025-07-23 14:26
Oxygen,/m/025s6bf,26,BR-MA,Dengue,2021-11,2025-07-23 14:26
Malaria,/m/0542n,25,BR-MA,Dengue,2021-11,2025-07-23 14:26
Organism,/m/05nnm,23,BR-MA,Dengue,2021-11,2025-07-23 14:26
Vaccine,/m/07__7,21,BR-MA,Dengue,2021-11,2025-07-23 14:26
Animal,/m/0jbk,20,BR-MA,Dengue,2021-11,2025-07-23 14:26
Zika fever,/m/02vkznh,19,BR-MA,Dengue,2021-11,2025-07-23 14:26
Yellow fever,/m/087z2,18,BR-MA,Dengue,2021-11,2025-07-23 14:26
Natural environment,/m/02py09,18,BR-MA,Dengue,2021-11,2025-07-23 14:26
Health,/m/0kt51,17,BR-MA,Dengue,2021-11,2025-07-23 14:26
Rain,/m/06mb1,16,BR-MA,Dengue,2021-11,2025-07-23 14:26
Influenza,/m/0cycc,14,BR-MA,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-MG,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,79,BR-MG,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,77,BR-MG,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,52,BR-MG,Dengue,2021-11,2025-07-23 14:26
Water,/m/0838f,32,BR-MG,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,23,BR-MG,Dengue,2021-11,2025-07-23 14:26
Transmission,/m/036991,23,BR-MG,Dengue,2021-11,2025-07-23 14:26
Zika fever,/m/02vkznh,22,BR-MG,Dengue,2021-11,2025-07-23 14:26
Health,/m/0kt51,21,BR-MG,Dengue,2021-11,2025-07-23 14:26
Fever,/m/0cjf0,18,BR-MG,Dengue,2021-11,2025-07-23 14:26
Malaria,/m/0542n,17,BR-MG,Dengue,2021-11,2025-07-23 14:26
Aedes,/m/01yz26,16,BR-MG,Dengue,2021-11,2025-07-23 14:26
Chikungunya virus infection,/m/01__7l,16,BR-MG,Dengue,2021-11,2025-07-23 14:26
Yellow fever,/m/087z2,14,BR-MG,Dengue,2021-11,2025-07-23 14:26
Plot,/m/04q347y,14,BR-MG,Dengue,2021-11,2025-07-23 14:26
Epidemic,/m/0hn9s,14,BR-MG,Dengue,2021-11,2025-07-23 14:26
Combat,/m/0byj4,13,BR-MG,Dengue,2021-11,2025-07-23 14:26
Chagas disease,/m/0208m,13,BR-MG,Dengue,2021-11,2025-07-23 14:26
Larva,/m/0d9_3,12,BR-MG,Dengue,2021-11,2025-07-23 14:26
Species,/m/06zf0,11,BR-MG,Dengue,2021-11,2025-07-23 14:26
Oxygen,/m/025s6bf,11,BR-MG,Dengue,2021-11,2025-07-23 14:26
Diagnosis,/g/155pjm37,10,BR-MG,Dengue,2021-11,2025-07-23 14:26
Reproduction,/m/06kcv,9,BR-MG,Dengue,2021-11,2025-07-23 14:26
Infection,/m/098s1,9,BR-MG,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-MS,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,98,BR-MS,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,82,BR-MS,Dengue,2021-11,2025-07-23 14:26
Health,/m/0kt51,38,BR-MS,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,34,BR-MS,Dengue,2021-11,2025-07-23 14:26
Head,/m/04hgtk,30,BR-MS,Dengue,2021-11,2025-07-23 14:26
Cure,/m/0405g08,25,BR-MS,Dengue,2021-11,2025-07-23 14:26
Combat,/m/0byj4,17,BR-MS,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,16,BR-MS,Dengue,2021-11,2025-07-23 14:26
Headache,/m/0j5fv,14,BR-MS,Dengue,2021-11,2025-07-23 14:26
Immunity,/m/025sjz4,13,BR-MS,Dengue,2021-11,2025-07-23 14:26
Aedes,/m/01yz26,13,BR-MS,Dengue,2021-11,2025-07-23 14:26
Body,/m/0180q,11,BR-MS,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-MT,Dengue,2021-11,2025-07-23 14:26
Mosquito,/m/09f96,34,BR-MT,Dengue,2021-11,2025-07-23 14:26
Yellow fever mosquito,/m/06y6_w,34,BR-MT,Dengue,2021-11,2025-07-23 14:26
Pain,/m/062t2,28,BR-MT,Dengue,2021-11,2025-07-23 14:26
Head,/m/04hgtk,18,BR-MT,Dengue,2021-11,2025-07-23 14:26
Bleeding,/m/012n6x,15,BR-MT,Dengue,2021-11,2025-07-23 14:26
Cure,/m/0405g08,14,BR-MT,Dengue,2021-11,2025-07-23 14:26
Fever,/m/0cjf0,14,BR-MT,Dengue,2021-11,2025-07-23 14:26
Transmission,/m/036991,12,BR-MT,Dengue,2021-11,2025-07-23 14:26
Itch,/m/04kllm9,12,BR-MT,Dengue,2021-11,2025-07-23 14:26
Zika fever,/m/02vkznh,11,BR-MT,Dengue,2021-11,2025-07-23 14:26
Health,/m/0kt51,11,BR-MT,Dengue,2021-11,2025-07-23 14:26
Disease,/m/027x3,11,BR-MT,Dengue,2021-11,2025-07-23 14:26
Serology,/m/042s2_,11,BR-MT,Dengue,2021-11,2025-07-23 14:26
Vomiting,/m/012qjw,9,BR-MT,Dengue,2021-11,2025-07-23 14:26
2015,/g/11b77d3kyf,8,BR-MT,Dengue,2021-11,2025-07-23 14:26
Metamizole,/m/08j19g,8,BR-MT,Dengue,2021-11,2025-07-23 14:26
Yellow fever,/m/087z2,8,BR-MT,Dengue,2021-11,2025-07-23 14:26
International Classification of Diseases,/m/03zlr,8,BR-MT,Dengue,2021-11,2025-07-23 14:26
Cause,/m/0j276x9,7,BR-MT,Dengue,2021-11,2025-07-23 14:26
Immunoglobulin G,/m/02gsf4,7,BR-MT,Dengue,2021-11,2025-07-23 14:26
Virus,/m/0g9pc,7,BR-MT,Dengue,2021-11,2025-07-23 14:26
Body ache,/g/11k71tc65k,6,BR-MT,Dengue,2021-11,2025-07-23 14:26
Surveillance,/m/0lzdp,5,BR-MT,Dengue,2021-11,2025-07-23 14:26
Chikungunya virus infection,/m/01__7l,4,BR-MT,Dengue,2021-11,2025-07-23 14:26
Symptom,/m/01b_06,100,BR-PA,Dengue,2021-11,2025-07-23 14:27
Disease,/m/027x3,44,BR-PA,Dengue,2021-11,2025-07-23 14:27
Mosquito,/m/09f96,42,BR-PA,Dengue,2021-11,2025-07-23 14:27
Yellow fever mosquito,/m/06y6_w,41,BR-PA,Dengue,2021-11,2025-07-23 14:27
Virus,/m/0g9pc,36,BR-PA,Dengue,2021-11,2025-07-23 14:27
Health,/m/0kt51,25,BR-PA,Dengue,2021-11,2025-07-23 14:27
Bleeding,/m/012n6x,25,BR-PA,Dengue,2021-11,2025-07-23 14:27
Transmission,/m/036991,22,BR-PA,Dengue,2021-11,2025-07-23 14:27
Chikungunya virus infection,/m/01__7l,22,BR-PA,Dengue,2021-11,2025-07-23 14:27
Itch,/m/04kllm9,19,BR-PA,Dengue,2021-11,2025-07-23 14:27
Zika fever,/m/02vkznh,16,BR-PA,Dengue,2021-11,2025-07-23 14:27
Plant,/m/05s2s,14,BR-PA,Dengue,2021-11,2025-07-23 14:27
Tuberculosis,/m/07jwr,13,BR-PA,Dengue,2021-11,2025-07-23 14:27
Combat,/m/0byj4,12,BR-PA,Dengue,2021-11,2025-07-23 14:27
Infection,/m/098s1,12,BR-PA,Dengue,2021-11,2025-07-23 14:27
International Classification of Diseases,/m/03zlr,12,BR-PA,Dengue,2021-11,2025-07-23 14:27
HIV/AIDS,/m/0d19y2,12,BR-PA,Dengue,2021-11,2025-07-23 14:27
Ministry,/m/03h_j_,11,BR-PA,Dengue,2021-11,2025-07-23 14:27
Cholera,/m/024c2,11,BR-PA,Dengue,2021-11,2025-07-23 14:27
Public health surveillance,/m/07h_jb,10,BR-PA,Dengue,2021-11,2025-07-23 14:27
Mosquito,/m/09f96,100,BR-PB,Dengue,2021-11,2025-07-23 14:27
Yellow fever mosquito,/m/06y6_w,79,BR-PB,Dengue,2021-11,2025-07-23 14:27
Symptom,/m/01b_06,77,BR-PB,Dengue,2021-11,2025-07-23 14:27
Disease,/m/027x3,39,BR-PB,Dengue,2021-11,2025-07-23 14:27
Chikungunya virus infection,/m/01__7l,35,BR-PB,Dengue,2021-11,2025-07-23 14:27
Combat,/m/0byj4,30,BR-PB,Dengue,2021-11,2025-07-23 14:27
Zika fever,/m/02vkznh,30,BR-PB,Dengue,2021-11,2025-07-23 14:27
Fever,/m/0cjf0,26,BR-PB,Dengue,2021-11,2025-07-23 14:27
Infection,/m/098s1,25,BR-PB,Dengue,2021-11,2025-07-23 14:27
important,/g/11p129bq3t,24,BR-PB,Dengue,2021-11,2025-07-23 14:27
Bleeding,/m/012n6x,23,BR-PB,Dengue,2021-11,2025-07-23 14:27
Virus,/m/0g9pc,23,BR-PB,Dengue,2021-11,2025-07-23 14:27
Aedes,/m/01yz26,20,BR-PB,Dengue,2021-11,2025-07-23 14:27
same,/g/11p1330g9l,17,BR-PB,Dengue,2021-11,2025-07-23 14:27
Production,/m/0806jls,15,BR-PB,Dengue,2021-11,2025-07-23 14:27
Transmission,/m/036991,15,BR-PB,Dengue,2021-11,2025-07-23 14:27
Cause,/m/0j276x9,13,BR-PB,Dengue,2021-11,2025-07-23 14:27
Unit of measurement,/m/02sql7,12,BR-PB,Dengue,2021-11,2025-07-23 14:27
Organism,/m/05nnm,11,BR-PB,Dengue,2021-11,2025-07-23 14:27
Health,/m/0kt51,11,BR-PB,Dengue,2021-11,2025-07-23 14:27
Skin,/m/06z04,10,BR-PB,Dengue,2021-11,2025-07-23 14:27
Function,/m/02v_93z,10,BR-PB,Dengue,2021-11,2025-07-23 14:27
Body,/m/0180q,10,BR-PB,Dengue,2021-11,2025-07-23 14:27
Human,/m/0dgw9r,10,BR-PB,Dengue,2021-11,2025-07-23 14:27
Symptom,/m/01b_06,100,BR-PE,Dengue,2021-11,2025-07-23 14:27
Yellow fever mosquito,/m/06y6_w,59,BR-PE,Dengue,2021-11,2025-07-23 14:27
Mosquito,/m/09f96,52,BR-PE,Dengue,2021-11,2025-07-23 14:27
Virus,/m/0g9pc,49,BR-PE,Dengue,2021-11,2025-07-23 14:27
Disease,/m/027x3,48,BR-PE,Dengue,2021-11,2025-07-23 14:27
Chikungunya virus infection,/m/01__7l,33,BR-PE,Dengue,2021-11,2025-07-23 14:27
Zika fever,/m/02vkznh,31,BR-PE,Dengue,2021-11,2025-07-23 14:27
Transmission,/m/036991,25,BR-PE,Dengue,2021-11,2025-07-23 14:27
Health,/m/0kt51,25,BR-PE,Dengue,2021-11,2025-07-23 14:27
Cell,/m/01cbd,22,BR-PE,Dengue,2021-11,2025-07-23 14:27
Bleeding,/m/012n6x,18,BR-PE,Dengue,2021-11,2025-07-23 14:27
Fever,/m/0cjf0,18,BR-PE,Dengue,2021-11,2025-07-23 14:27
Cause,/m/0j276x9,18,BR-PE,Dengue,2021-11,2025-07-23 14:27
COVID-19,/g/11j2cc_qll,17,BR-PE,Dengue,2021-11,2025-07-23 14:27
Organism,/m/05nnm,17,BR-PE,Dengue,2021-11,2025-07-23 14:27
Aedes,/m/01yz26,17,BR-PE,Dengue,2021-11,2025-07-23 14:27
Ministry,/m/03h_j_,15,BR-PE,Dengue,2021-11,2025-07-23 14:27
Patient,/m/028hfb,15,BR-PE,Dengue,2021-11,2025-07-23 14:27
HIV/AIDS,/m/0d19y2,14,BR-PE,Dengue,2021-11,2025-07-23 14:27
Bacteria,/m/017q2,12,BR-PE,Dengue,2021-11,2025-07-23 14:27
Epidemic,/m/0hn9s,11,BR-PE,Dengue,2021-11,2025-07-23 14:27
Yellow fever,/m/087z2,11,BR-PE,Dengue,2021-11,2025-07-23 14:27
Pathogen,/m/062qz,11,BR-PE,Dengue,2021-11,2025-07-23 14:27
Hepatitis A,/m/01yjzm,10,BR-PE,Dengue,2021-11,2025-07-23 14:27
Human,/m/0dgw9r,10,BR-PE,Dengue,2021-11,2025-07-23 14:27
Mosquito,/m/09f96,100,BR-PI,Dengue,2021-11,2025-07-23 14:27
Yellow fever mosquito,/m/06y6_w,62,BR-PI,Dengue,2021-11,2025-07-23 14:27
Symptom,/m/01b_06,57,BR-PI,Dengue,2021-11,2025-07-23 14:27
Zika fever,/m/02vkznh,37,BR-PI,Dengue,2021-11,2025-07-23 14:27
Malaria,/m/0542n,35,BR-PI,Dengue,2021-11,2025-07-23 14:27
Disease,/m/027x3,35,BR-PI,Dengue,2021-11,2025-07-23 14:27
Virus,/m/0g9pc,29,BR-PI,Dengue,2021-11,2025-07-23 14:27
Health,/m/0kt51,29,BR-PI,Dengue,2021-11,2025-07-23 14:27
Transmission,/m/036991,22,BR-PI,Dengue,2021-11,2025-07-23 14:27
Fever,/m/0cjf0,22,BR-PI,Dengue,2021-11,2025-07-23 14:27
Data,/m/026sq,20,BR-PI,Dengue,2021-11,2025-07-23 14:27
Hepatitis A,/m/01yjzm,19,BR-PI,Dengue,2021-11,2025-07-23 14:27
Function,/m/02v_93z,18,BR-PI,Dengue,2021-11,2025-07-23 14:27
Body,/m/0180q,13,BR-PI,Dengue,2021-11,2025-07-23 14:27
Share,/m/03jzl9,12,BR-PI,Dengue,2021-11,2025-07-23 14:27
Aedes,/m/01yz26,11,BR-PI,Dengue,2021-11,2025-07-23 14:27
Bleeding,/m/012n6x,11,BR-PI,Dengue,2021-11,2025-07-23 14:27
Epidemiology,/m/0hnfc,8,BR-PI,Dengue,2021-11,2025-07-23 14:27
Symptom,/m/01b_06,100,BR-PR,Dengue,2021-11,2025-07-23 14:27
Mosquito,/m/09f96,80,BR-PR,Dengue,2021-11,2025-07-23 14:27
Yellow fever mosquito,/m/06y6_w,63,BR-PR,Dengue,2021-11,2025-07-23 14:27
Disease,/m/027x3,25,BR-PR,Dengue,2021-11,2025-07-23 14:27
Health,/m/0kt51,23,BR-PR,Dengue,2021-11,2025-07-23 14:27
Zika fever,/m/02vkznh,17,BR-PR,Dengue,2021-11,2025-07-23 14:27
Chikungunya virus infection,/m/01__7l,16,BR-PR,Dengue,2021-11,2025-07-23 14:27
Virus,/m/0g9pc,16,BR-PR,Dengue,2021-11,2025-07-23 14:27
Bleeding,/m/012n6x,15,BR-PR,Dengue,2021-11,2025-07-23 14:27
Transmission,/m/036991,14,BR-PR,Dengue,2021-11,2025-07-23 14:27
Combat,/m/0byj4,12,BR-PR,Dengue,2021-11,2025-07-23 14:27
