risingSearches,keyword,value,unknown,geo,time,sys_time
,/m/09wsg,,,BR-AC,2022-11,2025-07-31 14:26
,/m/09wsg,,,BR-AL,2022-11,2025-07-31 14:26
,/m/09wsg,,,BR-AM,2022-11,2025-07-31 14:26
,/m/09wsg,,,BR-AP,2022-11,2025-07-31 14:26
prevenção da dengue,/m/09wsg,1.4,FALSE,BR-BA,2022-11,2025-07-31 14:26
dengue hemorrágica,/m/09wsg,0.8,FALSE,BR-BA,2022-11,2025-07-31 14:26
zika,/m/09wsg,0.6,FALSE,BR-BA,2022-11,2025-07-31 14:26
dengue zika e chikungunya,/m/09wsg,0.5,FALSE,BR-BA,2022-11,2025-07-31 14:26
dengue tratamento,/m/09wsg,0.4,FALSE,BR-BA,2022-11,2025-07-31 14:26
sintomas do covid,/m/09wsg,594.5,TRUE,BR-CE,2022-11,2025-07-31 14:26
sintomas covid,/m/09wsg,0.8,FALSE,BR-DF,2022-11,2025-07-31 14:26
dengue sintomas,/m/09wsg,0.6,FALSE,BR-DF,2022-11,2025-07-31 14:26
sintomas da dengue,/m/09wsg,0.4,FALSE,BR-DF,2022-11,2025-07-31 14:26
,/m/09wsg,,,BR-ES,2022-11,2025-07-31 14:26
dengue da dor de garganta,/m/09wsg,795,TRUE,BR-GO,2022-11,2025-07-31 14:26
sintomas de gravidez,/m/09wsg,728,TRUE,BR-GO,2022-11,2025-07-31 14:26
sintomas covid,/m/09wsg,0.7,FALSE,BR-GO,2022-11,2025-07-31 14:26
quais os sintomas da dengue,/m/09wsg,0.5,FALSE,BR-GO,2022-11,2025-07-31 14:26
,/m/09wsg,,,BR-MA,2022-11,2025-07-31 14:26
agente etiológico da dengue,/m/09wsg,735,TRUE,BR-MG,2022-11,2025-07-31 14:26
dengue é contagioso,/m/09wsg,215,TRUE,BR-MG,2022-11,2025-07-31 14:26
sintoma de dengue,/m/09wsg,2.5,FALSE,BR-MG,2022-11,2025-07-31 14:26
sintomas covid,/m/09wsg,2,FALSE,BR-MG,2022-11,2025-07-31 14:26
sinusite sintomas,/m/09wsg,1.8,FALSE,BR-MG,2022-11,2025-07-31 14:26
sintomas da covid,/m/09wsg,1.6,FALSE,BR-MG,2022-11,2025-07-31 14:26
sintomas de covid,/m/09wsg,1.4,FALSE,BR-MG,2022-11,2025-07-31 14:26
como evitar a dengue,/m/09wsg,1.3,FALSE,BR-MG,2022-11,2025-07-31 14:26
dengue prevenção,/m/09wsg,1,FALSE,BR-MG,2022-11,2025-07-31 14:26
virus da dengue,/m/09wsg,0.7,FALSE,BR-MG,2022-11,2025-07-31 14:26
leptospirose,/m/09wsg,0.7,FALSE,BR-MG,2022-11,2025-07-31 14:26
vetor da dengue,/m/09wsg,0.7,FALSE,BR-MG,2022-11,2025-07-31 14:26
dengue passa de pessoa para pessoa,/m/09wsg,0.6,FALSE,BR-MG,2022-11,2025-07-31 14:26
prevenção da dengue,/m/09wsg,0.4,FALSE,BR-MG,2022-11,2025-07-31 14:26
sintomas dengue hemorrágica,/m/09wsg,2679,TRUE,BR-MS,2022-11,2025-07-31 14:26
cid dengue,/m/09wsg,0.9,FALSE,BR-MS,2022-11,2025-07-31 14:26
dengue hemorrágica,/m/09wsg,0.7,FALSE,BR-MS,2022-11,2025-07-31 14:26
sintomas de dengue hemorrágica,/m/09wsg,1.8,FALSE,BR-MT,2022-11,2025-07-31 14:26
mosquito da dengue,/m/09wsg,1.4,FALSE,BR-MT,2022-11,2025-07-31 14:26
quais os sintomas da dengue,/m/09wsg,1.5,FALSE,BR-PA,2022-11,2025-07-31 14:26
sintomas de dengue,/m/09wsg,0.8,FALSE,BR-PB,2022-11,2025-07-31 14:26
sintomas da dengue,/m/09wsg,0.4,FALSE,BR-PB,2022-11,2025-07-31 14:26
dengue hemorrágica,/m/09wsg,3465.5,TRUE,BR-PE,2022-11,2025-07-31 14:26
sintomas de covid,/m/09wsg,2434,TRUE,BR-PE,2022-11,2025-07-31 14:26
sintomas de dengue,/m/09wsg,0.6,FALSE,BR-PE,2022-11,2025-07-31 14:26
sintomas de dengue,/m/09wsg,3,FALSE,BR-PI,2022-11,2025-07-31 14:26
transmissão da dengue,/m/09wsg,1219,TRUE,BR-PR,2022-11,2025-07-31 14:26
dengue sintomas iniciais,/m/09wsg,202,TRUE,BR-PR,2022-11,2025-07-31 14:26
sintomas covid,/m/09wsg,0.9,FALSE,BR-PR,2022-11,2025-07-31 14:26
