topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2020-02,2025-07-22 18:10
sintomas da dengue,8,BR-AC,Dengue,2020-02,2025-07-22 18:10
dengue,100,BR-AL,Dengue,2020-02,2025-07-22 18:10
dengue sintomas,23,BR-AL,Dengue,2020-02,2025-07-22 18:10
sintomas da dengue,17,BR-AL,Dengue,2020-02,2025-07-22 18:10
sintomas de dengue,13,BR-AL,Dengue,2020-02,2025-07-22 18:10
mosquito da dengue,13,BR-AL,Dengue,2020-02,2025-07-22 18:10
dengue,100,BR-AM,Dengue,2020-02,2025-07-22 18:10
sintomas da dengue,19,BR-AM,Dengue,2020-02,2025-07-22 18:10
mosquito da dengue,7,BR-AM,Dengue,2020-02,2025-07-22 18:10
sintomas de dengue,7,BR-AM,Dengue,2020-02,2025-07-22 18:10
,,BR-AP,Dengue,2020-02,2025-07-22 18:10
dengue,100,BR-BA,Dengue,2020-02,2025-07-22 18:10
sintomas dengue,30,BR-BA,Dengue,2020-02,2025-07-22 18:10
sintomas da dengue,18,BR-BA,Dengue,2020-02,2025-07-22 18:10
mosquito da dengue,13,BR-BA,Dengue,2020-02,2025-07-22 18:10
sintomas de dengue,10,BR-BA,Dengue,2020-02,2025-07-22 18:10
chikungunya,5,BR-BA,Dengue,2020-02,2025-07-22 18:10
sintomas da zika,2,BR-BA,Dengue,2020-02,2025-07-22 18:10
quais sintomas da dengue,2,BR-BA,Dengue,2020-02,2025-07-22 18:10
dengue hemorrágica,2,BR-BA,Dengue,2020-02,2025-07-22 18:10
quais os sintomas da dengue,2,BR-BA,Dengue,2020-02,2025-07-22 18:10
cid dengue,2,BR-BA,Dengue,2020-02,2025-07-22 18:10
remédio para dengue,2,BR-BA,Dengue,2020-02,2025-07-22 18:10
quais são os sintomas da dengue,1,BR-BA,Dengue,2020-02,2025-07-22 18:10
remedio para dengue,1,BR-BA,Dengue,2020-02,2025-07-22 18:10
prevenção da dengue,1,BR-BA,Dengue,2020-02,2025-07-22 18:10
sintomas da dengue zika e chikungunya,1,BR-BA,Dengue,2020-02,2025-07-22 18:10
dengue é contagiosa,1,BR-BA,Dengue,2020-02,2025-07-22 18:10
dengue,100,BR-CE,Dengue,2020-02,2025-07-22 18:11
sintomas dengue,23,BR-CE,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,20,BR-CE,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,14,BR-CE,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,8,BR-CE,Dengue,2020-02,2025-07-22 18:11
chikungunya,4,BR-CE,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,3,BR-CE,Dengue,2020-02,2025-07-22 18:11
prevenção da dengue,2,BR-CE,Dengue,2020-02,2025-07-22 18:11
dengue tipo 2,1,BR-CE,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,25,BR-DF,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,17,BR-DF,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,10,BR-DF,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,6,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,3,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue paracetamol,2,BR-DF,Dengue,2020-02,2025-07-22 18:11
cid dengue,2,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica sintomas,2,BR-DF,Dengue,2020-02,2025-07-22 18:11
chikungunya,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue diarreia,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
corona virus,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue transmissão,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
sintoma de dengue,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
sintoma da dengue,1,BR-DF,Dengue,2020-02,2025-07-22 18:11
tratamento da dengue,0,BR-DF,Dengue,2020-02,2025-07-22 18:11
qual remedio para dengue,0,BR-DF,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-ES,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,30,BR-ES,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,21,BR-ES,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,8,BR-ES,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,6,BR-ES,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,3,BR-ES,Dengue,2020-02,2025-07-22 18:11
dengue tratamento,2,BR-ES,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,1,BR-ES,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue zika e chikungunya,1,BR-ES,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,25,BR-GO,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,16,BR-GO,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,11,BR-GO,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,7,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,3,BR-GO,Dengue,2020-02,2025-07-22 18:11
chikungunya,2,BR-GO,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,2,BR-GO,Dengue,2020-02,2025-07-22 18:11
combate a dengue,2,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica sintomas,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue pode tomar dipirona,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
remédio para dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
tipos de dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
inhame para dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue hemorrágica,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
sintoma de dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
remedio para dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue coça,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
pode tomar dipirona com dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
quais são os sintomas da dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue da diarreia,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
febre amarela,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
manchas de dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
taxa de mortalidade dengue,1,BR-GO,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue zika e chikungunya,0,BR-GO,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-MA,Dengue,2020-02,2025-07-22 18:11
sintomas dengue,31,BR-MA,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,17,BR-MA,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,13,BR-MA,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,10,BR-MA,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,5,BR-MA,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-MG,Dengue,2020-02,2025-07-22 18:11
sintomas dengue,23,BR-MG,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,15,BR-MG,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,11,BR-MG,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,6,BR-MG,Dengue,2020-02,2025-07-22 18:11
dengue 2020,4,BR-MG,Dengue,2020-02,2025-07-22 18:11
dipirona dengue,2,BR-MG,Dengue,2020-02,2025-07-22 18:11
o que é dengue,2,BR-MG,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,2,BR-MG,Dengue,2020-02,2025-07-22 18:11
dengue tratamento,2,BR-MG,Dengue,2020-02,2025-07-22 18:11
gripe,2,BR-MG,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
chikungunya,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
pernilongo,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
paracetamol dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
cid dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
sintomas coronavirus,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
remedio para dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
mortalidade dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
virus da dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
dengue pode tomar dipirona,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
manchas de dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica sintomas,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
sintoma de dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
sintoma da dengue,1,BR-MG,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-MS,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,27,BR-MS,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,19,BR-MS,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,7,BR-MS,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,6,BR-MS,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,4,BR-MS,Dengue,2020-02,2025-07-22 18:11
inhame para dengue,2,BR-MS,Dengue,2020-02,2025-07-22 18:11
dengue o que tomar,2,BR-MS,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,2,BR-MS,Dengue,2020-02,2025-07-22 18:11
remédio para dengue,2,BR-MS,Dengue,2020-02,2025-07-22 18:11
manchas de dengue,2,BR-MS,Dengue,2020-02,2025-07-22 18:11
cid dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
paracetamol dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
notificação dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
plaquetas baixas dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
suco de inhame para dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
remedio para dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
tratamento da dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
dengue na gravidez,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
quais são os sintomas da dengue,1,BR-MS,Dengue,2020-02,2025-07-22 18:11
sintoma de dengue,0,BR-MS,Dengue,2020-02,2025-07-22 18:11
pode tomar dipirona com dengue,0,BR-MS,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue no começo,0,BR-MS,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-MT,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,24,BR-MT,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,16,BR-MT,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,7,BR-MT,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,5,BR-MT,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,4,BR-MT,Dengue,2020-02,2025-07-22 18:11
dengue online,2,BR-MT,Dengue,2020-02,2025-07-22 18:11
remedio para dengue,2,BR-MT,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,2,BR-MT,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica sintomas,1,BR-MT,Dengue,2020-02,2025-07-22 18:11
cid dengue,1,BR-MT,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-PA,Dengue,2020-02,2025-07-22 18:11
sintomas dengue,32,BR-PA,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,20,BR-PA,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,11,BR-PA,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,10,BR-PA,Dengue,2020-02,2025-07-22 18:11
sarampo,6,BR-PA,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,4,BR-PA,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,3,BR-PA,Dengue,2020-02,2025-07-22 18:11
sintomas do sarampo,2,BR-PA,Dengue,2020-02,2025-07-22 18:11
sintomas de sarampo,2,BR-PA,Dengue,2020-02,2025-07-22 18:11
quais são os sintomas da dengue,1,BR-PA,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-PB,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,23,BR-PB,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,22,BR-PB,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,13,BR-PB,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,11,BR-PB,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-PE,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,22,BR-PE,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,12,BR-PE,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,12,BR-PE,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,8,BR-PE,Dengue,2020-02,2025-07-22 18:11
dengue hemorrágica,4,BR-PE,Dengue,2020-02,2025-07-22 18:11
quais os sintomas da dengue,2,BR-PE,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-PI,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,27,BR-PI,Dengue,2020-02,2025-07-22 18:11
mosquito da dengue,26,BR-PI,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,15,BR-PI,Dengue,2020-02,2025-07-22 18:11
sintomas de dengue,2,BR-PI,Dengue,2020-02,2025-07-22 18:11
dengue,100,BR-PR,Dengue,2020-02,2025-07-22 18:11
dengue sintomas,25,BR-PR,Dengue,2020-02,2025-07-22 18:11
sintomas da dengue,16,BR-PR,Dengue,2020-02,2025-07-22 18:11
mosquito,10,BR-PR,Dengue,2020-02,2025-07-22 18:11
