risingSearches,keyword,value,unknown,geo,time,sys_time
,/m/09wsg,,,BR-AC,2022-06,2025-07-31 14:18
sintomas de covid,/m/09wsg,830.5,TRUE,BR-AL,2022-06,2025-07-31 14:18
quanto tempo dura os sintomas da dengue,/m/09wsg,296.5,TRUE,BR-AL,2022-06,2025-07-31 14:18
dengue sintomas iniciais,/m/09wsg,115.5,TRUE,BR-AL,2022-06,2025-07-31 14:18
sintomas da covid,/m/09wsg,3.5,FALSE,BR-AL,2022-06,2025-07-31 14:18
como prevenir a dengue,/m/09wsg,2.5,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas do covid,/m/09wsg,1.9,FALSE,BR-AL,2022-06,2025-07-31 14:18
quais os sintomas da chikungunya,/m/09wsg,1.7,FALSE,BR-AL,2022-06,2025-07-31 14:18
pode tomar dipirona com dengue,/m/09wsg,1.7,FALSE,BR-AL,2022-06,2025-07-31 14:18
tratamento da dengue,/m/09wsg,1.7,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas da chikungunya,/m/09wsg,1.6,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas de virose,/m/09wsg,1.6,FALSE,BR-AL,2022-06,2025-07-31 14:18
sarampo,/m/09wsg,1.5,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas da zika,/m/09wsg,0.9,FALSE,BR-AL,2022-06,2025-07-31 14:18
zika sintomas,/m/09wsg,0.9,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas de chikungunya,/m/09wsg,0.8,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas chikungunya,/m/09wsg,0.8,FALSE,BR-AL,2022-06,2025-07-31 14:18
quais são os sintomas da dengue,/m/09wsg,0.7,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas de zika,/m/09wsg,0.6,FALSE,BR-AL,2022-06,2025-07-31 14:18
"sintomas da dengue, zika e chikungunya",/m/09wsg,0.6,FALSE,BR-AL,2022-06,2025-07-31 14:18
remedio para dengue,/m/09wsg,0.6,FALSE,BR-AL,2022-06,2025-07-31 14:18
chikungunya,/m/09wsg,0.6,FALSE,BR-AL,2022-06,2025-07-31 14:18
sintomas da dengue,/m/09wsg,0.5,FALSE,BR-AL,2022-06,2025-07-31 14:18
zika,/m/09wsg,0.5,FALSE,BR-AL,2022-06,2025-07-31 14:18
quais os sintomas da dengue,/m/09wsg,0.5,FALSE,BR-AL,2022-06,2025-07-31 14:18
dengue chikungunya e zika,/m/09wsg,0.4,FALSE,BR-AL,2022-06,2025-07-31 14:18
,/m/09wsg,,,BR-AM,2022-06,2025-07-31 14:18
sintomas da dengue,/m/09wsg,11922.5,TRUE,BR-AP,2022-06,2025-07-31 14:18
qual é o sintoma da dengue,/m/09wsg,628.5,TRUE,BR-BA,2022-06,2025-07-31 14:18
