risingSearches,keyword,value,unknown,geo,time,sys_time
dengue tratamento,Dengue,1.4,FALSE,BR-AC,2021-03,2025-07-30 17:23
sintomas do covid,Dengue,1.1,FALSE,BR-AC,2021-03,2025-07-30 17:23
,Dengue,,,BR-AL,2021-03,2025-07-30 17:23
mosquito da dengue,Dengue,1.1,FALSE,BR-AM,2021-03,2025-07-30 17:23
dengue hemorrágica,Dengue,0.7,FALSE,BR-AM,2021-03,2025-07-30 17:23
sintomas de dengue,Dengue,0.5,FALSE,BR-AM,2021-03,2025-07-30 17:23
,Dengue,,,BR-AP,2021-03,2025-07-30 17:23
febre amarela,Dengue,1636,TRUE,BR-BA,2021-03,2025-07-30 17:23
"sintomas da dengue, zika e chikungunya",Dengue,505.5,TRUE,BR-BA,2021-03,2025-07-30 17:23
sintoma de dengue,Dengue,0.5,FALSE,BR-BA,2021-03,2025-07-30 17:23
sintoma da dengue,Dengue,1062.5,TRUE,BR-CE,2021-03,2025-07-30 17:23
quais são os sintomas da dengue,Dengue,703.5,TRUE,BR-CE,2021-03,2025-07-30 17:23
quais os sintomas da dengue,Dengue,0.8,FALSE,BR-CE,2021-03,2025-07-30 17:23
dengue hemorrágica,Dengue,0.6,FALSE,BR-CE,2021-03,2025-07-30 17:23
sintomas de covid,Dengue,3938.5,TRUE,BR-DF,2021-03,2025-07-30 17:23
remédio para dengue,Dengue,1091.5,TRUE,BR-DF,2021-03,2025-07-30 17:23
quais são os sintomas da dengue,Dengue,978,TRUE,BR-DF,2021-03,2025-07-30 17:23
dengue tratamento,Dengue,1.1,FALSE,BR-DF,2021-03,2025-07-30 17:23
dengue hemorrágica,Dengue,0.9,FALSE,BR-DF,2021-03,2025-07-30 17:23
sintomas dengue x covid,Dengue,0.8,FALSE,BR-DF,2021-03,2025-07-30 17:23
sintomas de dengue,Dengue,0.7,FALSE,BR-DF,2021-03,2025-07-30 17:23
,Dengue,,,BR-ES,2021-03,2025-07-30 17:23
quais os sintomas da covid 19,Dengue,436,TRUE,BR-GO,2021-03,2025-07-30 17:23
exame de dengue,Dengue,0.5,FALSE,BR-GO,2021-03,2025-07-30 17:23
dengue da diarreia,Dengue,0.5,FALSE,BR-GO,2021-03,2025-07-30 17:23
sintoma de dengue,Dengue,0.5,FALSE,BR-GO,2021-03,2025-07-30 17:23
,Dengue,,,BR-MA,2021-03,2025-07-30 17:23
tratamento da dengue,Dengue,539.5,TRUE,BR-MG,2021-03,2025-07-30 17:23
sintomas do coronavirus,Dengue,354,TRUE,BR-MG,2021-03,2025-07-30 17:23
sintomas dengue leve,Dengue,347.5,TRUE,BR-MG,2021-03,2025-07-30 17:23
casos de dengue 2021,Dengue,336,TRUE,BR-MG,2021-03,2025-07-30 17:23
sorologia para dengue,Dengue,274.5,TRUE,BR-MG,2021-03,2025-07-30 17:23
dengue passa de uma pessoa para outra,Dengue,202,TRUE,BR-MG,2021-03,2025-07-30 17:23
foto do mosquito da dengue,Dengue,190,TRUE,BR-MG,2021-03,2025-07-30 17:23
sintomas da dengue clássica,Dengue,188.5,TRUE,BR-MG,2021-03,2025-07-30 17:23
sintomas de dengue e covid,Dengue,3,FALSE,BR-MG,2021-03,2025-07-30 17:23
dengue sintomas iniciais,Dengue,1.2,FALSE,BR-MG,2021-03,2025-07-30 17:23
dengue dura quantos dias,Dengue,1.2,FALSE,BR-MG,2021-03,2025-07-30 17:23
sintoma de dengue,Dengue,0.8,FALSE,BR-MG,2021-03,2025-07-30 17:23
vacina da dengue,Dengue,0.5,FALSE,BR-MG,2021-03,2025-07-30 17:23
quais sintomas da dengue,Dengue,0.6,FALSE,BR-MS,2021-03,2025-07-30 17:23
tratamentos para dengue,Dengue,1245,TRUE,BR-MT,2021-03,2025-07-30 17:23
sintomas da dengue comum,Dengue,680.5,TRUE,BR-MT,2021-03,2025-07-30 17:23
sintoma de dengue,Dengue,0.9,FALSE,BR-MT,2021-03,2025-07-30 17:23
dengue igg reagente,Dengue,0.5,FALSE,BR-MT,2021-03,2025-07-30 17:23
sintomas do covid,Dengue,1353,TRUE,BR-PA,2021-03,2025-07-30 17:23
dengue hemorrágica,Dengue,2331.5,TRUE,BR-PB,2021-03,2025-07-30 17:23
mosquito da dengue,Dengue,0.5,FALSE,BR-PB,2021-03,2025-07-30 17:23
para alguns cientistas o aquecimento global,Dengue,7466,TRUE,BR-PE,2021-03,2025-07-30 17:23
"para alguns cientistas, o aquecimento global é um fenômeno natural resultante da transição do planeta terra da era glacial para a interglacial. porém, a maioria dos cientistas atribui às atividades humanas o aumento da temperatura nessas últimas décadas.",Dengue,6876.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
existem dois processos fundamentais para a manutenção da vida na terra que se complementam. esses processos são conhecidos como fotossíntese e respiração celular. a relação existente entre eles está no fato de as substâncias tidas como produto na fotossíntese serem utilizadas como reagentes na respiração celular.,Dengue,6110.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
esse organoide é encontrado em grande quantidade nas células responsáveis pela,Dengue,4860,TRUE,BR-PE,2021-03,2025-07-30 17:23
"para alguns cientistas, o aquecimento global é um fenômeno natural resultante da transição do planeta terra da era glacial para a interglacial. porém, a maioria dos cientistas atribui às atividades humanas o aumento da temperatura nessas últimas décadas. uma atividade humana relacionada a esse fenômeno é",Dengue,3346,TRUE,BR-PE,2021-03,2025-07-30 17:23
a soja transgênica produzida no brasil apresenta um gene que a torna resistente ao herbicida glifosato.,Dengue,3324,TRUE,BR-PE,2021-03,2025-07-30 17:23
a soja transgênica produzida no brasil apresenta um gene que a torna resistente ao herbicida glifosato. um impacto que essa tecnologia pode gerar é,Dengue,3257.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
uma atividade humana relacionada a esse fenômeno é,Dengue,3174,TRUE,BR-PE,2021-03,2025-07-30 17:23
um dos objetivos da comparação entre sequências de dna é,Dengue,2771,TRUE,BR-PE,2021-03,2025-07-30 17:23
"ecologicamente, esses fungos participam da",Dengue,2518,TRUE,BR-PE,2021-03,2025-07-30 17:23
"bruna tinha uma amostra de cobre que recebeu uma quantidade de calor igual a 400 cal. por curiosidade, ela queria saber qual era a capacidade térmica dessa amostra. sabe-se que sua temperatura variou 50 oc.",Dengue,2360,TRUE,BR-PE,2021-03,2025-07-30 17:23
"o número de internações por doenças como diarreia, leptospirose e dengue é, ainda, bastante elevado no brasil, principalmente, nas regiões norte e nordeste. esse fato está relacionado à deficiência do saneamento básico dessas regiões. à inexistência de campanhas preventivas nessas regiões. à negligência quanto aos hábitos de higiene nessas regiões. às alterações climáticas constantes nessas regiões. às características físicas das pessoas dessas regiões.",Dengue,2355.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
quais os sintomas da dengue,Dengue,2150.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
"bruna tinha uma amostra de cobre que recebeu uma quantidade de calor igual a 400 cal. por curiosidade, ela queria saber qual era a capacidade térmica dessa amostra. sabe-se que sua temperatura variou 50 oc. qual era o valor da capacidade térmica dessa amostra?",Dengue,1992,TRUE,BR-PE,2021-03,2025-07-30 17:23
"o dna é encontrado em todas as células do nosso corpo e possui todas as informações necessárias para gerar um ser vivo. existe uma grande variação na sequência do dna de pessoa para pessoa, fazendo com que seja praticamente impossível encontrar duas pessoas com a mesma sequência.",Dengue,1968,TRUE,BR-PE,2021-03,2025-07-30 17:23
organoide citoplasmático,Dengue,1479.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
a imagem abaixo mostra uma espécie de fungo,Dengue,1437.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
"o esquema abaixo representa um processo de especiação ocorrido em uma região, cujo centro e periferia apresentam condições ambientais distintas.",Dengue,1405.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
"os vírus são seres diminutos, com dimensões observáveis apenas ao microscópio eletrônico. basicamente são constituídos por ácido nucleico, que pode ser o dna ou rna, envolvido por um invólucro proteico que protege o material genético, e combina-se quimicamente com receptores membranares das células parasitadas.",Dengue,1169.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
"a vegetação característica desse bioma apresenta folhas grandes, lisas e brilhantes com pontas em forma de goteiras. raízes do tipo pneumatóforos e folhas com glândulas de excreção de sal. raízes profundas, caules retorcidos e folhas largas com muitos estômatos. talos grossos e folhas reduzidas ou transformadas em espinhos. vasto sistema de raízes, folhas estreitas e caules bastante flexíveis.",Dengue,1099.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
quais são os sintomas da dengue,Dengue,842.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
dengue é contagiosa,Dengue,802.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
existem dois processos fundamentais para a manutenção da vida na terra que se complementam,Dengue,673.5,TRUE,BR-PE,2021-03,2025-07-30 17:23
"o número de internações por doenças como diarreia, leptospirose e dengue é, ainda, bastante elevado no brasil, principalmente, nas regiões norte e nordeste.",Dengue,8,FALSE,BR-PE,2021-03,2025-07-30 17:23
existem dois processos fundamentais para a manutenção da vida na terra que se complementam. esses processos são conhecidos como fotossíntese e respiração celular. a relação existente entre eles está no fato de as substâncias tidas como produto na fotossíntese serem utilizadas como reagentes na respiração celular. uma dessas substâncias é o,Dengue,4,FALSE,BR-PE,2021-03,2025-07-30 17:23
sintomas de dengue,Dengue,1.3,FALSE,BR-PI,2021-03,2025-07-30 17:23
dengue sintomas,Dengue,1,FALSE,BR-PI,2021-03,2025-07-30 17:23
sintomas da dengue,Dengue,0.5,FALSE,BR-PI,2021-03,2025-07-30 17:23
"a dengue é uma importante doença viral que afeta várias pessoas todos os anos, provocando febre alta, manchas na pele e dores nas articulações. é uma doença comum em épocas quentes e chuvosas do ano, portanto, é importante que algumas medidas sejam tomadas durante esse período. agora olhe no seu jardim, nos lugares em que você passa e aponte o que não pode ter nesses espaços que possam servir de criadouro do mosquito transmissor?",Dengue,1626.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
"a dengue é uma doença viral que acomete várias pessoas, levando muitas à morte. os vetores dessa doença são mosquitos do gênero aedes. sobre a transmissão da dengue e seu vetor, marque a alternativa correta.",Dengue,1082.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
prevenção da dengue,Dengue,809.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
esses textos são de um gênero literário específico. assinale a alternativa que indica qual é esse gênero e quais os elementos narrativos que apresentam.,Dengue,798.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
"escalar é a atividade de usar as mãos, os pés ou qualquer outra parte do corpo para subir um objeto topográfico íngreme, é feito por locomoção, recreação e competição, e dentro de ofícios que dependem da ascensão, como resgate de emergência e operações militares. pode ser realizado em ambientes internos e externos, em estruturas naturais e artificiais. diante disso, como podemos definir a modalidade boulder da escalada?",Dengue,749,TRUE,BR-PR,2021-03,2025-07-30 17:23
"gabriel recebe seu salário e o gasta por impulso. um dia conheceu rebeca, que entende bem de educação financeira e faz uso de um orçamento financeiro. gabriel, então, começou a perceber que consome de forma inconsciente, por isso ele deve mudar algumas ações. qual seria a melhor forma de gabriel organizar seus gastos?",Dengue,689.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
teste de dengue,Dengue,678.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
assinale a alternativa correta a respeito do parnasianismo?,Dengue,563,TRUE,BR-PR,2021-03,2025-07-30 17:23
quais os sintomas do covid,Dengue,420.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
remedio pra dengue,Dengue,317.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
mortes por dengue 2021,Dengue,282,TRUE,BR-PR,2021-03,2025-07-30 17:23
"a dengue é uma doença comum em épocas quentes e chuvosas do ano, portanto, é importante que algumas medidas sejam tomadas durante esse período. todas as alternativas abaixo indicam medidas que ajudam a barrar a reprodução do mosquito transmissor, exceto",Dengue,221.5,TRUE,BR-PR,2021-03,2025-07-30 17:23
qual o tratamento para dengue,Dengue,162,TRUE,BR-PR,2021-03,2025-07-30 17:23
dengue transmissão,Dengue,7,FALSE,BR-PR,2021-03,2025-07-30 17:23
qual é a primeira determinação do ângulo de 1080°?,Dengue,7,FALSE,BR-PR,2021-03,2025-07-30 17:23
como é o mosquito da dengue,Dengue,3.5,FALSE,BR-PR,2021-03,2025-07-30 17:23
dengue prevenção,Dengue,3,FALSE,BR-PR,2021-03,2025-07-30 17:23
manchas de dengue,Dengue,2.5,FALSE,BR-PR,2021-03,2025-07-30 17:23
sintomas da dengue zika e chikungunya,Dengue,1426,TRUE,BR-RJ,2021-03,2025-07-30 17:23
dengue 2021,Dengue,1.9,FALSE,BR-RJ,2021-03,2025-07-30 17:23
chikungunya sintomas,Dengue,1.2,FALSE,BR-RJ,2021-03,2025-07-30 17:23
sintomas do covid 19,Dengue,0.6,FALSE,BR-RJ,2021-03,2025-07-30 17:23
mortes dengue 2021,Dengue,0.5,FALSE,BR-RJ,2021-03,2025-07-30 17:23
dengue transmissão,Dengue,0.5,FALSE,BR-RJ,2021-03,2025-07-30 17:23
casos de dengue,Dengue,0.4,FALSE,BR-RJ,2021-03,2025-07-30 17:23
zika sintomas,Dengue,0.4,FALSE,BR-RJ,2021-03,2025-07-30 17:23
sintomas do covid,Dengue,3147,TRUE,BR-RN,2021-03,2025-07-30 17:23
mosquito da dengue,Dengue,0.4,FALSE,BR-RN,2021-03,2025-07-30 17:23
