topicTitle,topicId,value,geo,keyword,time,sys_time
Influenza,/m/0cycc,8,BR-ES,Dengue,2020-12,2025-07-22 18:39
Health,/m/0kt51,8,BR-ES,Dengue,2020-12,2025-07-22 18:39
Reproduction,/m/06kcv,7,BR-ES,Dengue,2020-12,2025-07-22 18:39
Animal,/m/0jbk,6,BR-ES,Dengue,2020-12,2025-07-22 18:39
Infection,/m/098s1,6,BR-ES,Dengue,2020-12,2025-07-22 18:39
Bleeding,/m/012n6x,6,BR-ES,Dengue,2020-12,2025-07-22 18:39
Transmission,/m/036991,5,BR-ES,Dengue,2020-12,2025-07-22 18:39
Liver,/m/04p8w,5,BR-ES,Dengue,2020-12,2025-07-22 18:39
Cell,/m/01cbd,5,BR-ES,Dengue,2020-12,2025-07-22 18:39
Pharmaceutical drug,/m/018l35,4,BR-ES,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,4,BR-ES,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-GO,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,38,BR-GO,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,33,BR-GO,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,33,BR-GO,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,14,BR-GO,Dengue,2020-12,2025-07-22 18:39
Zika fever,/m/02vkznh,13,BR-GO,Dengue,2020-12,2025-07-22 18:39
Coronavirus,/m/01cpyy,10,BR-GO,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,9,BR-GO,Dengue,2020-12,2025-07-22 18:39
Vaccine,/m/07__7,9,BR-GO,Dengue,2020-12,2025-07-22 18:39
Larva,/m/0d9_3,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Physics,/m/05qjt,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Body,/m/0180q,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Platelet,/m/01bw6w,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Fever,/m/0cjf0,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,8,BR-GO,Dengue,2020-12,2025-07-22 18:39
Therapy,/m/03c1dkx,7,BR-GO,Dengue,2020-12,2025-07-22 18:39
International Classification of Diseases,/m/03zlr,6,BR-GO,Dengue,2020-12,2025-07-22 18:39
Malaria,/m/0542n,6,BR-GO,Dengue,2020-12,2025-07-22 18:39
Diarrhea,/m/0f3kl,5,BR-GO,Dengue,2020-12,2025-07-22 18:39
Cholera,/m/024c2,5,BR-GO,Dengue,2020-12,2025-07-22 18:39
Combat,/m/0byj4,5,BR-GO,Dengue,2020-12,2025-07-22 18:39
Abdominal pain,/m/02tfl8,5,BR-GO,Dengue,2020-12,2025-07-22 18:39
Hepatitis B,/m/0167bx,4,BR-GO,Dengue,2020-12,2025-07-22 18:39
Metamizole,/m/08j19g,4,BR-GO,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,100,BR-MA,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,68,BR-MA,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,55,BR-MA,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,51,BR-MA,Dengue,2020-12,2025-07-22 18:39
Water,/m/0838f,43,BR-MA,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,42,BR-MA,Dengue,2020-12,2025-07-22 18:39
Health,/m/0kt51,40,BR-MA,Dengue,2020-12,2025-07-22 18:39
Bleeding,/m/012n6x,36,BR-MA,Dengue,2020-12,2025-07-22 18:39
Life,/m/04nr2,35,BR-MA,Dengue,2020-12,2025-07-22 18:39
Yellow fever,/m/087z2,33,BR-MA,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,30,BR-MA,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,29,BR-MA,Dengue,2020-12,2025-07-22 18:39
HIV/AIDS,/m/0d19y2,28,BR-MA,Dengue,2020-12,2025-07-22 18:39
Transmission,/m/036991,26,BR-MA,Dengue,2020-12,2025-07-22 18:39
Being,/m/015ns,23,BR-MA,Dengue,2020-12,2025-07-22 18:39
Larva,/m/0d9_3,22,BR-MA,Dengue,2020-12,2025-07-22 18:39
Ministry of Health of Brazil,/m/0c3ty1w,22,BR-MA,Dengue,2020-12,2025-07-22 18:39
Fever,/m/0cjf0,21,BR-MA,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,21,BR-MA,Dengue,2020-12,2025-07-22 18:39
Organism,/m/05nnm,21,BR-MA,Dengue,2020-12,2025-07-22 18:39
Bacteria,/m/017q2,20,BR-MA,Dengue,2020-12,2025-07-22 18:39
Population,/g/121kwdbx,18,BR-MA,Dengue,2020-12,2025-07-22 18:39
Species,/m/06zf0,17,BR-MA,Dengue,2020-12,2025-07-22 18:39
Natural person,/m/01_h7_,16,BR-MA,Dengue,2020-12,2025-07-22 18:39
Animal,/m/0jbk,16,BR-MA,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-MG,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,39,BR-MG,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,33,BR-MG,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,32,BR-MG,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,21,BR-MG,Dengue,2020-12,2025-07-22 18:39
Pain,/m/062t2,14,BR-MG,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,13,BR-MG,Dengue,2020-12,2025-07-22 18:39
Zika fever,/m/02vkznh,10,BR-MG,Dengue,2020-12,2025-07-22 18:39
Health,/m/0kt51,9,BR-MG,Dengue,2020-12,2025-07-22 18:39
Body,/m/0180q,8,BR-MG,Dengue,2020-12,2025-07-22 18:39
Fever,/m/0cjf0,8,BR-MG,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,8,BR-MG,Dengue,2020-12,2025-07-22 18:39
Information,/m/03y39,8,BR-MG,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,7,BR-MG,Dengue,2020-12,2025-07-22 18:39
Larva,/m/0d9_3,7,BR-MG,Dengue,2020-12,2025-07-22 18:39
Bleeding,/m/012n6x,6,BR-MG,Dengue,2020-12,2025-07-22 18:39
Infection,/m/098s1,6,BR-MG,Dengue,2020-12,2025-07-22 18:39
Dengue vaccine,/m/0115n7rn,6,BR-MG,Dengue,2020-12,2025-07-22 18:39
Combat,/m/0byj4,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
Transmission,/m/036991,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
Diarrhea,/m/0f3kl,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
Tuberculosis,/m/07jwr,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
Headache,/m/0j5fv,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
Bacteria,/m/017q2,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
HIV/AIDS,/m/0d19y2,5,BR-MG,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-MS,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,37,BR-MS,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,21,BR-MS,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,15,BR-MS,Dengue,2020-12,2025-07-22 18:39
Body,/m/0180q,12,BR-MS,Dengue,2020-12,2025-07-22 18:39
Coronavirus,/m/01cpyy,11,BR-MS,Dengue,2020-12,2025-07-22 18:39
Skin,/m/06z04,8,BR-MS,Dengue,2020-12,2025-07-22 18:39
Cure,/m/0405g08,8,BR-MS,Dengue,2020-12,2025-07-22 18:39
Transmission,/m/036991,7,BR-MS,Dengue,2020-12,2025-07-22 18:39
Bleeding,/m/012n6x,7,BR-MS,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,6,BR-MS,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,6,BR-MS,Dengue,2020-12,2025-07-22 18:39
International Classification of Diseases,/m/03zlr,5,BR-MS,Dengue,2020-12,2025-07-22 18:39
Fever,/m/0cjf0,4,BR-MS,Dengue,2020-12,2025-07-22 18:39
Headache,/m/0j5fv,4,BR-MS,Dengue,2020-12,2025-07-22 18:39
Influenza,/m/0cycc,4,BR-MS,Dengue,2020-12,2025-07-22 18:39
Acetaminophen,/m/0lbt3,4,BR-MS,Dengue,2020-12,2025-07-22 18:39
Platelet,/m/01bw6w,3,BR-MS,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-MT,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,39,BR-MT,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,26,BR-MT,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,24,BR-MT,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,22,BR-MT,Dengue,2020-12,2025-07-22 18:39
Coronavirus,/m/01cpyy,10,BR-MT,Dengue,2020-12,2025-07-22 18:39
Zika fever,/m/02vkznh,10,BR-MT,Dengue,2020-12,2025-07-22 18:39
Bleeding,/m/012n6x,10,BR-MT,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,10,BR-MT,Dengue,2020-12,2025-07-22 18:39
Yellow fever,/m/087z2,10,BR-MT,Dengue,2020-12,2025-07-22 18:39
Infection,/m/098s1,10,BR-MT,Dengue,2020-12,2025-07-22 18:39
Immunoglobulin G,/m/02gsf4,9,BR-MT,Dengue,2020-12,2025-07-22 18:39
Vaccine,/m/07__7,9,BR-MT,Dengue,2020-12,2025-07-22 18:39
Fever,/m/0cjf0,8,BR-MT,Dengue,2020-12,2025-07-22 18:39
Health,/m/0kt51,6,BR-MT,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,6,BR-MT,Dengue,2020-12,2025-07-22 18:39
Back pain,/m/0142ky,5,BR-MT,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,5,BR-MT,Dengue,2020-12,2025-07-22 18:39
Reagent,/m/0197z2,5,BR-MT,Dengue,2020-12,2025-07-22 18:39
Transmission,/m/036991,5,BR-MT,Dengue,2020-12,2025-07-22 18:39
Culture,/m/01ws5,5,BR-MT,Dengue,2020-12,2025-07-22 18:39
International Classification of Diseases,/m/03zlr,4,BR-MT,Dengue,2020-12,2025-07-22 18:39
Cause,/m/0j276x9,4,BR-MT,Dengue,2020-12,2025-07-22 18:39
Influenza,/m/0cycc,3,BR-MT,Dengue,2020-12,2025-07-22 18:39
Wrestling,/m/036vg6,2,BR-MT,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-PA,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,66,BR-PA,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,65,BR-PA,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,62,BR-PA,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,50,BR-PA,Dengue,2020-12,2025-07-22 18:39
Zika fever,/m/02vkznh,36,BR-PA,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,30,BR-PA,Dengue,2020-12,2025-07-22 18:39
Epidemic,/m/0hn9s,29,BR-PA,Dengue,2020-12,2025-07-22 18:39
Oxygen,/m/025s6bf,27,BR-PA,Dengue,2020-12,2025-07-22 18:39
Health,/m/0kt51,26,BR-PA,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,24,BR-PA,Dengue,2020-12,2025-07-22 18:39
Yellow fever,/m/087z2,24,BR-PA,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,24,BR-PA,Dengue,2020-12,2025-07-22 18:39
Bacteria,/m/017q2,23,BR-PA,Dengue,2020-12,2025-07-22 18:39
Influenza,/m/0cycc,23,BR-PA,Dengue,2020-12,2025-07-22 18:39
Dengue vaccine,/m/0115n7rn,21,BR-PA,Dengue,2020-12,2025-07-22 18:39
Vaccine,/m/07__7,20,BR-PA,Dengue,2020-12,2025-07-22 18:39
Hepatitis A,/m/01yjzm,19,BR-PA,Dengue,2020-12,2025-07-22 18:39
Organism,/m/05nnm,19,BR-PA,Dengue,2020-12,2025-07-22 18:39
Combat,/m/0byj4,19,BR-PA,Dengue,2020-12,2025-07-22 18:39
Musical note,/m/05jcn,19,BR-PA,Dengue,2020-12,2025-07-22 18:39
Victim,/g/121qg286,17,BR-PA,Dengue,2020-12,2025-07-22 18:39
Cell,/m/01cbd,16,BR-PA,Dengue,2020-12,2025-07-22 18:39
Cholera,/m/024c2,16,BR-PA,Dengue,2020-12,2025-07-22 18:39
Body,/m/0180q,16,BR-PA,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-PB,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,41,BR-PB,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,32,BR-PB,Dengue,2020-12,2025-07-22 18:39
Therapy,/m/03c1dkx,32,BR-PB,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,28,BR-PB,Dengue,2020-12,2025-07-22 18:39
Health,/m/0kt51,22,BR-PB,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,21,BR-PB,Dengue,2020-12,2025-07-22 18:39
Structure,/m/0n68_,21,BR-PB,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,20,BR-PB,Dengue,2020-12,2025-07-22 18:39
Bleeding,/m/012n6x,16,BR-PB,Dengue,2020-12,2025-07-22 18:39
Cause,/m/0j276x9,15,BR-PB,Dengue,2020-12,2025-07-22 18:39
Cure,/m/0405g08,15,BR-PB,Dengue,2020-12,2025-07-22 18:39
Pharmaceutical drug,/m/018l35,14,BR-PB,Dengue,2020-12,2025-07-22 18:39
Zika fever,/m/02vkznh,13,BR-PB,Dengue,2020-12,2025-07-22 18:39
Influenza,/m/0cycc,12,BR-PB,Dengue,2020-12,2025-07-22 18:39
Malaria,/m/0542n,12,BR-PB,Dengue,2020-12,2025-07-22 18:39
Transmission,/m/036991,11,BR-PB,Dengue,2020-12,2025-07-22 18:39
Population,/g/121kwdbx,10,BR-PB,Dengue,2020-12,2025-07-22 18:39
Diagnosis,/g/155pjm37,9,BR-PB,Dengue,2020-12,2025-07-22 18:39
Skin,/m/06z04,9,BR-PB,Dengue,2020-12,2025-07-22 18:39
Patient,/m/028hfb,8,BR-PB,Dengue,2020-12,2025-07-22 18:39
Organism,/m/05nnm,8,BR-PB,Dengue,2020-12,2025-07-22 18:39
Aedes,/m/01yz26,6,BR-PB,Dengue,2020-12,2025-07-22 18:39
Symptom,/m/01b_06,100,BR-PE,Dengue,2020-12,2025-07-22 18:39
Disease,/m/027x3,34,BR-PE,Dengue,2020-12,2025-07-22 18:39
COVID-19,/g/11j2cc_qll,32,BR-PE,Dengue,2020-12,2025-07-22 18:39
Chikungunya virus infection,/m/01__7l,28,BR-PE,Dengue,2020-12,2025-07-22 18:39
Yellow fever mosquito,/m/06y6_w,25,BR-PE,Dengue,2020-12,2025-07-22 18:39
Mosquito,/m/09f96,25,BR-PE,Dengue,2020-12,2025-07-22 18:39
Virus,/m/0g9pc,25,BR-PE,Dengue,2020-12,2025-07-22 18:39
Zika fever,/m/02vkznh,19,BR-PE,Dengue,2020-12,2025-07-22 18:39
Fever,/m/0cjf0,18,BR-PE,Dengue,2020-12,2025-07-22 18:39
Epidemic,/m/0hn9s,16,BR-PE,Dengue,2020-12,2025-07-22 18:39
Pain,/m/062t2,15,BR-PE,Dengue,2020-12,2025-07-22 18:39
