topSearches,value,geo,keyword,time,sys_time
dengue,100,BR-AC,Dengue,2023-02,2025-07-23 15:11
sintomas de dengue,10,BR-AC,Dengue,2023-02,2025-07-23 15:11
sintomas da dengue,6,BR-AC,Dengue,2023-02,2025-07-23 15:11
dengue,100,BR-AL,Dengue,2023-02,2025-07-23 15:11
dengue sintomas,29,BR-AL,Dengue,2023-02,2025-07-23 15:11
sintomas de dengue,13,BR-AL,Dengue,2023-02,2025-07-23 15:11
sintomas da dengue,10,BR-AL,Dengue,2023-02,2025-07-23 15:11
dengue,100,BR-AM,Dengue,2023-02,2025-07-23 15:11
dengue sintomas,27,BR-AM,Dengue,2023-02,2025-07-23 15:11
sintomas de dengue,16,BR-AM,Dengue,2023-02,2025-07-23 15:11
sintomas da dengue,12,BR-AM,Dengue,2023-02,2025-07-23 15:11
malaria,3,BR-AM,Dengue,2023-02,2025-07-23 15:11
dengue é contagioso,1,BR-AM,Dengue,2023-02,2025-07-23 15:11
dengue sintomas,100,BR-AP,Dengue,2023-02,2025-07-23 15:11
sintomas de dengue,13,BR-AP,Dengue,2023-02,2025-07-23 15:11
dengue,100,BR-BA,Dengue,2023-02,2025-07-23 15:11
dengue sintomas,30,BR-BA,Dengue,2023-02,2025-07-23 15:11
sintomas de dengue,15,BR-BA,Dengue,2023-02,2025-07-23 15:11
sintomas da dengue,10,BR-BA,Dengue,2023-02,2025-07-23 15:11
chikungunya,8,BR-BA,Dengue,2023-02,2025-07-23 15:11
mosquito da dengue,7,BR-BA,Dengue,2023-02,2025-07-23 15:11
chikungunya sintomas,5,BR-BA,Dengue,2023-02,2025-07-23 15:11
dengue hemorrágica,4,BR-BA,Dengue,2023-02,2025-07-23 15:11
cid dengue,3,BR-BA,Dengue,2023-02,2025-07-23 15:11
remedio para dengue,2,BR-BA,Dengue,2023-02,2025-07-23 15:11
quais os sintomas da dengue,2,BR-BA,Dengue,2023-02,2025-07-23 15:11
sintomas da chikungunya,2,BR-BA,Dengue,2023-02,2025-07-23 15:11
dengue zika e chikungunya,2,BR-BA,Dengue,2023-02,2025-07-23 15:11
remédio para dengue,1,BR-BA,Dengue,2023-02,2025-07-23 15:11
dengue online,1,BR-BA,Dengue,2023-02,2025-07-23 15:11
dengue hemorrágica sintomas,1,BR-BA,Dengue,2023-02,2025-07-23 15:11
dengue é contagioso,1,BR-BA,Dengue,2023-02,2025-07-23 15:11
