risingSearches,keyword,value,unknown,geo,time,sys_time
,/m/09wsg,,,BR-AC,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-AL,2023-09,2025-07-31 14:35
mosquito da dengue,/m/09wsg,1.1,FALSE,BR-AM,2023-09,2025-07-31 14:35
sintomas de dengue,/m/09wsg,0.7,FALSE,BR-AM,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-AP,2023-09,2025-07-31 14:35
gripe,/m/09wsg,1.3,FALSE,BR-BA,2023-09,2025-07-31 14:35
prevenção da dengue,/m/09wsg,0.5,FALSE,BR-BA,2023-09,2025-07-31 14:35
mosquito da dengue,/m/09wsg,0.7,FALSE,BR-CE,2023-09,2025-07-31 14:35
mosquito da dengue,/m/09wsg,0.7,FALSE,BR-DF,2023-09,2025-07-31 14:35
sintomas de dengue,/m/09wsg,0.7,FALSE,BR-DF,2023-09,2025-07-31 14:35
chikungunya,/m/09wsg,1.4,FALSE,BR-ES,2023-09,2025-07-31 14:35
dengue hemorrágica sintomas,/m/09wsg,1.1,FALSE,BR-GO,2023-09,2025-07-31 14:35
quais os sintomas da dengue,/m/09wsg,0.6,FALSE,BR-GO,2023-09,2025-07-31 14:35
mosquito da dengue,/m/09wsg,0.5,FALSE,BR-GO,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-MA,2023-09,2025-07-31 14:35
dengue sintomas iniciais,/m/09wsg,535.5,TRUE,BR-MG,2023-09,2025-07-31 14:35
sintomas de dengue leve,/m/09wsg,200,TRUE,BR-MG,2023-09,2025-07-31 14:35
dengue da dor de garganta,/m/09wsg,0.5,FALSE,BR-MG,2023-09,2025-07-31 14:35
sintomas da dengue,/m/09wsg,1.2,FALSE,BR-MS,2023-09,2025-07-31 14:35
mosquito da dengue,/m/09wsg,1,FALSE,BR-MS,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-MT,2023-09,2025-07-31 14:35
leishmaniose,/m/09wsg,3032.5,TRUE,BR-PA,2023-09,2025-07-31 14:35
esquistossomose,/m/09wsg,0.9,FALSE,BR-PA,2023-09,2025-07-31 14:35
leptospirose,/m/09wsg,0.6,FALSE,BR-PA,2023-09,2025-07-31 14:35
sintomas da dengue,/m/09wsg,8124.5,TRUE,BR-PB,2023-09,2025-07-31 14:35
sintomas de dengue,/m/09wsg,0.5,FALSE,BR-PB,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-PE,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-PI,2023-09,2025-07-31 14:35
sintomas de dengue leve,/m/09wsg,634,TRUE,BR-PR,2023-09,2025-07-31 14:35
sintomas da dengue no corpo,/m/09wsg,2.5,FALSE,BR-PR,2023-09,2025-07-31 14:35
sintomas de dengue hemorrágica,/m/09wsg,298,TRUE,BR-RJ,2023-09,2025-07-31 14:35
sintomas covid,/m/09wsg,4,FALSE,BR-RJ,2023-09,2025-07-31 14:35
dengue é contagioso,/m/09wsg,0.7,FALSE,BR-RJ,2023-09,2025-07-31 14:35
dengue tratamento,/m/09wsg,0.5,FALSE,BR-RJ,2023-09,2025-07-31 14:35
sintomas de chikungunya,/m/09wsg,0.4,FALSE,BR-RJ,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-RN,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-RO,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-RR,2023-09,2025-07-31 14:35
,/m/09wsg,,,BR-RS,2023-09,2025-07-31 14:35
dengue é transmissivel,/m/09wsg,1220,TRUE,BR-SC,2023-09,2025-07-31 14:35
quais são os sintomas da dengue,/m/09wsg,0.9,FALSE,BR-SC,2023-09,2025-07-31 14:35
sintomas de dengue,/m/09wsg,0.5,FALSE,BR-SE,2023-09,2025-07-31 14:35
como saber se esta com dengue,/m/09wsg,425,TRUE,BR-SP,2023-09,2025-07-31 14:35
morrissey dengue,/m/09wsg,299.5,TRUE,BR-SP,2023-09,2025-07-31 14:35
como podemos prevenir a dengue?,/m/09wsg,280,TRUE,BR-SP,2023-09,2025-07-31 14:35
o que é a covid-19?,/m/09wsg,162,TRUE,BR-SP,2023-09,2025-07-31 14:35
agente etiológico da dengue,/m/09wsg,3.5,FALSE,BR-SP,2023-09,2025-07-31 14:35
como ocorre a transmissão da dengue,/m/09wsg,3,FALSE,BR-SP,2023-09,2025-07-31 14:35
como ocorre a transmissão da dengue?,/m/09wsg,2,FALSE,BR-SP,2023-09,2025-07-31 14:35
manchas vermelhas no corpo,/m/09wsg,1.9,FALSE,BR-SP,2023-09,2025-07-31 14:35
como a falta de saneamento básico afeta o meio ambiente e as condições de vida das pessoas nas cidades?,/m/09wsg,1.6,FALSE,BR-SP,2023-09,2025-07-31 14:35
dengue da diarreia,/m/09wsg,1.6,FALSE,BR-SP,2023-09,2025-07-31 14:35
qual remedio não pode tomar com dengue,/m/09wsg,1.5,FALSE,BR-SP,2023-09,2025-07-31 14:35
sintomas de covid,/m/09wsg,1.4,FALSE,BR-SP,2023-09,2025-07-31 14:35
manchas de dengue,/m/09wsg,1.3,FALSE,BR-SP,2023-09,2025-07-31 14:35
sintomas da dengue hemorrágica,/m/09wsg,1.3,FALSE,BR-SP,2023-09,2025-07-31 14:35
sintomas de dengue em criança,/m/09wsg,1.2,FALSE,BR-SP,2023-09,2025-07-31 14:35
teste rapido dengue,/m/09wsg,0.9,FALSE,BR-SP,2023-09,2025-07-31 14:35
dengue da dor de garganta,/m/09wsg,0.9,FALSE,BR-SP,2023-09,2025-07-31 14:35
sintomas covid,/m/09wsg,0.8,FALSE,BR-SP,2023-09,2025-07-31 14:35
paracetamol dengue,/m/09wsg,0.8,FALSE,BR-SP,2023-09,2025-07-31 14:35
tuberculose,/m/09wsg,0.7,FALSE,BR-SP,2023-09,2025-07-31 14:35
dengue hemorragica,/m/09wsg,0.7,FALSE,BR-SP,2023-09,2025-07-31 14:35
vacina dengue preço,/m/09wsg,0.6,FALSE,BR-SP,2023-09,2025-07-31 14:35
existe vacina para dengue,/m/09wsg,0.6,FALSE,BR-SP,2023-09,2025-07-31 14:35
exame de dengue,/m/09wsg,0.6,FALSE,BR-SP,2023-09,2025-07-31 14:35
febre maculosa,/m/09wsg,0.5,FALSE,BR-SP,2023-09,2025-07-31 14:35
sintomas dengue,/m/09wsg,0.6,FALSE,BR-TO,2023-09,2025-07-31 14:35
morrissey dengue,/m/09wsg,75.5,TRUE,BR,2023-09,2025-07-31 14:35
quem tem dengue pode tomar dipirona,/m/09wsg,66.5,TRUE,BR,2023-09,2025-07-31 14:35
dengue on line,/m/09wsg,51.5,TRUE,BR,2023-09,2025-07-31 14:35
qual remedio tomar para dengue,/m/09wsg,4.5,FALSE,BR,2023-09,2025-07-31 14:35
como ocorre a transmissão da dengue?,/m/09wsg,4,FALSE,BR,2023-09,2025-07-31 14:35
como podemos prevenir a dengue?,/m/09wsg,3,FALSE,BR,2023-09,2025-07-31 14:35
o que é a covid-19?,/m/09wsg,2.5,FALSE,BR,2023-09,2025-07-31 14:35
aedes albopictus,/m/09wsg,2.5,FALSE,BR,2023-09,2025-07-31 14:35
sintomas de dengue em crianças,/m/09wsg,2,FALSE,BR,2023-09,2025-07-31 14:35
sintomas covid 2023,/m/09wsg,1.8,FALSE,BR,2023-09,2025-07-31 14:35
como ocorre a transmissão da dengue,/m/09wsg,1.7,FALSE,BR,2023-09,2025-07-31 14:35
sintomas do covid,/m/09wsg,1.7,FALSE,BR,2023-09,2025-07-31 14:35
imagens do mosquito da dengue,/m/09wsg,1.6,FALSE,BR,2023-09,2025-07-31 14:35
mancha de dengue,/m/09wsg,1.5,FALSE,BR,2023-09,2025-07-31 14:35
agente etiologico da dengue,/m/09wsg,1.3,FALSE,BR,2023-09,2025-07-31 14:35
sinais de alarme dengue,/m/09wsg,1.3,FALSE,BR,2023-09,2025-07-31 14:35
sintomas de covid,/m/09wsg,1.1,FALSE,BR,2023-09,2025-07-31 14:35
quem está com dengue pode tomar dipirona,/m/09wsg,1.1,FALSE,BR,2023-09,2025-07-31 14:35
fotos de manchas de dengue,/m/09wsg,1,FALSE,BR,2023-09,2025-07-31 14:35
dengue quantos dias de repouso,/m/09wsg,1,FALSE,BR,2023-09,2025-07-31 14:35
sintomas de covid 2023,/m/09wsg,0.9,FALSE,BR,2023-09,2025-07-31 14:35
vacina dengue 2023,/m/09wsg,0.9,FALSE,BR,2023-09,2025-07-31 14:35
cid a90,/m/09wsg,0.9,FALSE,BR,2023-09,2025-07-31 14:35
ciclo de vida do mosquito da dengue,/m/09wsg,0.9,FALSE,BR,2023-09,2025-07-31 14:35
sintomas covid,/m/09wsg,0.8,FALSE,BR,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-AC,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-AL,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-AM,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-AP,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-BA,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-CE,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-DF,2023-09,2025-07-31 14:35
chikungunya sintomas,/m/01__7l,0.6,FALSE,BR-ES,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-GO,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-MA,2023-09,2025-07-31 14:35
chikungunya transmissão,/m/01__7l,1.4,FALSE,BR-MG,2023-09,2025-07-31 14:35
zika virus,/m/01__7l,0.9,FALSE,BR-MG,2023-09,2025-07-31 14:35
chikungunya tratamento,/m/01__7l,0.5,FALSE,BR-MG,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-MS,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-MT,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-PA,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-PB,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-PE,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-PI,2023-09,2025-07-31 14:35
,/m/01__7l,,,BR-PR,2023-09,2025-07-31 14:35
