SE_SIN_PRI,casos_dengue,casos_chik,UF,casos_arbo,casos_srag,casos_covid,casos_influenza,casos_outros_srag,casos_na_srag
2020-04-26,3137,3,DF,3140,292,145,1,146,0
2020-05-03,149,4,RO,153,174,102,0,70,2
2020-05-03,128,1,AC,129,103,78,0,24,1
2020-05-03,80,0,AM,80,1085,906,0,169,10
2020-05-03,0,0,RR,0,44,41,0,3,0
2020-05-03,107,3,PA,110,2257,1668,0,509,80
2020-05-03,0,0,AP,0,122,104,0,18,0
2020-05-03,42,3,TO,45,122,72,0,45,5
2020-05-03,42,0,MA,42,1246,680,1,470,95
2020-05-03,99,5,PI,104,415,192,0,211,12
2020-05-03,1039,29,CE,1068,3460,2442,9,648,363
2020-05-03,214,198,RN,412,310,201,0,89,20
2020-05-03,175,21,PB,196,709,456,0,222,31
2020-05-03,668,39,PE,707,2890,2173,1,690,27
2020-05-03,90,10,AL,100,586,456,0,109,21
2020-05-03,36,8,SE,44,155,122,0,33,0
2020-05-03,5095,2648,BA,7743,878,536,0,342,0
2020-05-03,3284,135,MG,3419,1397,335,0,1007,55
2020-05-03,0,0,ES,0,457,283,1,169,4
2020-05-03,78,53,RJ,131,5020,3884,1,966,169
2020-05-03,5173,13,SP,5186,10092,6196,6,3813,78
2020-05-03,5819,13,PR,5832,796,142,0,654,0
2020-05-03,1065,2,SC,1067,319,90,0,227,2
2020-05-03,228,2,RS,230,761,263,0,498,0
2020-05-03,955,2,MS,957,155,20,0,135,0
2020-05-03,976,12,MT,988,436,310,0,97,29
2020-05-03,1940,0,GO,1940,311,114,0,197,0
2020-05-03,2693,14,DF,2707,340,215,0,125,0
2020-05-10,127,1,RO,128,223,135,0,82,6
2020-05-10,173,3,AC,176,157,131,0,26,0
2020-05-10,83,1,AM,84,1052,866,0,176,10
2020-05-10,0,0,RR,0,81,67,0,14,0
2020-05-10,62,0,PA,62,2170,1530,4,538,98
2020-05-10,2,0,AP,2,126,110,0,16,0
2020-05-10,43,0,TO,43,171,108,1,60,2
2020-05-10,29,3,MA,32,1192,669,1,423,99
2020-05-10,137,13,PI,150,500,300,0,186,14
2020-05-10,835,34,CE,869,3117,2200,7,588,322
2020-05-10,232,224,RN,456,412,298,0,93,21
2020-05-10,211,28,PB,239,738,517,0,184,37
2020-05-10,930,73,PE,1003,2876,2153,0,709,14
2020-05-10,76,7,AL,83,699,526,0,140,33
2020-05-10,30,28,SE,58,206,143,1,60,2
2020-05-10,4918,2665,BA,7583,1169,761,1,408,0
2020-05-10,2979,130,MG,3109,1565,388,0,1116,61
2020-05-10,0,0,ES,0,508,386,0,120,2
2020-05-10,61,42,RJ,103,4867,3672,2,1044,149
2020-05-10,4053,22,SP,4075,11515,7173,7,4244,94
2020-05-10,3999,6,PR,4005,937,230,0,707,0
2020-05-10,852,2,SC,854,373,126,0,241,6
2020-05-10,133,3,RS,136,812,249,0,563,0
2020-05-10,706,5,MS,711,185,45,0,140,0
2020-05-10,1021,7,MT,1028,735,604,0,88,43
2020-05-10,1779,0,GO,1779,358,149,0,209,0
2020-05-10,2208,2,DF,2210,409,296,0,113,0
2020-05-17,114,2,RO,116,204,150,0,53,1
2020-05-17,154,2,AC,156,117,91,0,26,0
2020-05-17,96,1,AM,97,767,574,0,170,23
2020-05-17,2,0,RR,2,121,115,0,6,0
2020-05-17,78,3,PA,81,1619,1090,0,459,70
2020-05-17,1,0,AP,1,117,104,0,13,0
2020-05-17,35,1,TO,36,141,80,0,59,2
2020-05-17,35,4,MA,39,951,536,0,331,84
2020-05-17,128,13,PI,141,539,347,1,178,13
2020-05-17,813,37,CE,850,2259,1560,6,461,232
2020-05-17,214,178,RN,392,478,365,0,77,36
2020-05-17,212,34,PB,246,767,588,0,153,26
2020-05-17,794,75,PE,869,2437,1668,0,744,25
2020-05-17,78,2,AL,80,657,494,0,127,36
2020-05-17,44,38,SE,82,223,178,0,44,1
2020-05-17,4386,2419,BA,6805,1241,880,0,361,0
2020-05-17,2379,100,MG,2479,1625,496,0,1057,72
2020-05-17,0,0,ES,0,513,393,0,116,4
2020-05-17,60,27,RJ,87,3834,2723,1,964,147
2020-05-17,2569,8,SP,2577,10652,6652,6,3916,79
2020-05-17,2614,7,PR,2621,990,270,0,719,1
2020-05-17,790,3,SC,793,407,177,0,226,4
2020-05-17,103,2,RS,105,850,275,0,575,0
2020-05-17,529,1,MS,530,236,67,0,169,0
2020-05-17,954,8,MT,962,1138,952,1,120,66
2020-05-17,1584,4,GO,1588,381,158,0,223,0
2020-05-17,1898,4,DF,1902,515,364,0,151,0
2020-05-24,88,3,RO,91,236,196,0,35,5
2020-05-24,125,3,AC,128,98,76,0,22,0
2020-05-24,76,1,AM,77,654,452,0,157,45
2020-05-24,0,0,RR,0,105,97,0,8,0
2020-05-24,63,1,PA,64,1198,803,0,329,66
2020-05-24,3,0,AP,3,120,110,0,9,1
2020-05-24,36,1,TO,37,158,102,0,51,5
2020-05-24,20,4,MA,24,656,357,1,258,40
2020-05-24,107,1,PI,108,493,342,1,128,22
2020-05-24,711,19,CE,730,1715,1152,2,404,157
2020-05-24,239,239,RN,478,506,410,0,63,33
2020-05-24,236,56,PB,292,699,521,0,160,18
2020-05-24,672,76,PE,748,2106,1334,0,734,38
2020-05-24,70,1,AL,71,606,459,0,112,35
2020-05-24,64,50,SE,114,242,209,1,31,1
2020-05-24,4284,2418,BA,6702,1342,938,1,404,0
2020-05-24,1669,77,MG,1746,1809,667,0,1078,64
2020-05-24,0,0,ES,0,518,390,0,124,4
2020-05-24,39,29,RJ,68,2931,2025,2,808,97
2020-05-24,1936,8,SP,1944,10150,6221,4,3847,79
2020-05-24,1734,2,PR,1736,1161,419,0,742,0
2020-05-24,656,2,SC,658,383,149,0,229,5
2020-05-24,49,1,RS,50,821,273,0,548,0
2020-05-24,400,0,MS,400,182,58,0,124,0
2020-05-24,780,11,MT,791,1369,1119,0,107,143
2020-05-24,1306,1,GO,1307,450,228,0,222,0
2020-05-24,1632,7,DF,1639,586,418,0,168,0
2020-05-31,74,1,RO,75,311,265,2,39,5
2020-05-31,111,1,AC,112,114,99,0,15,0
2020-05-31,60,2,AM,62,668,471,0,154,43
2020-05-31,0,0,RR,0,129,112,0,17,0
2020-05-31,37,5,PA,42,1177,778,0,348,51
2020-05-31,0,0,AP,0,117,108,0,9,0
2020-05-31,29,0,TO,29,220,133,0,77,10
2020-05-31,22,3,MA,25,711,337,3,311,61
2020-05-31,82,12,PI,94,732,507,0,186,39
2020-05-31,766,38,CE,804,1741,1148,4,422,167
2020-05-31,248,207,RN,455,647,512,0,96,39
2020-05-31,211,55,PB,266,661,474,0,170,17
2020-05-31,688,128,PE,816,1987,1235,0,725,27
2020-05-31,65,3,AL,68,650,478,0,140,32
2020-05-31,92,67,SE,159,304,270,0,33,1
2020-05-31,3962,2183,BA,6145,1483,1036,0,447,0
2020-05-31,1458,65,MG,1523,2519,1114,0,1316,89
2020-05-31,0,0,ES,0,555,441,0,107,7
2020-05-31,29,28,RJ,57,2959,1898,1,963,97
2020-05-31,1584,11,SP,1595,11470,6999,9,4362,106
2020-05-31,1069,3,PR,1072,1487,625,0,862,0
2020-05-31,419,4,SC,423,494,241,0,250,3
2020-05-31,31,0,RS,31,989,419,1,569,0
2020-05-31,293,4,MS,297,277,127,0,150,0
2020-05-31,667,8,MT,675,1756,1458,1,125,172
2020-05-31,1392,2,GO,1394,646,401,0,245,0
2020-05-31,1259,3,DF,1262,895,657,0,238,0
2020-06-07,63,2,RO,65,289,237,1,40,11
2020-06-07,84,1,AC,85,90,70,0,20,0
2020-06-07,65,0,AM,65,495,366,0,115,14
2020-06-07,1,1,RR,2,126,103,0,23,0
2020-06-07,26,4,PA,30,1074,671,0,349,54
2020-06-07,0,0,AP,0,67,58,0,9,0
2020-06-07,37,1,TO,38,152,90,0,55,7
2020-06-07,24,3,MA,27,570,263,6,246,55
2020-06-07,64,8,PI,72,762,550,0,151,61
2020-06-07,645,19,CE,664,1583,1043,0,383,157
2020-06-07,250,232,RN,482,571,480,0,68,23
2020-06-07,164,70,PB,234,601,403,0,177,21
2020-06-07,614,147,PE,761,1665,1017,0,625,23
2020-06-07,80,4,AL,84,558,390,1,146,22
2020-06-07,112,97,SE,209,384,347,0,36,1
2020-06-07,3249,1982,BA,5231,1457,997,1,459,0
2020-06-07,1173,58,MG,1231,2727,1322,0,1332,73
2020-06-07,0,0,ES,0,538,420,1,110,7
2020-06-07,43,23,RJ,66,2419,1492,1,853,73
2020-06-07,1558,11,SP,1569,10608,6668,5,3856,81
2020-06-07,930,2,PR,932,1713,826,0,887,0
2020-06-07,289,2,SC,291,545,310,1,234,0
2020-06-07,19,0,RS,19,1106,548,0,558,0
2020-06-07,346,0,MS,346,343,179,0,164,0
2020-06-07,641,8,MT,649,2113,1857,3,124,130
2020-06-07,1366,1,GO,1367,707,468,0,238,1
2020-06-07,997,7,DF,1004,930,699,0,231,0
2020-06-14,71,3,RO,74,286,237,0,37,12
2020-06-14,58,1,AC,59,89,65,0,24,0
2020-06-14,87,0,AM,87,494,364,0,114,16
2020-06-14,2,0,RR,2,110,87,0,23,0
2020-06-14,41,3,PA,44,1057,650,0,344,63
2020-06-14,0,0,AP,0,64,57,0,7,0
2020-06-14,33,0,TO,33,195,108,0,68,19
2020-06-14,22,4,MA,26,556,271,1,220,65
2020-06-14,45,3,PI,48,805,576,0,136,93
2020-06-14,766,24,CE,790,1436,915,3,381,137
2020-06-14,310,322,RN,632,576,447,0,90,39
2020-06-14,179,87,PB,266,592,423,0,142,27
2020-06-14,648,205,PE,853,1724,984,0,711,29
2020-06-14,87,5,AL,92,553,378,0,145,30
2020-06-14,79,125,SE,204,495,441,0,54,0
2020-06-14,2843,1693,BA,4536,1428,1008,0,420,0
2020-06-14,1012,51,MG,1063,3287,1763,1,1408,115
2020-06-14,0,0,ES,0,557,414,1,131,11
2020-06-14,29,18,RJ,47,2413,1417,0,902,94
2020-06-14,1520,9,SP,1529,10624,6491,3,4018,113
2020-06-14,1068,3,PR,1071,1843,1004,0,839,0
2020-06-14,322,5,SC,327,817,502,0,314,1
2020-06-14,24,0,RS,24,1432,760,0,672,0
2020-06-14,335,2,MS,337,398,197,0,201,0
2020-06-14,639,5,MT,644,2803,2495,2,140,167
2020-06-14,1369,2,GO,1371,977,701,0,275,1
2020-06-14,800,1,DF,801,1159,903,0,256,0
2020-06-21,69,0,RO,69,269,220,1,41,8
2020-06-21,46,0,AC,46,93,67,0,26,0
2020-06-21,48,3,AM,51,357,273,0,80,4
2020-06-21,2,0,RR,2,78,61,0,17,0
2020-06-21,31,2,PA,33,726,411,0,263,52
2020-06-21,1,0,AP,1,40,33,0,6,1
2020-06-21,33,2,TO,35,180,104,0,54,22
2020-06-21,15,1,MA,16,371,172,1,131,67
2020-06-21,61,0,PI,61,619,477,0,102,40
2020-06-21,735,22,CE,757,1231,721,1,371,138
2020-06-21,234,274,RN,508,464,349,0,93,22
2020-06-21,159,96,PB,255,541,341,0,184,16
2020-06-21,628,215,PE,843,1524,813,0,694,17
2020-06-21,80,2,AL,82,397,219,0,153,25
2020-06-21,87,142,SE,229,467,398,0,69,0
2020-06-21,2040,1290,BA,3330,1342,910,0,432,0
2020-06-21,794,52,MG,846,3346,1806,5,1424,111
2020-06-21,0,0,ES,0,506,365,0,136,5
2020-06-21,29,7,RJ,36,2022,1181,0,759,82
2020-06-21,1112,6,SP,1118,9797,5990,6,3709,93
2020-06-21,702,3,PR,705,1770,960,0,809,1
2020-06-21,244,10,SC,254,776,536,1,238,2
2020-06-21,18,0,RS,18,1399,800,1,598,0
2020-06-21,288,1,MS,289,349,199,0,149,1
2020-06-21,431,1,MT,432,2173,1985,0,102,86
2020-06-21,1285,0,GO,1285,1115,821,0,293,1
2020-06-21,594,0,DF,594,1110,870,1,240,0
2020-06-28,70,0,RO,70,280,224,1,46,9
2020-06-28,46,1,AC,47,84,60,0,24,0
2020-06-28,73,0,AM,73,466,333,0,122,11
2020-06-28,2,0,RR,2,87,73,0,14,0
2020-06-28,22,5,PA,27,873,526,0,283,64
2020-06-28,0,0,AP,0,54,48,0,5,1
2020-06-28,31,0,TO,31,229,111,0,80,38
2020-06-28,11,1,MA,12,324,192,2,100,30
2020-06-28,39,1,PI,40,705,535,0,127,43
2020-06-28,688,36,CE,724,1252,724,2,399,127
2020-06-28,287,306,RN,593,443,327,2,85,29
2020-06-28,210,124,PB,334,606,422,0,165,19
2020-06-28,745,318,PE,1063,1741,917,1,800,24
2020-06-28,81,2,AL,83,490,291,0,165,34
2020-06-28,111,203,SE,314,537,466,0,69,2
2020-06-28,2047,1390,BA,3437,1484,1060,1,423,0
2020-06-28,770,34,MG,804,3927,2181,1,1622,123
2020-06-28,0,0,ES,0,451,298,0,139,14
2020-06-28,27,24,RJ,51,2271,1391,1,800,79
2020-06-28,784,13,SP,797,11460,7100,12,4186,168
2020-06-28,509,1,PR,510,2131,1160,0,969,2
2020-06-28,154,2,SC,156,1097,782,0,313,2
2020-06-28,10,1,RS,11,1596,959,0,637,0
2020-06-28,219,1,MS,220,509,322,0,187,0
2020-06-28,372,1,MT,373,1897,1724,0,99,74
2020-06-28,1318,2,GO,1320,1315,1017,0,298,0
2020-06-28,558,1,DF,559,1279,1014,0,265,0
2020-07-05,42,0,RO,42,285,238,1,40,6
2020-07-05,30,2,AC,32,107,62,0,44,1
2020-07-05,58,1,AM,59,395,299,0,88,8
2020-07-05,3,0,RR,3,62,57,0,5,0
2020-07-05,12,4,PA,16,810,472,0,288,50
2020-07-05,0,0,AP,0,52,50,0,2,0
2020-07-05,20,0,TO,20,271,172,0,56,43
2020-07-05,14,2,MA,16,269,168,1,74,27
2020-07-05,35,5,PI,40,640,496,0,112,32
2020-07-05,601,42,CE,643,1242,632,0,464,146
2020-07-05,244,254,RN,498,387,268,0,93,26
2020-07-05,223,117,PB,340,514,369,0,139,6
2020-07-05,716,280,PE,996,1651,927,0,697,27
2020-07-05,106,6,AL,112,401,223,0,160,18
2020-07-05,111,250,SE,361,522,436,0,85,1
2020-07-05,1666,1198,BA,2864,1508,1079,0,429,0
2020-07-05,642,33,MG,675,3742,1985,1,1636,120
2020-07-05,0,0,ES,0,363,232,0,123,8
2020-07-05,22,26,RJ,48,2260,1286,2,858,114
2020-07-05,763,12,SP,775,11591,7086,6,4314,185
2020-07-05,470,2,PR,472,2361,1370,0,991,0
2020-07-05,89,2,SC,91,1334,1015,0,317,2
2020-07-05,7,1,RS,8,1903,1212,0,691,0
2020-07-05,202,3,MS,205,579,353,0,226,0
2020-07-05,317,1,MT,318,1275,1092,1,105,77
2020-07-05,962,4,GO,966,1353,1050,0,302,1
2020-07-05,474,3,DF,477,1321,1058,1,262,0
2020-07-12,41,0,RO,41,260,202,1,50,7
2020-07-12,39,3,AC,42,72,44,0,28,0
2020-07-12,36,0,AM,36,367,269,0,91,7
2020-07-12,4,0,RR,4,58,49,0,9,0
2020-07-12,20,1,PA,21,770,438,0,272,60
2020-07-12,2,0,AP,2,32,30,0,1,1
2020-07-12,34,0,TO,34,230,144,0,61,25
2020-07-12,17,3,MA,20,202,131,0,44,27
2020-07-12,39,1,PI,40,535,386,0,119,30
2020-07-12,598,32,CE,630,1142,594,2,425,121
2020-07-12,200,204,RN,404,349,211,0,113,25
2020-07-12,208,115,PB,323,467,329,0,128,10
2020-07-12,638,290,PE,928,1645,926,0,694,25
2020-07-12,75,2,AL,77,355,162,0,164,29
2020-07-12,84,238,SE,322,445,364,0,79,2
2020-07-12,1357,1014,BA,2371,1465,1044,0,421,0
2020-07-12,502,27,MG,529,3726,1985,3,1602,136
2020-07-12,0,0,ES,0,346,212,0,129,5
2020-07-12,33,26,RJ,59,2153,1215,2,831,105
2020-07-12,691,4,SP,695,10550,6243,6,4128,175
2020-07-12,380,2,PR,382,2142,1176,0,965,1
2020-07-12,35,1,SC,36,1427,1095,1,332,0
2020-07-12,4,1,RS,5,1882,1253,0,629,0
2020-07-12,212,0,MS,212,592,377,0,214,1
2020-07-12,262,2,MT,264,952,794,0,89,69
2020-07-12,652,0,GO,652,1176,862,1,311,2
2020-07-12,461,3,DF,464,1269,1012,0,257,0
2020-07-19,46,1,RO,47,303,236,0,59,8
2020-07-19,35,5,AC,40,85,54,0,31,0
2020-07-19,38,1,AM,39,321,247,0,71,3
2020-07-19,0,0,RR,0,55,40,0,15,0
2020-07-19,19,2,PA,21,728,404,0,275,49
2020-07-19,1,0,AP,1,48,44,0,3,1
2020-07-19,17,0,TO,17,253,154,0,75,24
2020-07-19,12,2,MA,14,209,119,1,71,19
2020-07-19,28,3,PI,31,436,303,0,115,18
2020-07-19,521,36,CE,557,1014,539,2,363,110
2020-07-19,147,220,RN,367,300,178,0,100,22
2020-07-19,203,83,PB,286,476,326,0,137,13
2020-07-19,588,329,PE,917,1537,762,1,766,9
2020-07-19,51,9,AL,60,332,157,0,149,26
2020-07-19,106,278,SE,384,384,302,0,80,2
2020-07-19,1021,797,BA,1818,1313,866,0,447,0
2020-07-19,451,31,MG,482,3691,1893,1,1658,139
2020-07-19,0,0,ES,0,332,202,0,118,12
2020-07-19,40,17,RJ,57,2193,1341,1,735,116
2020-07-19,541,5,SP,546,10207,5859,3,4148,198
2020-07-19,339,0,PR,339,2099,1116,0,980,3
2020-07-19,28,1,SC,29,1460,1070,0,388,2
2020-07-19,8,0,RS,8,1889,1233,0,656,0
2020-07-19,198,1,MS,199,611,401,0,210,0
2020-07-19,264,1,MT,265,819,650,0,112,57
2020-07-19,537,1,GO,538,1398,1062,1,335,0
2020-07-19,319,4,DF,323,1343,1077,1,266,0
2020-07-26,28,1,RO,29,296,234,0,50,12
2020-07-26,34,1,AC,35,82,46,0,33,3
2020-07-26,33,2,AM,35,379,278,0,98,3
2020-07-26,2,0,RR,2,37,27,0,10,0
2020-07-26,16,2,PA,18,741,385,0,302,54
2020-07-26,1,0,AP,1,44,39,0,3,2
2020-07-26,25,1,TO,26,296,188,0,70,38
2020-07-26,5,2,MA,7,230,126,0,75,29
2020-07-26,36,4,PI,40,387,272,0,101,14
2020-07-26,462,38,CE,500,945,458,1,357,129
2020-07-26,140,162,RN,302,258,143,0,99,16
2020-07-26,164,84,PB,248,516,296,0,203,17
2020-07-26,554,239,PE,793,1528,616,0,896,16
2020-07-26,41,8,AL,49,296,110,0,162,24
2020-07-26,78,223,SE,301,336,221,0,110,5
2020-07-26,724,618,BA,1342,1245,769,0,476,0
2020-07-26,385,23,MG,408,3416,1624,2,1654,136
2020-07-26,0,0,ES,0,303,170,0,118,15
2020-07-26,25,16,RJ,41,2125,1276,3,747,99
2020-07-26,508,14,SP,522,9702,5446,3,4067,187
2020-07-26,252,1,PR,253,2165,1161,0,1004,0
2020-07-26,18,1,SC,19,1169,829,0,337,3
2020-07-26,9,1,RS,10,1836,1274,0,562,0
2020-07-26,143,0,MS,143,694,472,0,222,0
2020-07-26,182,1,MT,183,691,561,0,65,65
2020-07-26,529,0,GO,529,1361,1073,0,287,1
2020-07-26,239,1,DF,240,1244,999,0,245,0
2020-08-02,29,1,RO,30,274,201,0,60,13
2020-08-02,28,1,AC,29,91,41,0,46,4
2020-08-02,29,0,AM,29,287,213,0,72,2
2020-08-02,2,0,RR,2,44,31,0,13,0
2020-08-02,16,4,PA,20,636,330,0,263,43
2020-08-02,0,0,AP,0,43,40,0,3,0
2020-08-02,13,2,TO,15,342,226,0,73,43
2020-08-02,5,2,MA,7,221,117,3,68,33
2020-08-02,25,1,PI,26,400,280,0,108,12
2020-08-02,434,39,CE,473,854,401,0,337,116
2020-08-02,126,189,RN,315,225,115,0,100,10
2020-08-02,144,75,PB,219,495,276,0,199,20
2020-08-02,499,230,PE,729,1325,471,0,848,6
2020-08-02,57,6,AL,63,267,111,0,133,23
2020-08-02,79,286,SE,365,263,147,0,115,1
2020-08-02,547,405,BA,952,1173,687,0,486,0
2020-08-02,320,21,MG,341,3199,1564,1,1526,108
2020-08-02,0,0,ES,0,254,155,0,92,7
2020-08-02,18,16,RJ,34,2096,1306,1,717,73
2020-08-02,405,2,SP,407,9064,4929,5,3975,158
2020-08-02,188,1,PR,189,2123,1090,0,1031,2
2020-08-02,11,1,SC,12,1067,713,1,351,3
2020-08-02,6,0,RS,6,1771,1212,0,559,0
2020-08-02,101,0,MS,101,570,380,0,189,1
2020-08-02,138,1,MT,139,653,525,2,73,53
2020-08-02,444,0,GO,444,1380,1055,0,324,1
2020-08-02,183,1,DF,184,1069,878,0,191,0
2020-08-09,24,1,RO,25,308,239,0,61,8
2020-08-09,32,0,AC,32,73,38,0,31,4
2020-08-09,42,2,AM,44,348,266,0,80,2
2020-08-09,1,0,RR,1,26,19,0,7,0
2020-08-09,20,3,PA,23,745,358,1,336,50
2020-08-09,1,0,AP,1,52,49,0,3,0
2020-08-09,12,1,TO,13,364,245,0,65,54
2020-08-09,12,5,MA,17,199,105,2,63,29
2020-08-09,23,4,PI,27,404,319,1,78,6
2020-08-09,379,37,CE,416,834,417,0,319,98
2020-08-09,100,131,RN,231,230,103,0,116,11
2020-08-09,153,86,PB,239,450,214,0,209,27
2020-08-09,474,238,PE,712,1335,451,0,872,12
2020-08-09,48,7,AL,55,238,92,0,131,15
2020-08-09,66,225,SE,291,270,136,0,130,4
2020-08-09,475,392,BA,867,1217,755,0,462,0
2020-08-09,369,20,MG,389,3623,1759,4,1732,128
2020-08-09,0,0,ES,0,254,145,0,102,7
2020-08-09,20,17,RJ,37,2268,1368,1,809,90
2020-08-09,392,4,SP,396,9109,4799,2,4113,195
2020-08-09,128,2,PR,130,2199,1103,0,1095,1
2020-08-09,9,0,SC,9,991,615,0,376,0
2020-08-09,2,0,RS,2,1723,1167,0,556,0
2020-08-09,126,1,MS,127,630,407,0,223,0
2020-08-09,144,2,MT,146,714,597,1,70,46
2020-08-09,476,2,GO,478,1511,1169,0,342,0
2020-08-09,205,1,DF,206,1116,882,0,234,0
2020-08-16,18,1,RO,19,267,187,2,65,13
2020-08-16,17,0,AC,17,60,34,0,23,3
2020-08-16,46,1,AM,47,336,271,0,63,2
2020-08-16,3,0,RR,3,28,16,0,12,0
2020-08-16,20,1,PA,21,637,338,1,232,66
2020-08-16,0,0,AP,0,29,25,0,4,0
2020-08-16,14,0,TO,14,323,216,0,66,41
2020-08-16,11,3,MA,14,182,105,2,52,23
2020-08-16,24,0,PI,24,351,248,0,92,11
2020-08-16,321,29,CE,350,836,397,1,357,81
2020-08-16,89,86,RN,175,179,68,0,103,8
2020-08-16,120,69,PB,189,447,253,0,167,27
2020-08-16,413,210,PE,623,1296,381,0,894,21
2020-08-16,38,9,AL,47,215,81,0,120,14
2020-08-16,63,173,SE,236,223,97,0,121,5
2020-08-16,386,276,BA,662,1138,637,0,501,0
2020-08-16,296,13,MG,309,3255,1683,5,1449,119
2020-08-16,0,0,ES,0,238,121,0,114,3
2020-08-16,21,14,RJ,35,2211,1354,1,760,96
2020-08-16,292,6,SP,298,8072,4355,3,3519,195
2020-08-16,97,3,PR,100,1876,958,0,916,2
2020-08-16,11,4,SC,15,829,464,0,362,3
2020-08-16,7,0,RS,7,1733,1170,0,563,0
2020-08-16,87,1,MS,88,605,435,0,170,0
2020-08-16,114,4,MT,118,651,549,2,68,32
2020-08-16,343,2,GO,345,1548,1204,0,343,1
2020-08-16,185,4,DF,189,903,706,0,197,0
2020-08-23,15,0,RO,15,216,134,0,62,20
2020-08-23,21,0,AC,21,78,32,0,37,9
2020-08-23,50,0,AM,50,300,240,0,59,1
2020-08-23,6,1,RR,7,21,17,0,4,0
2020-08-23,24,1,PA,25,487,274,0,171,42
2020-08-23,2,0,AP,2,28,23,0,5,0
2020-08-23,8,2,TO,10,279,199,0,37,43
2020-08-23,9,3,MA,12,149,82,1,40,26
2020-08-23,18,0,PI,18,286,199,0,83,4
2020-08-23,256,22,CE,278,726,302,0,343,81
2020-08-23,44,77,RN,121,188,84,0,93,11
2020-08-23,116,52,PB,168,425,219,0,183,23
2020-08-23,404,201,PE,605,1149,314,0,821,14
2020-08-23,19,5,AL,24,186,71,0,91,24
2020-08-23,45,161,SE,206,192,81,1,110,0
2020-08-23,349,273,BA,622,939,495,0,444,0
2020-08-23,286,22,MG,308,3074,1510,1,1453,110
2020-08-23,0,0,ES,0,191,108,0,79,4
2020-08-23,20,9,RJ,29,2200,1413,4,670,116
2020-08-23,294,7,SP,301,7814,4016,5,3602,193
2020-08-23,111,1,PR,112,2086,999,0,1085,2
2020-08-23,14,1,SC,15,775,408,0,365,2
2020-08-23,2,0,RS,2,1654,1150,0,504,0
2020-08-23,124,1,MS,125,538,355,0,183,0
2020-08-23,88,2,MT,90,547,430,0,79,38
2020-08-23,249,0,GO,249,1193,922,0,270,1
2020-08-23,173,4,DF,177,770,580,0,190,0
2020-08-30,13,0,RO,13,222,163,0,43,16
2020-08-30,27,1,AC,28,61,37,0,23,1
2020-08-30,45,0,AM,45,405,313,0,90,2
2020-08-30,2,0,RR,2,26,17,0,9,0
2020-08-30,16,2,PA,18,482,248,1,197,36
2020-08-30,0,0,AP,0,33,22,0,10,1
2020-08-30,10,0,TO,10,276,193,0,59,24
2020-08-30,9,2,MA,11,158,95,3,38,23
2020-08-30,11,1,PI,12,316,234,0,79,3
2020-08-30,210,18,CE,228,812,321,1,386,104
2020-08-30,65,58,RN,123,205,75,0,128,2
2020-08-30,118,32,PB,150,416,225,0,160,31
2020-08-30,367,159,PE,526,1109,306,0,785,18
2020-08-30,28,4,AL,32,177,73,0,92,12
2020-08-30,46,195,SE,241,223,112,0,103,8
2020-08-30,321,196,BA,517,917,493,0,424,0
2020-08-30,271,21,MG,292,3142,1586,1,1443,113
2020-08-30,0,0,ES,0,199,91,0,99,9
2020-08-30,21,13,RJ,34,2467,1654,1,683,129
2020-08-30,320,7,SP,327,7869,4030,3,3678,158
2020-08-30,94,3,PR,97,2136,1040,0,1095,1
2020-08-30,3,0,SC,3,653,322,0,328,3
2020-08-30,0,0,RS,0,1464,1000,0,464,0
2020-08-30,81,1,MS,82,549,353,0,196,0
2020-08-30,109,1,MT,110,538,455,0,52,31
2020-08-30,273,0,GO,273,1175,920,0,254,1
2020-08-30,195,2,DF,197,666,487,1,178,0
2020-09-06,8,1,RO,9,166,112,0,31,23
2020-09-06,21,0,AC,21,45,29,0,14,2
2020-09-06,36,0,AM,36,427,349,0,76,2
2020-09-06,0,0,RR,0,19,13,0,6,0
2020-09-06,13,9,PA,22,487,231,0,216,40
2020-09-06,1,0,AP,1,39,32,0,6,1
2020-09-06,7,1,TO,8,237,146,0,64,27
2020-09-06,7,1,MA,8,126,75,1,30,20
2020-09-06,14,0,PI,14,301,220,0,69,12
2020-09-06,169,20,CE,189,731,343,1,297,90
2020-09-06,56,50,RN,106,169,52,0,106,11
2020-09-06,79,48,PB,127,370,192,0,145,33
2020-09-06,328,170,PE,498,996,293,0,679,24
2020-09-06,29,4,AL,33,152,54,0,82,16
2020-09-06,32,142,SE,174,236,91,0,142,3
2020-09-06,266,173,BA,439,948,470,0,478,0
2020-09-06,296,20,MG,316,2811,1412,0,1273,126
2020-09-06,0,0,ES,0,177,86,0,80,11
2020-09-06,14,20,RJ,34,2147,1388,2,653,106
2020-09-06,330,8,SP,338,6925,3523,4,3262,138
2020-09-06,125,2,PR,127,1787,846,0,941,0
2020-09-06,9,0,SC,9,653,355,0,290,8
2020-09-06,8,1,RS,9,1390,880,0,510,0
2020-09-06,138,1,MS,139,539,337,0,202,0
2020-09-06,86,1,MT,87,494,423,0,43,28
2020-09-06,284,1,GO,285,1222,905,0,317,0
2020-09-06,195,1,DF,196,620,439,0,181,0
2020-09-13,4,3,RO,7,146,87,1,45,13
2020-09-13,28,0,AC,28,56,28,0,28,0
2020-09-13,37,0,AM,37,387,305,0,76,6
