SE_SIN_PRI,casos_dengue,casos_chik,UF,casos_arbo,casos_srag,casos_covid,casos_influenza,casos_outros_srag,casos_na_srag
2013-07-14,116,0,MT,116,,,,,
2013-07-14,440,0,GO,440,,,,,
2013-07-14,208,0,DF,208,,,,,
2013-07-21,16,0,RO,16,,,,,
2013-07-21,7,0,AC,7,,,,,
2013-07-21,107,0,AM,107,,,,,
2013-07-21,12,0,RR,12,,,,,
2013-07-21,22,0,PA,22,,,,,
2013-07-21,10,0,AP,10,,,,,
2013-07-21,23,0,TO,23,,,,,
2013-07-21,46,0,MA,46,,,,,
2013-07-21,78,0,PI,78,,,,,
2013-07-21,812,0,CE,812,,,,,
2013-07-21,533,0,RN,533,,,,,
2013-07-21,387,0,PB,387,,,,,
2013-07-21,129,0,PE,129,,,,,
2013-07-21,226,0,AL,226,,,,,
2013-07-21,9,0,SE,9,,,,,
2013-07-21,245,0,BA,245,,,,,
2013-07-21,247,0,MG,247,,,,,
2013-07-21,385,0,ES,385,,,,,
2013-07-21,219,0,RJ,219,,,,,
2013-07-21,162,0,SP,162,,,,,
2013-07-21,28,0,PR,28,,,,,
2013-07-21,0,0,SC,0,,,,,
2013-07-21,1,0,RS,1,,,,,
2013-07-21,43,0,MS,43,,,,,
2013-07-21,92,0,MT,92,,,,,
2013-07-21,298,0,GO,298,,,,,
2013-07-21,169,0,DF,169,,,,,
2013-07-28,28,0,RO,28,,,,,
2013-07-28,9,0,AC,9,,,,,
2013-07-28,119,0,AM,119,,,,,
2013-07-28,16,0,RR,16,,,,,
2013-07-28,18,0,PA,18,,,,,
2013-07-28,10,0,AP,10,,,,,
2013-07-28,28,0,TO,28,,,,,
2013-07-28,35,0,MA,35,,,,,
2013-07-28,84,0,PI,84,,,,,
2013-07-28,939,0,CE,939,,,,,
2013-07-28,439,0,RN,439,,,,,
2013-07-28,318,0,PB,318,,,,,
2013-07-28,153,0,PE,153,,,,,
2013-07-28,229,0,AL,229,,,,,
2013-07-28,11,0,SE,11,,,,,
2013-07-28,251,0,BA,251,,,,,
2013-07-28,191,0,MG,191,,,,,
2013-07-28,344,0,ES,344,,,,,
2013-07-28,228,0,RJ,228,,,,,
2013-07-28,181,0,SP,181,,,,,
2013-07-28,26,0,PR,26,,,,,
2013-07-28,2,0,SC,2,,,,,
2013-07-28,1,0,RS,1,,,,,
2013-07-28,66,0,MS,66,,,,,
2013-07-28,113,0,MT,113,,,,,
2013-07-28,328,0,GO,328,,,,,
2013-07-28,162,0,DF,162,,,,,
2013-08-04,16,0,RO,16,,,,,
2013-08-04,3,0,AC,3,,,,,
2013-08-04,96,0,AM,96,,,,,
2013-08-04,16,0,RR,16,,,,,
2013-08-04,24,0,PA,24,,,,,
2013-08-04,18,0,AP,18,,,,,
2013-08-04,23,0,TO,23,,,,,
2013-08-04,48,0,MA,48,,,,,
2013-08-04,57,0,PI,57,,,,,
2013-08-04,901,0,CE,901,,,,,
2013-08-04,553,0,RN,553,,,,,
2013-08-04,297,0,PB,297,,,,,
2013-08-04,157,0,PE,157,,,,,
2013-08-04,223,0,AL,223,,,,,
2013-08-04,10,0,SE,10,,,,,
2013-08-04,226,0,BA,226,,,,,
2013-08-04,175,0,MG,175,,,,,
2013-08-04,318,0,ES,318,,,,,
2013-08-04,178,0,RJ,178,,,,,
2013-08-04,165,0,SP,165,,,,,
2013-08-04,12,0,PR,12,,,,,
2013-08-04,0,0,SC,0,,,,,
2013-08-04,2,0,RS,2,,,,,
2013-08-04,46,0,MS,46,,,,,
2013-08-04,116,0,MT,116,,,,,
2013-08-04,351,0,GO,351,,,,,
2013-08-04,88,0,DF,88,,,,,
2013-08-11,16,0,RO,16,,,,,
2013-08-11,4,0,AC,4,,,,,
2013-08-11,83,0,AM,83,,,,,
2013-08-11,18,0,RR,18,,,,,
2013-08-11,22,0,PA,22,,,,,
2013-08-11,12,0,AP,12,,,,,
2013-08-11,42,0,TO,42,,,,,
2013-08-11,55,0,MA,55,,,,,
2013-08-11,50,0,PI,50,,,,,
2013-08-11,773,0,CE,773,,,,,
2013-08-11,418,0,RN,418,,,,,
2013-08-11,278,0,PB,278,,,,,
2013-08-11,115,0,PE,115,,,,,
2013-08-11,198,0,AL,198,,,,,
2013-08-11,13,0,SE,13,,,,,
2013-08-11,163,0,BA,163,,,,,
2013-08-11,122,0,MG,122,,,,,
2013-08-11,250,0,ES,250,,,,,
2013-08-11,157,0,RJ,157,,,,,
2013-08-11,152,0,SP,152,,,,,
2013-08-11,21,0,PR,21,,,,,
2013-08-11,2,0,SC,2,,,,,
2013-08-11,1,0,RS,1,,,,,
2013-08-11,44,0,MS,44,,,,,
2013-08-11,74,0,MT,74,,,,,
2013-08-11,328,0,GO,328,,,,,
2013-08-11,73,0,DF,73,,,,,
2013-08-18,11,0,RO,11,,,,,
2013-08-18,5,0,AC,5,,,,,
2013-08-18,70,0,AM,70,,,,,
2013-08-18,17,0,RR,17,,,,,
2013-08-18,25,0,PA,25,,,,,
2013-08-18,12,0,AP,12,,,,,
2013-08-18,35,0,TO,35,,,,,
2013-08-18,36,0,MA,36,,,,,
2013-08-18,46,0,PI,46,,,,,
2013-08-18,666,0,CE,666,,,,,
2013-08-18,406,0,RN,406,,,,,
2013-08-18,312,0,PB,312,,,,,
2013-08-18,129,0,PE,129,,,,,
2013-08-18,172,0,AL,172,,,,,
2013-08-18,6,0,SE,6,,,,,
2013-08-18,177,0,BA,177,,,,,
2013-08-18,157,0,MG,157,,,,,
2013-08-18,269,0,ES,269,,,,,
2013-08-18,147,0,RJ,147,,,,,
2013-08-18,124,0,SP,124,,,,,
2013-08-18,23,0,PR,23,,,,,
2013-08-18,0,0,SC,0,,,,,
2013-08-18,1,0,RS,1,,,,,
2013-08-18,26,0,MS,26,,,,,
2013-08-18,81,0,MT,81,,,,,
2013-08-18,332,0,GO,332,,,,,
2013-08-18,54,0,DF,54,,,,,
2013-08-25,15,0,RO,15,,,,,
2013-08-25,3,0,AC,3,,,,,
2013-08-25,51,0,AM,51,,,,,
2013-08-25,19,0,RR,19,,,,,
2013-08-25,23,0,PA,23,,,,,
2013-08-25,11,0,AP,11,,,,,
2013-08-25,21,0,TO,21,,,,,
2013-08-25,35,0,MA,35,,,,,
2013-08-25,42,0,PI,42,,,,,
2013-08-25,454,0,CE,454,,,,,
2013-08-25,295,0,RN,295,,,,,
2013-08-25,228,0,PB,228,,,,,
2013-08-25,108,0,PE,108,,,,,
2013-08-25,191,0,AL,191,,,,,
2013-08-25,9,0,SE,9,,,,,
2013-08-25,153,0,BA,153,,,,,
2013-08-25,136,0,MG,136,,,,,
2013-08-25,221,0,ES,221,,,,,
2013-08-25,132,0,RJ,132,,,,,
2013-08-25,110,0,SP,110,,,,,
2013-08-25,21,0,PR,21,,,,,
2013-08-25,0,0,SC,0,,,,,
2013-08-25,2,0,RS,2,,,,,
2013-08-25,36,0,MS,36,,,,,
2013-08-25,58,0,MT,58,,,,,
2013-08-25,243,0,GO,243,,,,,
2013-08-25,56,0,DF,56,,,,,
2013-09-01,11,0,RO,11,,,,,
2013-09-01,3,0,AC,3,,,,,
2013-09-01,63,0,AM,63,,,,,
2013-09-01,33,0,RR,33,,,,,
2013-09-01,25,0,PA,25,,,,,
2013-09-01,7,0,AP,7,,,,,
2013-09-01,17,0,TO,17,,,,,
2013-09-01,43,0,MA,43,,,,,
2013-09-01,54,0,PI,54,,,,,
2013-09-01,403,0,CE,403,,,,,
2013-09-01,247,0,RN,247,,,,,
2013-09-01,222,0,PB,222,,,,,
2013-09-01,88,0,PE,88,,,,,
2013-09-01,222,0,AL,222,,,,,
2013-09-01,16,0,SE,16,,,,,
2013-09-01,165,0,BA,165,,,,,
2013-09-01,134,0,MG,134,,,,,
2013-09-01,244,0,ES,244,,,,,
2013-09-01,114,0,RJ,114,,,,,
2013-09-01,102,0,SP,102,,,,,
2013-09-01,20,0,PR,20,,,,,
2013-09-01,0,0,SC,0,,,,,
2013-09-01,0,0,RS,0,,,,,
2013-09-01,31,0,MS,31,,,,,
2013-09-01,81,0,MT,81,,,,,
2013-09-01,273,0,GO,273,,,,,
2013-09-01,47,0,DF,47,,,,,
2013-09-08,14,0,RO,14,,,,,
2013-09-08,4,0,AC,4,,,,,
2013-09-08,79,0,AM,79,,,,,
2013-09-08,27,0,RR,27,,,,,
2013-09-08,23,0,PA,23,,,,,
2013-09-08,7,0,AP,7,,,,,
2013-09-08,23,0,TO,23,,,,,
2013-09-08,52,0,MA,52,,,,,
2013-09-08,41,0,PI,41,,,,,
2013-09-08,323,0,CE,323,,,,,
2013-09-08,274,0,RN,274,,,,,
2013-09-08,176,0,PB,176,,,,,
2013-09-08,83,0,PE,83,,,,,
2013-09-08,191,0,AL,191,,,,,
2013-09-08,8,0,SE,8,,,,,
2013-09-08,187,0,BA,187,,,,,
2013-09-08,131,0,MG,131,,,,,
2013-09-08,192,0,ES,192,,,,,
2013-09-08,128,0,RJ,128,,,,,
2013-09-08,104,0,SP,104,,,,,
2013-09-08,23,0,PR,23,,,,,
2013-09-08,1,0,SC,1,,,,,
2013-09-08,0,0,RS,0,,,,,
2013-09-08,39,0,MS,39,,,,,
2013-09-08,82,0,MT,82,,,,,
2013-09-08,300,0,GO,300,,,,,
2013-09-08,52,0,DF,52,,,,,
2013-09-15,31,0,RO,31,,,,,
2013-09-15,11,0,AC,11,,,,,
2013-09-15,64,0,AM,64,,,,,
2013-09-15,24,0,RR,24,,,,,
2013-09-15,22,0,PA,22,,,,,
2013-09-15,8,0,AP,8,,,,,
2013-09-15,27,0,TO,27,,,,,
2013-09-15,34,0,MA,34,,,,,
2013-09-15,43,0,PI,43,,,,,
2013-09-15,272,0,CE,272,,,,,
2013-09-15,238,0,RN,238,,,,,
2013-09-15,139,0,PB,139,,,,,
2013-09-15,93,0,PE,93,,,,,
2013-09-15,208,0,AL,208,,,,,
2013-09-15,9,0,SE,9,,,,,
2013-09-15,172,0,BA,172,,,,,
2013-09-15,144,0,MG,144,,,,,
2013-09-15,218,0,ES,218,,,,,
2013-09-15,125,0,RJ,125,,,,,
2013-09-15,129,0,SP,129,,,,,
2013-09-15,20,0,PR,20,,,,,
2013-09-15,0,0,SC,0,,,,,
2013-09-15,0,0,RS,0,,,,,
2013-09-15,29,0,MS,29,,,,,
2013-09-15,80,0,MT,80,,,,,
2013-09-15,272,0,GO,272,,,,,
2013-09-15,52,0,DF,52,,,,,
2013-09-22,18,0,RO,18,,,,,
2013-09-22,2,0,AC,2,,,,,
2013-09-22,54,0,AM,54,,,,,
2013-09-22,26,0,RR,26,,,,,
2013-09-22,25,0,PA,25,,,,,
2013-09-22,11,0,AP,11,,,,,
2013-09-22,34,0,TO,34,,,,,
2013-09-22,16,0,MA,16,,,,,
2013-09-22,29,0,PI,29,,,,,
2013-09-22,204,0,CE,204,,,,,
2013-09-22,173,0,RN,173,,,,,
2013-09-22,122,0,PB,122,,,,,
2013-09-22,97,0,PE,97,,,,,
2013-09-22,223,0,AL,223,,,,,
2013-09-22,7,0,SE,7,,,,,
2013-09-22,163,0,BA,163,,,,,
2013-09-22,164,0,MG,164,,,,,
2013-09-22,175,0,ES,175,,,,,
2013-09-22,140,0,RJ,140,,,,,
2013-09-22,110,0,SP,110,,,,,
2013-09-22,26,0,PR,26,,,,,
2013-09-22,0,0,SC,0,,,,,
2013-09-22,0,0,RS,0,,,,,
2013-09-22,32,0,MS,32,,,,,
2013-09-22,89,0,MT,89,,,,,
2013-09-22,231,0,GO,231,,,,,
2013-09-22,38,0,DF,38,,,,,
2013-09-29,23,0,RO,23,,,,,
2013-09-29,5,0,AC,5,,,,,
2013-09-29,62,0,AM,62,,,,,
2013-09-29,15,0,RR,15,,,,,
2013-09-29,35,0,PA,35,,,,,
2013-09-29,5,0,AP,5,,,,,
2013-09-29,23,0,TO,23,,,,,
2013-09-29,22,0,MA,22,,,,,
2013-09-29,27,0,PI,27,,,,,
2013-09-29,191,0,CE,191,,,,,
2013-09-29,215,0,RN,215,,,,,
2013-09-29,127,0,PB,127,,,,,
2013-09-29,119,0,PE,119,,,,,
2013-09-29,181,0,AL,181,,,,,
2013-09-29,16,0,SE,16,,,,,
2013-09-29,154,0,BA,154,,,,,
2013-09-29,158,0,MG,158,,,,,
2013-09-29,163,0,ES,163,,,,,
2013-09-29,115,0,RJ,115,,,,,
2013-09-29,85,0,SP,85,,,,,
2013-09-29,15,0,PR,15,,,,,
2013-09-29,0,0,SC,0,,,,,
2013-09-29,0,0,RS,0,,,,,
2013-09-29,38,0,MS,38,,,,,
2013-09-29,83,0,MT,83,,,,,
2013-09-29,330,0,GO,330,,,,,
2013-09-29,43,0,DF,43,,,,,
2013-10-06,28,0,RO,28,,,,,
2013-10-06,6,0,AC,6,,,,,
2013-10-06,68,0,AM,68,,,,,
2013-10-06,21,0,RR,21,,,,,
2013-10-06,24,0,PA,24,,,,,
2013-10-06,13,0,AP,13,,,,,
2013-10-06,26,0,TO,26,,,,,
2013-10-06,22,0,MA,22,,,,,
2013-10-06,27,0,PI,27,,,,,
2013-10-06,178,0,CE,178,,,,,
2013-10-06,162,0,RN,162,,,,,
2013-10-06,121,0,PB,121,,,,,
2013-10-06,93,0,PE,93,,,,,
2013-10-06,158,0,AL,158,,,,,
2013-10-06,14,0,SE,14,,,,,
2013-10-06,129,0,BA,129,,,,,
2013-10-06,160,0,MG,160,,,,,
2013-10-06,170,0,ES,170,,,,,
2013-10-06,117,0,RJ,117,,,,,
2013-10-06,102,0,SP,102,,,,,
2013-10-06,24,0,PR,24,,,,,
2013-10-06,0,0,SC,0,,,,,
2013-10-06,1,0,RS,1,,,,,
2013-10-06,23,0,MS,23,,,,,
2013-10-06,99,0,MT,99,,,,,
2013-10-06,327,0,GO,327,,,,,
2013-10-06,23,0,DF,23,,,,,
2013-10-13,29,0,RO,29,,,,,
2013-10-13,9,0,AC,9,,,,,
2013-10-13,60,0,AM,60,,,,,
2013-10-13,20,0,RR,20,,,,,
2013-10-13,24,0,PA,24,,,,,
2013-10-13,5,0,AP,5,,,,,
2013-10-13,20,0,TO,20,,,,,
2013-10-13,13,0,MA,13,,,,,
2013-10-13,30,0,PI,30,,,,,
2013-10-13,131,0,CE,131,,,,,
2013-10-13,147,0,RN,147,,,,,
2013-10-13,105,0,PB,105,,,,,
2013-10-13,77,0,PE,77,,,,,
2013-10-13,184,0,AL,184,,,,,
2013-10-13,13,0,SE,13,,,,,
2013-10-13,126,0,BA,126,,,,,
2013-10-13,183,0,MG,183,,,,,
2013-10-13,171,0,ES,171,,,,,
2013-10-13,114,0,RJ,114,,,,,
2013-10-13,130,0,SP,130,,,,,
2013-10-13,34,0,PR,34,,,,,
2013-10-13,1,0,SC,1,,,,,
2013-10-13,1,0,RS,1,,,,,
2013-10-13,31,0,MS,31,,,,,
2013-10-13,97,0,MT,97,,,,,
2013-10-13,387,0,GO,387,,,,,
2013-10-13,22,0,DF,22,,,,,
2013-10-20,36,0,RO,36,,,,,
2013-10-20,3,0,AC,3,,,,,
2013-10-20,65,0,AM,65,,,,,
2013-10-20,16,0,RR,16,,,,,
2013-10-20,30,0,PA,30,,,,,
2013-10-20,7,0,AP,7,,,,,
2013-10-20,37,0,TO,37,,,,,
2013-10-20,14,0,MA,14,,,,,
2013-10-20,16,0,PI,16,,,,,
2013-10-20,137,0,CE,137,,,,,
2013-10-20,131,0,RN,131,,,,,
2013-10-20,91,0,PB,91,,,,,
2013-10-20,78,0,PE,78,,,,,
2013-10-20,176,0,AL,176,,,,,
2013-10-20,16,0,SE,16,,,,,
2013-10-20,127,0,BA,127,,,,,
2013-10-20,199,0,MG,199,,,,,
2013-10-20,203,0,ES,203,,,,,
2013-10-20,175,0,RJ,175,,,,,
2013-10-20,144,0,SP,144,,,,,
2013-10-20,39,0,PR,39,,,,,
2013-10-20,1,0,SC,1,,,,,
2013-10-20,1,0,RS,1,,,,,
2013-10-20,37,0,MS,37,,,,,
2013-10-20,137,0,MT,137,,,,,
2013-10-20,390,0,GO,390,,,,,
2013-10-20,33,0,DF,33,,,,,
2013-10-27,42,0,RO,42,,,,,
2013-10-27,13,0,AC,13,,,,,
2013-10-27,88,0,AM,88,,,,,
2013-10-27,27,0,RR,27,,,,,
2013-10-27,58,0,PA,58,,,,,
2013-10-27,8,0,AP,8,,,,,
2013-10-27,44,0,TO,44,,,,,
2013-10-27,20,0,MA,20,,,,,
2013-10-27,16,0,PI,16,,,,,
2013-10-27,129,0,CE,129,,,,,
2013-10-27,133,0,RN,133,,,,,
2013-10-27,78,0,PB,78,,,,,
2013-10-27,71,0,PE,71,,,,,
2013-10-27,168,0,AL,168,,,,,
2013-10-27,19,0,SE,19,,,,,
2013-10-27,118,0,BA,118,,,,,
2013-10-27,196,0,MG,196,,,,,
2013-10-27,147,0,ES,147,,,,,
2013-10-27,153,0,RJ,153,,,,,
2013-10-27,149,0,SP,149,,,,,
2013-10-27,58,0,PR,58,,,,,
2013-10-27,0,0,SC,0,,,,,
2013-10-27,0,0,RS,0,,,,,
2013-10-27,50,0,MS,50,,,,,
2013-10-27,106,0,MT,106,,,,,
2013-10-27,348,0,GO,348,,,,,
2013-10-27,50,0,DF,50,,,,,
2013-11-03,58,0,RO,58,,,,,
2013-11-03,20,0,AC,20,,,,,
2013-11-03,47,0,AM,47,,,,,
2013-11-03,15,0,RR,15,,,,,
2013-11-03,58,0,PA,58,,,,,
2013-11-03,9,0,AP,9,,,,,
2013-11-03,54,0,TO,54,,,,,
2013-11-03,17,0,MA,17,,,,,
2013-11-03,16,0,PI,16,,,,,
2013-11-03,127,0,CE,127,,,,,
2013-11-03,144,0,RN,144,,,,,
2013-11-03,73,0,PB,73,,,,,
2013-11-03,83,0,PE,83,,,,,
2013-11-03,168,0,AL,168,,,,,
2013-11-03,12,0,SE,12,,,,,
2013-11-03,116,0,BA,116,,,,,
2013-11-03,205,0,MG,205,,,,,
2013-11-03,140,0,ES,140,,,,,
2013-11-03,140,0,RJ,140,,,,,
2013-11-03,160,0,SP,160,,,,,
2013-11-03,69,0,PR,69,,,,,
2013-11-03,1,0,SC,1,,,,,
2013-11-03,0,0,RS,0,,,,,
2013-11-03,57,0,MS,57,,,,,
2013-11-03,158,0,MT,158,,,,,
2013-11-03,417,0,GO,417,,,,,
2013-11-03,37,0,DF,37,,,,,
2013-11-10,88,0,RO,88,,,,,
2013-11-10,23,0,AC,23,,,,,
2013-11-10,62,0,AM,62,,,,,
2013-11-10,8,0,RR,8,,,,,
2013-11-10,55,0,PA,55,,,,,
2013-11-10,10,0,AP,10,,,,,
2013-11-10,62,0,TO,62,,,,,
2013-11-10,15,0,MA,15,,,,,
2013-11-10,34,0,PI,34,,,,,
2013-11-10,141,0,CE,141,,,,,
2013-11-10,171,0,RN,171,,,,,
2013-11-10,84,0,PB,84,,,,,
2013-11-10,75,0,PE,75,,,,,
2013-11-10,187,0,AL,187,,,,,
2013-11-10,15,0,SE,15,,,,,
2013-11-10,170,0,BA,170,,,,,
2013-11-10,208,0,MG,208,,,,,
2013-11-10,158,0,ES,158,,,,,
2013-11-10,163,0,RJ,163,,,,,
2013-11-10,149,0,SP,149,,,,,
2013-11-10,63,0,PR,63,,,,,
2013-11-10,0,0,SC,0,,,,,
2013-11-10,0,0,RS,0,,,,,
2013-11-10,54,0,MS,54,,,,,
2013-11-10,161,0,MT,161,,,,,
2013-11-10,535,0,GO,535,,,,,
2013-11-10,38,0,DF,38,,,,,
2013-11-17,103,0,RO,103,,,,,
2013-11-17,30,0,AC,30,,,,,
2013-11-17,79,0,AM,79,,,,,
2013-11-17,19,0,RR,19,,,,,
2013-11-17,86,0,PA,86,,,,,
2013-11-17,4,0,AP,4,,,,,
2013-11-17,77,0,TO,77,,,,,
2013-11-17,17,0,MA,17,,,,,
2013-11-17,19,0,PI,19,,,,,
2013-11-17,208,0,CE,208,,,,,
2013-11-17,217,0,RN,217,,,,,
2013-11-17,59,0,PB,59,,,,,
2013-11-17,89,0,PE,89,,,,,
2013-11-17,191,0,AL,191,,,,,
2013-11-17,27,0,SE,27,,,,,
2013-11-17,194,0,BA,194,,,,,
2013-11-17,318,0,MG,318,,,,,
2013-11-17,220,0,ES,220,,,,,
2013-11-17,210,0,RJ,210,,,,,
2013-11-17,193,0,SP,193,,,,,
2013-11-17,85,0,PR,85,,,,,
2013-11-17,4,0,SC,4,,,,,
2013-11-17,2,0,RS,2,,,,,
2013-11-17,75,0,MS,75,,,,,
2013-11-17,215,0,MT,215,,,,,
2013-11-17,676,0,GO,676,,,,,
2013-11-17,50,0,DF,50,,,,,
2013-11-24,98,0,RO,98,,,,,
2013-11-24,12,0,AC,12,,,,,
2013-11-24,89,0,AM,89,,,,,
2013-11-24,19,0,RR,19,,,,,
2013-11-24,86,0,PA,86,,,,,
2013-11-24,3,0,AP,3,,,,,
2013-11-24,79,0,TO,79,,,,,
2013-11-24,20,0,MA,20,,,,,
2013-11-24,41,0,PI,41,,,,,
2013-11-24,175,0,CE,175,,,,,
2013-11-24,216,0,RN,216,,,,,
2013-11-24,55,0,PB,55,,,,,
2013-11-24,55,0,PE,55,,,,,
2013-11-24,187,0,AL,187,,,,,
2013-11-24,17,0,SE,17,,,,,
2013-11-24,148,0,BA,148,,,,,
2013-11-24,298,0,MG,298,,,,,
2013-11-24,177,0,ES,177,,,,,
2013-11-24,217,0,RJ,217,,,,,
2013-11-24,215,0,SP,215,,,,,
2013-11-24,82,0,PR,82,,,,,
2013-11-24,1,0,SC,1,,,,,
2013-11-24,2,0,RS,2,,,,,
2013-11-24,84,0,MS,84,,,,,
2013-11-24,212,0,MT,212,,,,,
2013-11-24,631,0,GO,631,,,,,
2013-11-24,51,0,DF,51,,,,,
2013-12-01,122,0,RO,122,,,,,
2013-12-01,31,0,AC,31,,,,,
2013-12-01,136,0,AM,136,,,,,
2013-12-01,6,0,RR,6,,,,,
2013-12-01,79,0,PA,79,,,,,
2013-12-01,3,0,AP,3,,,,,
2013-12-01,98,0,TO,98,,,,,
2013-12-01,24,0,MA,24,,,,,
2013-12-01,25,0,PI,25,,,,,
2013-12-01,171,0,CE,171,,,,,
2013-12-01,153,0,RN,153,,,,,
2013-12-01,91,0,PB,91,,,,,
2013-12-01,69,0,PE,69,,,,,
2013-12-01,185,0,AL,185,,,,,
2013-12-01,16,0,SE,16,,,,,
2013-12-01,182,0,BA,182,,,,,
2013-12-01,345,0,MG,345,,,,,
2013-12-01,233,0,ES,233,,,,,
2013-12-01,314,0,RJ,314,,,,,
2013-12-01,230,0,SP,230,,,,,
2013-12-01,104,0,PR,104,,,,,
2013-12-01,1,0,SC,1,,,,,
2013-12-01,0,0,RS,0,,,,,
2013-12-01,67,0,MS,67,,,,,
2013-12-01,221,0,MT,221,,,,,
2013-12-01,798,0,GO,798,,,,,
2013-12-01,51,0,DF,51,,,,,
2013-12-08,73,0,RO,73,,,,,
2013-12-08,22,0,AC,22,,,,,
2013-12-08,103,0,AM,103,,,,,
2013-12-08,8,0,RR,8,,,,,
2013-12-08,89,0,PA,89,,,,,
2013-12-08,3,0,AP,3,,,,,
2013-12-08,101,0,TO,101,,,,,
2013-12-08,24,0,MA,24,,,,,
2013-12-08,19,0,PI,19,,,,,
2013-12-08,165,0,CE,165,,,,,
2013-12-08,109,0,RN,109,,,,,
2013-12-08,76,0,PB,76,,,,,
2013-12-08,64,0,PE,64,,,,,
2013-12-08,186,0,AL,186,,,,,
2013-12-08,14,0,SE,14,,,,,
2013-12-08,172,0,BA,172,,,,,
2013-12-08,394,0,MG,394,,,,,
2013-12-08,253,0,ES,253,,,,,
2013-12-08,246,0,RJ,246,,,,,
2013-12-08,200,0,SP,200,,,,,
2013-12-08,109,0,PR,109,,,,,
2013-12-08,0,0,SC,0,,,,,
2013-12-08,1,0,RS,1,,,,,
2013-12-08,85,0,MS,85,,,,,
2013-12-08,194,0,MT,194,,,,,
2013-12-08,841,0,GO,841,,,,,
2013-12-08,71,0,DF,71,,,,,
2013-12-15,78,0,RO,78,,,,,
2013-12-15,29,0,AC,29,,,,,
2013-12-15,103,0,AM,103,,,,,
2013-12-15,18,0,RR,18,,,,,
2013-12-15,33,0,PA,33,,,,,
2013-12-15,3,0,AP,3,,,,,
2013-12-15,86,0,TO,86,,,,,
2013-12-15,10,0,MA,10,,,,,
2013-12-15,17,0,PI,17,,,,,
2013-12-15,139,0,CE,139,,,,,
2013-12-15,90,0,RN,90,,,,,
2013-12-15,52,0,PB,52,,,,,
2013-12-15,48,0,PE,48,,,,,
2013-12-15,170,0,AL,170,,,,,
2013-12-15,13,0,SE,13,,,,,
2013-12-15,112,0,BA,112,,,,,
2013-12-15,412,0,MG,412,,,,,
2013-12-15,215,0,ES,215,,,,,
2013-12-15,201,0,RJ,201,,,,,
2013-12-15,197,0,SP,197,,,,,
2013-12-15,161,0,PR,161,,,,,
2013-12-15,2,0,SC,2,,,,,
2013-12-15,0,0,RS,0,,,,,
2013-12-15,55,0,MS,55,,,,,
2013-12-15,152,0,MT,152,,,,,
2013-12-15,797,0,GO,797,,,,,
2013-12-15,71,0,DF,71,,,,,
2013-12-22,44,0,RO,44,,,,,
2013-12-22,31,0,AC,31,,,,,
2013-12-22,72,0,AM,72,,,,,
2013-12-22,19,0,RR,19,,,,,
2013-12-22,48,0,PA,48,,,,,
2013-12-22,4,0,AP,4,,,,,
2013-12-22,83,0,TO,83,,,,,
2013-12-22,6,0,MA,6,,,,,
2013-12-22,15,0,PI,15,,,,,
2013-12-22,83,0,CE,83,,,,,
2013-12-22,58,0,RN,58,,,,,
2013-12-22,56,0,PB,56,,,,,
2013-12-22,58,0,PE,58,,,,,
2013-12-22,171,0,AL,171,,,,,
2013-12-22,9,0,SE,9,,,,,
2013-12-22,90,0,BA,90,,,,,
2013-12-22,353,0,MG,353,,,,,
2013-12-22,295,0,ES,295,,,,,
2013-12-22,211,0,RJ,211,,,,,
2013-12-22,213,0,SP,213,,,,,
2013-12-22,162,0,PR,162,,,,,
2013-12-22,2,0,SC,2,,,,,
2013-12-22,0,0,RS,0,,,,,
2013-12-22,50,0,MS,50,,,,,
2013-12-22,128,0,MT,128,,,,,
2013-12-22,799,0,GO,799,,,,,
2013-12-22,60,0,DF,60,,,,,
2013-12-29,41,0,RO,41,,,,,
2013-12-29,36,0,AC,36,,,,,
2013-12-29,164,0,AM,164,,,,,
2013-12-29,8,0,RR,8,,,,,
2013-12-29,69,0,PA,69,,,,,
2013-12-29,9,0,AP,9,,,,,
2013-12-29,134,0,TO,134,,,,,
2013-12-29,14,0,MA,14,,,,,
2013-12-29,30,0,PI,30,,,,,
2013-12-29,143,0,CE,143,,,,,
2013-12-29,71,0,RN,71,,,,,
2013-12-29,67,0,PB,67,,,,,
2013-12-29,62,0,PE,62,,,,,
2013-12-29,94,0,AL,94,,,,,
2013-12-29,10,0,SE,10,,,,,
2013-12-29,174,0,BA,174,,,,,
2013-12-29,534,0,MG,534,,,,,
2013-12-29,477,0,ES,477,,,,,
2013-12-29,310,0,RJ,310,,,,,
2013-12-29,254,0,SP,254,,,,,
2013-12-29,220,0,PR,220,,,,,
2013-12-29,2,0,SC,2,,,,,
2013-12-29,3,0,RS,3,,,,,
2013-12-29,62,0,MS,62,,,,,
2013-12-29,157,0,MT,157,,,,,
2013-12-29,1266,0,GO,1266,,,,,
2013-12-29,106,0,DF,106,,,,,
2014-01-05,45,0,RO,45,,,,,
2014-01-05,25,0,AC,25,,,,,
2014-01-05,278,0,AM,278,,,,,
2014-01-05,25,0,RR,25,,,,,
2014-01-05,102,0,PA,102,,,,,
2014-01-05,4,0,AP,4,,,,,
2014-01-05,132,0,TO,132,,,,,
2014-01-05,28,0,MA,28,,,,,
2014-01-05,53,0,PI,53,,,,,
2014-01-05,203,0,CE,203,,,,,
2014-01-05,105,0,RN,105,,,,,
