topic_title,date,location,value,disease
teste de covid farmacia,2022-11,AL,7,COVID-19
casos covid brasil,2022-11,AL,6,COVID-19
nova onda de covid,2022-11,AL,5,COVID-19
sintomas da nova variante da covid,2022-11,AL,5,COVID-19
sintomas covid,2022-12,AL,100,COVID-19
teste covid,2022-12,AL,79,COVID-19
vacina covid,2022-12,AL,58,COVID-19
teste de covid,2022-12,AL,43,COVID-19
sintomas de covid,2022-12,AL,37,COVID-19
covid 19,2022-12,AL,36,COVID-19
sintomas do covid,2022-12,AL,30,COVID-19
covid alagoas,2022-12,AL,29,COVID-19
sintomas da covid,2022-12,AL,25,COVID-19
covid brasil,2022-12,AL,24,COVID-19
cid covid,2022-12,AL,11,COVID-19
teste covid farmacia,2022-12,AL,11,COVID-19
vacina covid maceio,2022-12,AL,11,COVID-19
teste de covid farmacia,2022-12,AL,6,COVID-19
auto teste covid,2022-12,AL,6,COVID-19
sintomas covid 2022,2022-12,AL,5,COVID-19
cid covid 19,2022-12,AL,5,COVID-19
sintomas da nova variante da covid,2022-12,AL,3,COVID-19
sintomas da covid-19,2022-12,AL,2,COVID-19
vacina covid,2023-01,AL,100,COVID-19
covid 19,2023-01,AL,52,COVID-19
covid alagoas,2023-01,AL,47,COVID-19
sintomas do covid,2023-01,AL,21,COVID-19
sintomas da covid,2023-01,AL,19,COVID-19
china covid,2023-01,AL,19,COVID-19
vacina covid maceio,2023-01,AL,17,COVID-19
oms,2023-01,AL,11,COVID-19
casos covid brasil,2023-01,AL,9,COVID-19
nova variante covid kraken,2023-01,AL,7,COVID-19
mia khalifa cpi da covid,2023-01,AL,2,COVID-19
covid 19,2023-02,AL,100,COVID-19
covid brasil,2023-02,AL,70,COVID-19
covid alagoas,2023-02,AL,63,COVID-19
vacina covid maceio,2023-02,AL,37,COVID-19
sintomas de covid,2023-02,AL,27,COVID-19
vacina bivalente covid,2023-02,AL,26,COVID-19
mia khalifa cpi da covid,2023-02,AL,24,COVID-19
sintomas do covid,2023-02,AL,20,COVID-19
covid 19,2023-03,AL,100,COVID-19
covid sintomas,2023-03,AL,87,COVID-19
vacina bivalente covid,2023-03,AL,43,COVID-19
sintomas do covid,2023-03,AL,37,COVID-19
vacina covid maceio,2023-03,AL,30,COVID-19
vacina covid,2023-04,AL,100,COVID-19
covid 19,2023-04,AL,52,COVID-19
bivalente covid,2023-04,AL,34,COVID-19
vacina bivalente covid,2023-04,AL,16,COVID-19
sintomas de covid,2023-04,AL,16,COVID-19
vacina covid maceio,2023-04,AL,15,COVID-19
sintomas do covid,2023-04,AL,14,COVID-19
vacinação covid bivalente,2023-04,AL,9,COVID-19
mia khalifa cpi da covid,2023-04,AL,5,COVID-19
covid sintomas,2023-05,AL,100,COVID-19
covid 19,2023-05,AL,96,COVID-19
sintomas de covid,2023-05,AL,47,COVID-19
vacina bivalente covid,2023-05,AL,36,COVID-19
sintomas do covid,2023-05,AL,26,COVID-19
quantas pessoas morreram de covid no brasil,2023-05,AL,13,COVID-19
covid 19,2023-06,AL,100,COVID-19
mia khalifa cpi da covid,2023-07,AL,100,COVID-19
sintomas de covid,2023-08,AL,100,COVID-19
nova variante covid eris,2023-08,AL,85,COVID-19
mia khalifa cpi da covid,2023-08,AL,50,COVID-19
"",2023-09,AL,,COVID-19
sintomas covid,2023-10,AL,100,COVID-19
sintomas de covid,2023-11,AL,100,COVID-19
sintomas covid,2023-12,AL,100,COVID-19
vacina covid,2023-12,AL,80,COVID-19
covid 19,2023-12,AL,60,COVID-19
covid 2023,2023-12,AL,58,COVID-19
teste de covid,2023-12,AL,49,COVID-19
sintomas de covid,2023-12,AL,39,COVID-19
sintomas do covid,2023-12,AL,28,COVID-19
sintomas covid 2023,2023-12,AL,10,COVID-19
teste rapido covid,2023-12,AL,10,COVID-19
vacina covid,2024-01,AL,100,COVID-19
sintomas covid,2024-01,AL,83,COVID-19
teste de covid,2024-01,AL,36,COVID-19
sintomas da covid,2024-01,AL,32,COVID-19
sintomas de covid,2024-01,AL,31,COVID-19
sintomas do covid,2024-01,AL,21,COVID-19
covid alagoas,2024-01,AL,20,COVID-19
sintomas covid 2024,2024-01,AL,16,COVID-19
cid covid,2024-01,AL,16,COVID-19
sintomas de covid,2024-02,AL,100,COVID-19
covid sintomas,2024-03,AL,100,COVID-19
sintomas de covid,2024-03,AL,54,COVID-19
sintomas de dengue,2024-03,AL,28,COVID-19
covid sintomas,2024-04,AL,100,COVID-19
sintomas de covid,2024-04,AL,56,COVID-19
vacinas covid,2024-05,AL,100,COVID-19
sintomas de covid,2024-06,AL,100,COVID-19
vacina covid,2024-07,AL,100,COVID-19
covid 19,2024-08,AL,100,COVID-19
"",2024-09,AL,,COVID-19
"",2024-10,AL,,COVID-19
"",2024-11,AL,,COVID-19
"",2024-12,AL,,COVID-19
sintomas de covid,2025-01,AL,100,COVID-19
covid 19,2025-02,AL,100,COVID-19
covid 2025,2025-02,AL,89,COVID-19
covid 19 2025,2025-02,AL,12,COVID-19
vacina covid,2025-03,AL,100,COVID-19
covid 19,2025-03,AL,98,COVID-19
sintomas covid,2025-03,AL,75,COVID-19
covid 2025,2025-03,AL,47,COVID-19
teste de covid,2025-03,AL,36,COVID-19
sintomas de covid,2025-03,AL,31,COVID-19
sintomas da covid,2025-03,AL,19,COVID-19
latest covid,2025-03,AL,9,COVID-19
covid news,2025-03,AL,3,COVID-19
best covid,2025-03,AL,3,COVID-19
"",2020-01,AM,,COVID-19
covid 19,2020-02,AM,100,COVID-19
coronavirus,2020-02,AM,41,COVID-19
covid 19,2020-03,AM,100,COVID-19
covid manaus,2020-03,AM,26,COVID-19
manaus covid 19,2020-03,AM,18,COVID-19
covid brasil,2020-03,AM,16,COVID-19
covid amazonas,2020-03,AM,16,COVID-19
sintomas covid 19,2020-03,AM,16,COVID-19
covid 19 amazonas,2020-03,AM,11,COVID-19
covid 19 brasil,2020-03,AM,10,COVID-19
covid em manaus,2020-03,AM,10,COVID-19
covid no brasil,2020-03,AM,8,COVID-19
covid 19 em manaus,2020-03,AM,8,COVID-19
covid no amazonas,2020-03,AM,6,COVID-19
covid 19 no brasil,2020-03,AM,6,COVID-19
sintomas do covid 19,2020-03,AM,5,COVID-19
casos covid manaus,2020-03,AM,5,COVID-19
italia covid,2020-03,AM,5,COVID-19
covid19 manaus,2020-03,AM,4,COVID-19
covid 19 no amazonas,2020-03,AM,4,COVID-19
boletim covid,2020-03,AM,4,COVID-19
covid-19 brasil,2020-03,AM,4,COVID-19
casos covid amazonas,2020-03,AM,4,COVID-19
casos covid brasil,2020-03,AM,3,COVID-19
covid-19 amazonas,2020-03,AM,3,COVID-19
covid 19 mortes,2020-03,AM,3,COVID-19
covid 19 significado,2020-03,AM,3,COVID-19
covid 19,2020-04,AM,100,COVID-19
covid sintomas,2020-04,AM,34,COVID-19
sintomas covid 19,2020-04,AM,30,COVID-19
manaus covid,2020-04,AM,29,COVID-19
sintomas do covid,2020-04,AM,20,COVID-19
covid amazonas,2020-04,AM,20,COVID-19
sintomas do covid 19,2020-04,AM,19,COVID-19
manaus covid 19,2020-04,AM,12,COVID-19
covid 19 amazonas,2020-04,AM,11,COVID-19
covid em manaus,2020-04,AM,11,COVID-19
covid brasil,2020-04,AM,10,COVID-19
sintomas de covid,2020-04,AM,10,COVID-19
sintomas de covid 19,2020-04,AM,8,COVID-19
covid no amazonas,2020-04,AM,7,COVID-19
covid 19 em manaus,2020-04,AM,6,COVID-19
covid-19 manaus,2020-04,AM,5,COVID-19
sintomas da covid,2020-04,AM,5,COVID-19
covid no brasil,2020-04,AM,5,COVID-19
covid 19 brasil,2020-04,AM,4,COVID-19
sintomas da covid 19,2020-04,AM,4,COVID-19
covid mundo,2020-04,AM,4,COVID-19
covid-19 amazonas,2020-04,AM,4,COVID-19
covid 19 no amazonas,2020-04,AM,4,COVID-19
covid am,2020-04,AM,3,COVID-19
covid19 manaus,2020-04,AM,3,COVID-19
covid 19,2020-05,AM,100,COVID-19
manaus covid,2020-05,AM,39,COVID-19
covid sintomas,2020-05,AM,29,COVID-19
amazonas covid,2020-05,AM,27,COVID-19
covid 19 sintomas,2020-05,AM,20,COVID-19
brasil covid,2020-05,AM,14,COVID-19
covid em manaus,2020-05,AM,14,COVID-19
covid 19 amazonas,2020-05,AM,13,COVID-19
teste covid,2020-05,AM,13,COVID-19
manaus covid 19,2020-05,AM,11,COVID-19
sintomas do covid,2020-05,AM,11,COVID-19
sintomas de covid,2020-05,AM,10,COVID-19
covid no amazonas,2020-05,AM,10,COVID-19
sintomas da covid,2020-05,AM,8,COVID-19
sintomas de covid 19,2020-05,AM,7,COVID-19
sintomas da covid 19,2020-05,AM,7,COVID-19
sintomas do covid 19,2020-05,AM,6,COVID-19
covid no brasil,2020-05,AM,6,COVID-19
vacina covid,2020-05,AM,6,COVID-19
covid mundo,2020-05,AM,6,COVID-19
covid amazonas boletim,2020-05,AM,5,COVID-19
teste covid manaus,2020-05,AM,5,COVID-19
covid-19 manaus,2020-05,AM,5,COVID-19
covid 19 brasil,2020-05,AM,5,COVID-19
teste de covid,2020-05,AM,5,COVID-19
covid 19,2020-06,AM,100,COVID-19
covid manaus,2020-06,AM,71,COVID-19
covid amazonas,2020-06,AM,48,COVID-19
covid sintomas,2020-06,AM,28,COVID-19
covid em manaus,2020-06,AM,26,COVID-19
covid 19 amazonas,2020-06,AM,25,COVID-19
brasil covid,2020-06,AM,25,COVID-19
teste covid,2020-06,AM,22,COVID-19
covid 19 manaus,2020-06,AM,15,COVID-19
covid no amazonas,2020-06,AM,14,COVID-19
covid 19 sintomas,2020-06,AM,14,COVID-19
sintomas do covid,2020-06,AM,12,COVID-19
covid mundo,2020-06,AM,9,COVID-19
covid vacina,2020-06,AM,9,COVID-19
covid manaus hoje,2020-06,AM,9,COVID-19
sintomas de covid,2020-06,AM,8,COVID-19
covid no brasil,2020-06,AM,8,COVID-19
casos de covid em manaus,2020-06,AM,7,COVID-19
covid 19 brasil,2020-06,AM,7,COVID-19
casos covid amazonas,2020-06,AM,6,COVID-19
covid no mundo,2020-06,AM,6,COVID-19
covid-19 manaus,2020-06,AM,6,COVID-19
sintomas do covid 19,2020-06,AM,6,COVID-19
sintomas da covid,2020-06,AM,6,COVID-19
covid amazonas hoje,2020-06,AM,6,COVID-19
covid 19,2020-07,AM,100,COVID-19
manaus covid,2020-07,AM,73,COVID-19
amazonas covid,2020-07,AM,40,COVID-19
covid sintomas,2020-07,AM,40,COVID-19
teste covid,2020-07,AM,28,COVID-19
covid em manaus,2020-07,AM,24,COVID-19
covid brasil,2020-07,AM,24,COVID-19
sintomas covid 19,2020-07,AM,21,COVID-19
covid 19 amazonas,2020-07,AM,21,COVID-19
sintomas do covid,2020-07,AM,16,COVID-19
vacina covid,2020-07,AM,15,COVID-19
sintomas de covid,2020-07,AM,12,COVID-19
covid 19 manaus,2020-07,AM,12,COVID-19
exame covid,2020-07,AM,12,COVID-19
sintomas do covid 19,2020-07,AM,12,COVID-19
bolsonaro covid,2020-07,AM,11,COVID-19
teste de covid,2020-07,AM,11,COVID-19
teste covid manaus,2020-07,AM,11,COVID-19
covid no amazonas,2020-07,AM,11,COVID-19
casos covid manaus,2020-07,AM,10,COVID-19
covid no brasil,2020-07,AM,9,COVID-19
covid manaus hoje,2020-07,AM,9,COVID-19
covid-19 manaus,2020-07,AM,7,COVID-19
teste rapido covid,2020-07,AM,7,COVID-19
casos de covid em manaus,2020-07,AM,6,COVID-19
manaus covid,2020-08,AM,100,COVID-19
covid 19,2020-08,AM,96,COVID-19
prevenção covid-19,2020-08,AM,65,COVID-19
amazonas covid,2020-08,AM,52,COVID-19
covid sintomas,2020-08,AM,46,COVID-19
covid em manaus,2020-08,AM,34,COVID-19
teste covid,2020-08,AM,32,COVID-19
brasil,2020-08,AM,31,COVID-19
covid brasil,2020-08,AM,29,COVID-19
covid 19 amazonas,2020-08,AM,17,COVID-19
sintomas do covid,2020-08,AM,16,COVID-19
mortes covid,2020-08,AM,16,COVID-19
sintomas de covid,2020-08,AM,15,COVID-19
covid-19 manaus,2020-08,AM,15,COVID-19
covid 19 manaus,2020-08,AM,14,COVID-19
sintomas covid 19,2020-08,AM,14,COVID-19
covid no amazonas,2020-08,AM,14,COVID-19
teste covid manaus,2020-08,AM,12,COVID-19
casos covid manaus,2020-08,AM,12,COVID-19
covid mundo,2020-08,AM,10,COVID-19
covid no brasil,2020-08,AM,10,COVID-19
covid manaus hoje,2020-08,AM,9,COVID-19
casos de covid em manaus,2020-08,AM,8,COVID-19
teste rapido covid,2020-08,AM,8,COVID-19
covid amazonas hoje,2020-08,AM,7,COVID-19
manaus covid,2020-09,AM,100,COVID-19
covid 19,2020-09,AM,90,COVID-19
sintomas covid,2020-09,AM,51,COVID-19
teste covid,2020-09,AM,42,COVID-19
amazonas,2020-09,AM,42,COVID-19
covid amazonas,2020-09,AM,37,COVID-19
covid em manaus,2020-09,AM,31,COVID-19
covid brasil,2020-09,AM,22,COVID-19
sintomas do covid,2020-09,AM,19,COVID-19
covid 19 sintomas,2020-09,AM,17,COVID-19
teste covid manaus,2020-09,AM,16,COVID-19
covid 19 amazonas,2020-09,AM,14,COVID-19
sintomas de covid,2020-09,AM,12,COVID-19
vacina covid,2020-09,AM,12,COVID-19
sintomas do covid 19,2020-09,AM,12,COVID-19
covid 19 manaus,2020-09,AM,10,COVID-19
covid no brasil,2020-09,AM,10,COVID-19
covid no amazonas,2020-09,AM,10,COVID-19
teste rapido covid,2020-09,AM,10,COVID-19
covid-19 manaus,2020-09,AM,9,COVID-19
casos covid manaus,2020-09,AM,9,COVID-19
covid manaus hoje,2020-09,AM,8,COVID-19
flamengo covid,2020-09,AM,8,COVID-19
sintomas da covid,2020-09,AM,6,COVID-19
pcr covid,2020-09,AM,6,COVID-19
manaus covid,2020-10,AM,100,COVID-19
covid 19,2020-10,AM,96,COVID-19
covid sintomas,2020-10,AM,78,COVID-19
teste covid,2020-10,AM,43,COVID-19
covid amazonas,2020-10,AM,38,COVID-19
covid em manaus,2020-10,AM,32,COVID-19
sintomas do covid,2020-10,AM,27,COVID-19
sintomas covid 19,2020-10,AM,26,COVID-19
covid brasil,2020-10,AM,25,COVID-19
covid vacina,2020-10,AM,23,COVID-19
sintomas de covid,2020-10,AM,22,COVID-19
exame covid,2020-10,AM,21,COVID-19
teste covid manaus,2020-10,AM,17,COVID-19
teste de covid,2020-10,AM,17,COVID-19
sintomas do covid 19,2020-10,AM,16,COVID-19
covid 19 amazonas,2020-10,AM,15,COVID-19
covid 19 manaus,2020-10,AM,13,COVID-19
covid manaus hoje,2020-10,AM,12,COVID-19
sintomas da covid,2020-10,AM,10,COVID-19
coronavirus,2020-10,AM,10,COVID-19
covid no brasil,2020-10,AM,9,COVID-19
covid no amazonas,2020-10,AM,9,COVID-19
teste rapido covid,2020-10,AM,8,COVID-19
pcr covid,2020-10,AM,8,COVID-19
teste de covid manaus,2020-10,AM,7,COVID-19
covid 19,2020-11,AM,100,COVID-19
covid sintomas,2020-11,AM,90,COVID-19
covid manaus,2020-11,AM,89,COVID-19
sintomas do covid,2020-11,AM,29,COVID-19
covid amazonas,2020-11,AM,28,COVID-19
covid em manaus,2020-11,AM,26,COVID-19
covid brasil,2020-11,AM,23,COVID-19
vacina covid,2020-11,AM,22,COVID-19
teste covid manaus,2020-11,AM,22,COVID-19
sintomas de covid,2020-11,AM,20,COVID-19
sintomas covid 19,2020-11,AM,20,COVID-19
sintomas do covid 19,2020-11,AM,13,COVID-19
sintomas da covid,2020-11,AM,12,COVID-19
covid 19 amazonas,2020-11,AM,12,COVID-19
covid no mundo,2020-11,AM,10,COVID-19
teste de covid manaus,2020-11,AM,8,COVID-19
pcr covid,2020-11,AM,8,COVID-19
azitromicina covid,2020-11,AM,5,COVID-19
covid-19 sintomas,2020-11,AM,5,COVID-19
diarreia covid,2020-11,AM,5,COVID-19
cid covid,2020-11,AM,4,COVID-19
quais os sintomas do covid,2020-11,AM,4,COVID-19
azitromicina,2020-11,AM,4,COVID-19
casos de covid em manaus,2020-11,AM,4,COVID-19
covid 19 em manaus,2020-11,AM,4,COVID-19
covid manaus,2020-12,AM,100,COVID-19
covid sintomas,2020-12,AM,94,COVID-19
covid 19,2020-12,AM,93,COVID-19
teste covid,2020-12,AM,67,COVID-19
vacina,2020-12,AM,44,COVID-19
covid vacina,2020-12,AM,41,COVID-19
covid amazonas,2020-12,AM,36,COVID-19
covid brasil,2020-12,AM,32,COVID-19
teste covid manaus,2020-12,AM,30,COVID-19
sintomas do covid,2020-12,AM,27,COVID-19
covid em manaus,2020-12,AM,26,COVID-19
sintomas de covid,2020-12,AM,25,COVID-19
sintomas covid 19,2020-12,AM,21,COVID-19
teste rapido covid,2020-12,AM,15,COVID-19
sintomas da covid,2020-12,AM,12,COVID-19
covid no brasil,2020-12,AM,12,COVID-19
ivermectina covid,2020-12,AM,12,COVID-19
decreto amazonas covid,2020-12,AM,12,COVID-19
sintomas do covid 19,2020-12,AM,12,COVID-19
teste de covid manaus,2020-12,AM,12,COVID-19
pcr covid,2020-12,AM,11,COVID-19
covid mundo,2020-12,AM,11,COVID-19
covid 19 manaus,2020-12,AM,10,COVID-19
sintoma covid,2020-12,AM,9,COVID-19
tratamento covid,2020-12,AM,8,COVID-19
manaus covid,2021-01,AM,100,COVID-19
sintomas covid,2021-01,AM,57,COVID-19
covid 19,2021-01,AM,55,COVID-19
teste covid,2021-01,AM,36,COVID-19
vacina covid,2021-01,AM,31,COVID-19
covid em manaus,2021-01,AM,26,COVID-19
amazonas covid,2021-01,AM,26,COVID-19
covid brasil,2021-01,AM,22,COVID-19
sintomas de covid,2021-01,AM,17,COVID-19
sintomas do covid,2021-01,AM,16,COVID-19
teste de covid,2021-01,AM,16,COVID-19
teste covid manaus,2021-01,AM,15,COVID-19
exame covid,2021-01,AM,14,COVID-19
covid 19 sintomas,2021-01,AM,12,COVID-19
sintomas da covid,2021-01,AM,10,COVID-19
covid 19 manaus,2021-01,AM,10,COVID-19
covid mundo,2021-01,AM,9,COVID-19
manaus covid hoje,2021-01,AM,9,COVID-19
ivermectina covid,2021-01,AM,8,COVID-19
tratamento covid,2021-01,AM,8,COVID-19
sintomas do covid 19,2021-01,AM,8,COVID-19
vacina covid brasil,2021-01,AM,8,COVID-19
covid no brasil,2021-01,AM,7,COVID-19
covid 19 amazonas,2021-01,AM,7,COVID-19
teste de covid manaus,2021-01,AM,7,COVID-19
covid manaus,2021-02,AM,100,COVID-19
covid 19,2021-02,AM,55,COVID-19
vacina covid,2021-02,AM,50,COVID-19
covid sintomas,2021-02,AM,39,COVID-19
covid amazonas,2021-02,AM,37,COVID-19
covid em manaus,2021-02,AM,34,COVID-19
vacinação covid,2021-02,AM,22,COVID-19
covid brasil,2021-02,AM,21,COVID-19
vacina covid manaus,2021-02,AM,19,COVID-19
vacinação manaus covid,2021-02,AM,16,COVID-19
sintomas de covid,2021-02,AM,12,COVID-19
covid manaus hoje,2021-02,AM,11,COVID-19
sintomas do covid,2021-02,AM,11,COVID-19
covid 19 amazonas,2021-02,AM,10,COVID-19
covid no amazonas,2021-02,AM,10,COVID-19
teste covid manaus,2021-02,AM,9,COVID-19
sintomas da covid,2021-02,AM,8,COVID-19
covid 19 sintomas,2021-02,AM,8,COVID-19
covid no brasil,2021-02,AM,8,COVID-19
covid mundo,2021-02,AM,7,COVID-19
covid-19 manaus,2021-02,AM,7,COVID-19
covid am,2021-02,AM,6,COVID-19
casos covid manaus,2021-02,AM,5,COVID-19
covid em manaus hoje,2021-02,AM,5,COVID-19
pcr covid,2021-02,AM,5,COVID-19
manaus covid,2021-03,AM,100,COVID-19
vacina covid,2021-03,AM,63,COVID-19
covid 19,2021-03,AM,61,COVID-19
brasil covid,2021-03,AM,44,COVID-19
sintomas covid,2021-03,AM,36,COVID-19
amazonas covid,2021-03,AM,34,COVID-19
covid em manaus,2021-03,AM,32,COVID-19
vacina covid manaus,2021-03,AM,24,COVID-19
vacinação manaus covid,2021-03,AM,21,COVID-19
covid no brasil,2021-03,AM,17,COVID-19
covid mundo,2021-03,AM,14,COVID-19
covid no mundo,2021-03,AM,11,COVID-19
mortes covid brasil,2021-03,AM,11,COVID-19
sintomas de covid,2021-03,AM,10,COVID-19
covid manaus hoje,2021-03,AM,10,COVID-19
sintomas do covid,2021-03,AM,10,COVID-19
covid 19 manaus,2021-03,AM,9,COVID-19
covid no amazonas,2021-03,AM,9,COVID-19
coronavirus,2021-03,AM,8,COVID-19
covid 19 amazonas,2021-03,AM,8,COVID-19
vacinação em manaus covid,2021-03,AM,7,COVID-19
g1 covid,2021-03,AM,7,COVID-19
covid brasil hoje,2021-03,AM,7,COVID-19
teste covid manaus,2021-03,AM,7,COVID-19
vacina covid brasil,2021-03,AM,7,COVID-19
covid manaus,2021-04,AM,100,COVID-19
vacina covid,2021-04,AM,70,COVID-19
covid 19,2021-04,AM,45,COVID-19
covid brasil,2021-04,AM,35,COVID-19
vacina manaus covid,2021-04,AM,30,COVID-19
covid sintomas,2021-04,AM,29,COVID-19
amazonas covid,2021-04,AM,28,COVID-19
vacinação covid,2021-04,AM,28,COVID-19
covid em manaus,2021-04,AM,27,COVID-19
covid hoje,2021-04,AM,24,COVID-19
vacinação covid manaus,2021-04,AM,19,COVID-19
covid manaus hoje,2021-04,AM,11,COVID-19
covid no brasil,2021-04,AM,11,COVID-19
covid mundo,2021-04,AM,9,COVID-19
covid 19 manaus,2021-04,AM,9,COVID-19
sintomas de covid,2021-04,AM,8,COVID-19
covid no amazonas,2021-04,AM,8,COVID-19
teste de covid,2021-04,AM,7,COVID-19
covid-19 manaus,2021-04,AM,7,COVID-19
mortes covid brasil,2021-04,AM,7,COVID-19
covid 19 amazonas,2021-04,AM,6,COVID-19
cadastro vacina covid,2021-04,AM,6,COVID-19
sintomas do covid,2021-04,AM,6,COVID-19
paulo gustavo covid,2021-04,AM,6,COVID-19
vacinas covid,2021-04,AM,6,COVID-19
manaus covid,2021-05,AM,100,COVID-19
vacina,2021-05,AM,83,COVID-19
vacina covid,2021-05,AM,81,COVID-19
covid 19,2021-05,AM,40,COVID-19
brasil,2021-05,AM,33,COVID-19
covid em manaus,2021-05,AM,32,COVID-19
covid brasil,2021-05,AM,32,COVID-19
vacina manaus covid,2021-05,AM,31,COVID-19
amazonas covid,2021-05,AM,28,COVID-19
vacinação covid,2021-05,AM,26,COVID-19
covid hoje,2021-05,AM,24,COVID-19
sintomas covid,2021-05,AM,23,COVID-19
vacinação manaus covid,2021-05,AM,19,COVID-19
cpi covid,2021-05,AM,16,COVID-19
covid no brasil,2021-05,AM,15,COVID-19
cpi da covid,2021-05,AM,13,COVID-19
covid mundo,2021-05,AM,12,COVID-19
covid manaus hoje,2021-05,AM,10,COVID-19
covid no amazonas,2021-05,AM,8,COVID-19
vacinas covid,2021-05,AM,8,COVID-19
sintomas de covid,2021-05,AM,8,COVID-19
casos covid manaus,2021-05,AM,7,COVID-19
covid 19 amazonas,2021-05,AM,7,COVID-19
covid-19 manaus,2021-05,AM,6,COVID-19
covid 19 manaus,2021-05,AM,6,COVID-19
vacina covid,2021-06,AM,100,COVID-19
manaus covid,2021-06,AM,77,COVID-19
vacinação covid,2021-06,AM,39,COVID-19
vacinação covid manaus,2021-06,AM,33,COVID-19
vacina covid perto de mim,2021-06,AM,32,COVID-19
vacina manaus covid,2021-06,AM,29,COVID-19
covid em manaus,2021-06,AM,25,COVID-19
covid 19,2021-06,AM,25,COVID-19
covid brasil,2021-06,AM,16,COVID-19
covid amazonas,2021-06,AM,12,COVID-19
covid sintomas,2021-06,AM,11,COVID-19
covid manaus hoje,2021-06,AM,8,COVID-19
vacinas covid,2021-06,AM,8,COVID-19
posto de vacinação manaus,2021-06,AM,8,COVID-19
cpi covid,2021-06,AM,8,COVID-19
posto de vacinação covid manaus,2021-06,AM,8,COVID-19
teste covid,2021-06,AM,8,COVID-19
covid 19 manaus,2021-06,AM,7,COVID-19
postos de vacinação covid manaus,2021-06,AM,7,COVID-19
covid mundo,2021-06,AM,6,COVID-19
cpi da covid,2021-06,AM,6,COVID-19
covid-19 manaus,2021-06,AM,6,COVID-19
cadastro vacina covid,2021-06,AM,4,COVID-19
teste covid manaus,2021-06,AM,4,COVID-19
vacinacao covid manaus,2021-06,AM,4,COVID-19
covid manaus,2021-07,AM,100,COVID-19
vacina covid,2021-07,AM,95,COVID-19
vacinação covid,2021-07,AM,54,COVID-19
vacinação manaus covid,2021-07,AM,43,COVID-19
covid em manaus,2021-07,AM,37,COVID-19
vacina manaus covid,2021-07,AM,35,COVID-19
covid 19,2021-07,AM,31,COVID-19
brasil covid,2021-07,AM,21,COVID-19
vacinação em manaus,2021-07,AM,19,COVID-19
covid sintomas,2021-07,AM,18,COVID-19
covid manaus hoje,2021-07,AM,16,COVID-19
amazonas covid,2021-07,AM,13,COVID-19
vacinas covid,2021-07,AM,13,COVID-19
teste covid,2021-07,AM,12,COVID-19
posto de vacinação,2021-07,AM,11,COVID-19
mortes covid,2021-07,AM,10,COVID-19
posto de vacinação manaus covid,2021-07,AM,9,COVID-19
posto de vacinação manaus,2021-07,AM,9,COVID-19
covid no brasil,2021-07,AM,9,COVID-19
cpi covid,2021-07,AM,9,COVID-19
postos de vacinação covid manaus,2021-07,AM,9,COVID-19
vacinação covid manaus hoje,2021-07,AM,8,COVID-19
covid-19 manaus,2021-07,AM,8,COVID-19
teste de covid,2021-07,AM,7,COVID-19
cpi da covid,2021-07,AM,7,COVID-19
vacina,2021-08,AM,100,COVID-19
vacina covid,2021-08,AM,96,COVID-19
vacina covid perto de mim,2021-08,AM,46,COVID-19
vacinação covid,2021-08,AM,45,COVID-19
vacinação manaus covid,2021-08,AM,36,COVID-19
vacina covid manaus,2021-08,AM,25,COVID-19
covid 19,2021-08,AM,21,COVID-19
brasil covid,2021-08,AM,15,COVID-19
covid manaus hoje,2021-08,AM,13,COVID-19
covid sintomas,2021-08,AM,12,COVID-19
posto de vacinação manaus,2021-08,AM,11,COVID-19
posto de vacinação covid manaus,2021-08,AM,11,COVID-19
